Wall time,Step,Value
1765840847.7941468,770752512,239.91659545898438
1765840902.7747765,772669440,239.30482482910156
1765840964.5486288,774881280,239.38668823242188
1765840968.5240593,775028736,239.1724090576172
1765840984.566961,775618560,239.15780639648438
1765841001.0981112,776208384,239.95433044433594
1765841013.8580108,776650752,239.1059112548828
1765841100.8335,779747328,239.5941162109375
1765841130.0293553,780779520,239.49449157714844
1765841138.1282268,781074432,239.55545043945312
1765841146.37511,781369344,239.9756317138672
1765841231.4340787,784465920,239.92135620117188
1765841235.6824312,784613376,239.98678588867188
1765841247.7804615,785055744,239.73236083984375
1765841256.1051304,785350656,238.50636291503906
1765841272.4769168,785940480,239.94534301757812
1765841276.5904684,786087936,239.03790283203125
1765841296.9547014,786825216,239.4263458251953
1765841305.205504,787120128,239.65719604492188
1765841313.4165804,787415040,239.84689331054688
1765841412.5826967,790953984,239.80555725097656
1765841438.0868313,791838720,239.1568145751953
1765841446.8357406,792133632,239.60128784179688
1765841497.2136385,793903104,239.95936584472656
1765841542.9515622,795525120,239.8909454345703
1765841580.0447826,796852224,239.927734375
1765841584.3725054,796999680,239.53733825683594
1765841601.668643,797589504,239.49505615234375
1765841642.3631043,799064064,239.98727416992188
1765841669.9588418,800096256,239.89149475097656
1765841686.5152133,800686080,239.79299926757812
1765841713.5903,801718272,239.78973388671875
1765841752.3027952,803192832,239.20779418945312
1765841760.3803265,803487744,239.7126922607422
1765841780.7704968,804225024,238.90353393554688
1765841789.239076,804519936,239.68878173828125
1765841801.7622921,804962304,239.97384643554688
1765841810.687224,805257216,239.7328338623047
1765841857.384905,806879232,239.5565185546875
1765841966.665688,810713088,239.5108184814453
1765841999.1083589,811892736,238.87008666992188
1765842011.852233,812335104,238.44998168945312
