playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
6.596 0.25 0.28 0.65 0.554827 6.17563e-06 0.623106  3.41508e-05   0.00123639  3.44359e-05     -1.57226 -8.88011e-05      1.57061     0.785463
6.597 0.25 0.28 0.65 0.554829 6.38404e-06 0.623099  3.45282e-05   0.00124131  3.48186e-05     -1.57227 -8.91949e-05      1.57061     0.785464
6.598 0.25 0.28 0.65 0.55483 6.59439e-06 0.623093  3.49072e-05   0.00124621  3.52029e-05     -1.57227 -8.95886e-05      1.57061     0.785465
6.599 0.25 0.28 0.65 0.554831 6.80667e-06 0.623086  3.52879e-05   0.00125111  3.55889e-05     -1.57228 -8.99823e-05      1.57061     0.785465
6.6 0.25 0.28 0.65 0.554833 7.02088e-06 0.623079 3.56701e-05  0.00125601 3.59765e-05    -1.57229 -9.0376e-05     1.57061    0.785466
6.601 0.25 0.28 0.65 0.554834 7.23702e-06 0.623073  3.60539e-05   0.00126089  3.63658e-05      -1.5723 -9.07697e-05      1.57061     0.785467
6.602 0.25 0.28 0.65 0.554835 7.45508e-06 0.623066  3.64394e-05   0.00126578  3.67567e-05     -1.57231 -9.11634e-05      1.57061     0.785467
6.603 0.25 0.28 0.65 0.554837 7.67507e-06 0.62306 3.68264e-05  0.00127065 3.71492e-05    -1.57231 -9.1557e-05     1.57061    0.785468
6.604 0.25 0.28 0.65 0.554838 7.89698e-06 0.623053  3.72151e-05   0.00127552  3.75434e-05     -1.57232 -9.19506e-05      1.57061     0.785469
6.605 0.25 0.28 0.65 0.554839 8.12081e-06 0.623047  3.76053e-05   0.00128038  3.79393e-05     -1.57233 -9.23442e-05      1.57061      0.78547
6.606 0.25 0.28 0.65 0.554841 8.34656e-06 0.62304  3.79971e-05   0.00128524  3.83367e-05     -1.57234 -9.27378e-05      1.57061      0.78547
6.607 0.25 0.28 0.65 0.554842 8.57423e-06 0.623034  3.83905e-05   0.00129009  3.87358e-05     -1.57235 -9.31314e-05      1.57061     0.785471
6.608 0.25 0.28 0.65 0.554843 8.80381e-06 0.623027 3.87856e-05  0.00129493 3.91366e-05    -1.57236 -9.3525e-05     1.57061    0.785472
6.609 0.25 0.28 0.65 0.554845 9.03531e-06 0.62302  3.91822e-05   0.00129977   3.9539e-05     -1.57236 -9.39185e-05      1.57061     0.785473
6.61 0.25 0.28 0.65 0.554846 9.26873e-06 0.623014 3.95803e-05   0.0013046  3.9943e-05    -1.57237 -9.4312e-05      1.5706    0.785473
6.611 0.25 0.28 0.65 0.554847 9.50406e-06 0.623007  3.99801e-05   0.00130943  4.03486e-05     -1.57238 -9.47055e-05       1.5706     0.785474
6.612 0.25 0.28 0.65 0.554849 9.7413e-06 0.623001 4.03815e-05  0.00131424 4.07559e-05    -1.57239 -9.5099e-05      1.5706    0.785475
6.613 0.25 0.28 0.65 0.55485 9.98045e-06 0.622994  4.07845e-05   0.00131906  4.11648e-05      -1.5724 -9.54924e-05       1.5706     0.785476
6.614 0.25 0.28 0.65 0.554851 1.02215e-05 0.622988   4.1189e-05   0.00132386  4.15753e-05      -1.5724 -9.58858e-05       1.5706     0.785476
6.615 0.25 0.28 0.65 0.554853 1.04645e-05 0.622981  4.15951e-05   0.00132866  4.19875e-05     -1.57241 -9.62793e-05       1.5706     0.785477
6.616 0.25 0.28 0.65 0.554854 1.07094e-05 0.622975  4.20028e-05   0.00133346  4.24013e-05     -1.57242 -9.66727e-05       1.5706     0.785478
6.617 0.25 0.28 0.65 0.554855 1.09561e-05 0.622968 4.24121e-05  0.00133824 4.28167e-05    -1.57243 -9.7066e-05      1.5706    0.785479
6.618 0.25 0.28 0.65 0.554856 1.12048e-05 0.622961   4.2823e-05   0.00134303  4.32337e-05     -1.57244 -9.74594e-05       1.5706     0.785479
6.619 0.25 0.28 0.65 0.554858 1.14554e-05 0.622955  4.32354e-05    0.0013478  4.36523e-05     -1.57244 -9.78527e-05       1.5706      0.78548
6.62 0.25 0.28 0.65 0.554859 1.17079e-05 0.622948 4.36494e-05  0.00135257 4.40726e-05    -1.57245 -9.8246e-05      1.5706    0.785481
6.621 0.25 0.28 0.65 0.55486 1.19623e-05 0.622942   4.4065e-05   0.00135733  4.44945e-05     -1.57246 -9.86393e-05       1.5706     0.785482
6.622 0.25 0.28 0.65 0.554862 1.22186e-05 0.622935  4.44822e-05   0.00136209   4.4918e-05     -1.57247 -9.90326e-05       1.5706     0.785482
6.623 0.25 0.28 0.65 0.554863 1.24767e-05 0.622929   4.4901e-05   0.00136684  4.53431e-05     -1.57248 -9.94259e-05       1.5706     0.785483
6.624 0.25 0.28 0.65 0.554864 1.27368e-05 0.622922  4.53213e-05   0.00137158  4.57699e-05     -1.57249 -9.98191e-05       1.5706     0.785484
6.625 0.25 0.28 0.65 0.554866 1.29988e-05 0.622916  4.57432e-05   0.00137632  4.61982e-05     -1.57249 -0.000100212       1.5706     0.785485
