playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
8.46 0.25 0.28 0.65 0.554788 8.26942e-07 0.6233  2.35781e-05   0.00108578  2.37261e-05     -1.57203 -7.69697e-05      1.57065     0.785444
8.461 0.25 0.28 0.65 0.55479 9.76769e-07 0.623294  2.39068e-05   0.00109088  2.40587e-05     -1.57204 -7.73639e-05      1.57065     0.785444
8.462 0.25 0.28 0.65 0.554791 1.12857e-06 0.623287  2.42371e-05   0.00109598   2.4393e-05     -1.57205 -7.77582e-05      1.57065     0.785445
8.463 0.25 0.28 0.65 0.554792 1.28234e-06 0.62328  2.45691e-05   0.00110107   2.4729e-05     -1.57206 -7.81525e-05      1.57065     0.785446
8.464 0.25 0.28 0.65 0.554794 1.43809e-06 0.623274  2.49027e-05   0.00110616  2.50667e-05     -1.57206 -7.85467e-05      1.57065     0.785446
8.465 0.25 0.28 0.65 0.554795 1.5958e-06 0.623267   2.5238e-05   0.00111123   2.5406e-05     -1.57207 -7.89409e-05      1.57065     0.785447
8.466 0.25 0.28 0.65 0.554797 1.75548e-06 0.623261  2.55749e-05   0.00111631  2.57471e-05     -1.57208 -7.93351e-05      1.57065     0.785448
8.467 0.25 0.28 0.65 0.554798 1.91712e-06 0.623254  2.59135e-05   0.00112137  2.60898e-05     -1.57209 -7.97293e-05      1.57065     0.785448
8.468 0.25 0.28 0.65 0.554799 2.08074e-06 0.623248  2.62537e-05   0.00112643  2.64342e-05     -1.57209 -8.01235e-05      1.57065     0.785449
8.469 0.25 0.28 0.65 0.554801 2.24631e-06 0.623241  2.65955e-05   0.00113148  2.67803e-05      -1.5721 -8.05176e-05      1.57065      0.78545
8.47 0.25 0.28 0.65 0.554802 2.41385e-06 0.623235  2.69389e-05   0.00113653   2.7128e-05     -1.57211 -8.09117e-05      1.57065      0.78545
8.471 0.25 0.28 0.65 0.554804 2.58335e-06 0.623228   2.7284e-05   0.00114157  2.74775e-05     -1.57212 -8.13059e-05      1.57065     0.785451
8.472 0.25 0.28 0.65 0.554805 2.75481e-06 0.623221 2.76307e-05   0.0011466 2.78286e-05    -1.57213   -8.17e-05     1.57065    0.785451
8.473 0.25 0.28 0.65 0.554806 2.92822e-06 0.623215  2.7979e-05  0.00115163 2.81814e-05    -1.57213 -8.2094e-05     1.57065    0.785452
8.474 0.25 0.28 0.65 0.554808 3.10359e-06 0.623208   2.8329e-05   0.00115665  2.85358e-05     -1.57214 -8.24881e-05      1.57064     0.785453
8.475 0.25 0.28 0.65 0.554809 3.28092e-06 0.623202  2.86806e-05   0.00116166  2.88919e-05     -1.57215 -8.28821e-05      1.57064     0.785453
8.476 0.25 0.28 0.65 0.554811 3.4602e-06 0.623195  2.90338e-05   0.00116667  2.92497e-05     -1.57216 -8.32762e-05      1.57064     0.785454
8.477 0.25 0.28 0.65 0.554812 3.64144e-06 0.623189  2.93886e-05   0.00117167  2.96092e-05     -1.57217 -8.36702e-05      1.57064     0.785455
8.478 0.25 0.28 0.65 0.554813 3.82462e-06 0.623182  2.97451e-05   0.00117667  2.99703e-05     -1.57217 -8.40642e-05      1.57064     0.785455
8.479 0.25 0.28 0.65 0.554815 4.00975e-06 0.623175  3.01032e-05   0.00118166  3.03331e-05     -1.57218 -8.44582e-05      1.57064     0.785456
8.48 0.25 0.28 0.65 0.554816 4.19684e-06 0.623169  3.04628e-05   0.00118664  3.06976e-05     -1.57219 -8.48521e-05      1.57064     0.785457
8.481 0.25 0.28 0.65 0.554817 4.38587e-06 0.623162  3.08242e-05   0.00119162  3.10637e-05      -1.5722 -8.52461e-05      1.57064     0.785458
8.482 0.25 0.28 0.65 0.554819 4.57684e-06 0.623156 3.11871e-05  0.00119659 3.14315e-05     -1.5722  -8.564e-05     1.57064    0.785458
8.483 0.25 0.28 0.65 0.55482 4.76976e-06 0.623149  3.15516e-05   0.00120155  3.18009e-05     -1.57221 -8.60339e-05      1.57064     0.785459
8.484 0.25 0.28 0.65 0.554821 4.96462e-06 0.623143  3.19178e-05   0.00120651   3.2172e-05     -1.57222 -8.64278e-05      1.57064      0.78546
8.485 0.25 0.28 0.65 0.554823 5.16142e-06 0.623136  3.22856e-05   0.00121146  3.25448e-05     -1.57223 -8.68217e-05      1.57064      0.78546
8.486 0.25 0.28 0.65 0.554824 5.36016e-06 0.62313   3.2655e-05    0.0012164  3.29192e-05     -1.57224 -8.72155e-05      1.57064     0.785461
8.487 0.25 0.28 0.65 0.554825 5.56084e-06 0.623123   3.3026e-05   0.00122134  3.32953e-05     -1.57224 -8.76094e-05      1.57064     0.785462
8.488 0.25 0.28 0.65 0.554827 5.76346e-06 0.623116  3.33986e-05   0.00122627   3.3673e-05     -1.57225 -8.80032e-05      1.57064     0.785462
8.489 0.25 0.28 0.65 0.554828 5.96801e-06 0.62311 3.37728e-05   0.0012312 3.40524e-05    -1.57226 -8.8397e-05     1.57064    0.785463
8.49 0.25 0.28 0.65 0.55483 6.1745e-06 0.623103  3.41486e-05   0.00123612  3.44334e-05     -1.57227 -8.87908e-05      1.57064     0.785464
8.491 0.25 0.28 0.65 0.554831 6.38292e-06 0.623097   3.4526e-05   0.00124103  3.48161e-05     -1.57228 -8.91845e-05      1.57063     0.785464
8.492 0.25 0.28 0.65 0.554832 6.59327e-06 0.62309  3.49051e-05   0.00124594  3.52004e-05     -1.57228 -8.95783e-05      1.57063     0.785465
8.493 0.25 0.28 0.65 0.554834 6.80555e-06 0.623084 3.52857e-05  0.00125084 3.55864e-05    -1.57229 -8.9972e-05     1.57063    0.785466
8.494 0.25 0.28 0.65 0.554835 7.01976e-06 0.623077   3.5668e-05   0.00125573   3.5974e-05      -1.5723 -9.03657e-05      1.57063     0.785467
8.495 0.25 0.28 0.65 0.554836 7.2359e-06 0.623071  3.60518e-05   0.00126062  3.63633e-05     -1.57231 -9.07594e-05      1.57063     0.785467
8.496 0.25 0.28 0.65 0.554838 7.45396e-06 0.623064  3.64372e-05    0.0012655  3.67542e-05     -1.57232 -9.11531e-05      1.57063     0.785468
