playtime ee_desired_x ee_desired_y ee_desired_z ee_current_x ee_current_y ee_current_z obstacle_x obstacle_y obstacle_z distance_norm q_joint_1 q_joint_2 q_joint_3 q_joint_4 q_joint_5 q_joint_6 q_joint_7
12.823 0.3 -0.012 0.52 0.0137807 0.0244185 0.699478 0.15 -0.012 0.65 0.149433 0.0277085 -1.36417 0.0453185 -2.16252 0.0551525 0.813871 -0.0177106
12.824 0.3 -0.012 0.52 0.0137661 0.0244473 0.699417 0.15 -0.012 0.65 0.149433 0.0277518 -1.36434 0.0453762 -2.16274 0.0552248 0.813905 -0.0177074
12.825 0.3 -0.012 0.52 0.0137515 0.0244761 0.699356 0.15 -0.012 0.65 0.149433 0.0277952 -1.36451 0.0454339 -2.16295 0.0552972 0.81394 -0.0177042
12.826 0.3 -0.012 0.52 0.013737 0.0245049 0.699295 0.15 -0.012 0.65 0.149433 0.0278386 -1.36468 0.0454917 -2.16316 0.0553696 0.813974 -0.017701
12.827 0.3 -0.012 0.52 0.0137224 0.0245337 0.699233 0.15 -0.012 0.65 0.149433 0.0278821 -1.36486 0.0455495 -2.16338 0.0554421 0.814009 -0.0176978
12.828 0.3 -0.012 0.52 0.0137079 0.0245626 0.699172 0.15 -0.012 0.65 0.149433 0.0279256 -1.36503 0.0456073 -2.16359 0.0555146 0.814044 -0.0176946
12.829 0.3 -0.012 0.52 0.0136933 0.0245915 0.69911 0.15 -0.012 0.65 0.149433 0.0279692 -1.3652 0.0456652 -2.1638 0.0555871 0.814079 -0.0176914
12.83 0.3 -0.012 0.52 0.0136788 0.0246203 0.699048 0.15 -0.012 0.65 0.149433 0.0280128 -1.36537 0.0457232 -2.16402 0.0556598 0.814113 -0.0176882
12.831 0.3 -0.012 0.52 0.0136643 0.0246492 0.698987 0.15 -0.012 0.65 0.149433 0.0280565 -1.36554 0.0457811 -2.16423 0.0557324 0.814148 -0.0176849
12.832 0.3 -0.012 0.52 0.0136498 0.0246781 0.698925 0.15 -0.012 0.65 0.149433 0.0281002 -1.36572 0.0458391 -2.16445 0.0558052 0.814184 -0.0176817
12.833 0.3 -0.012 0.52 0.0136353 0.024707 0.698863 0.15 -0.012 0.65 0.149433 0.028144 -1.36589 0.0458972 -2.16467 0.0558779 0.814219 -0.0176785
12.834 0.3 -0.012 0.52 0.0136208 0.024736 0.698801 0.15 -0.012 0.65 0.149433 0.0281878 -1.36606 0.0459553 -2.16488 0.0559508 0.814254 -0.0176753
12.835 0.3 -0.012 0.52 0.0136063 0.0247649 0.698739 0.15 -0.012 0.65 0.149433 0.0282317 -1.36624 0.0460134 -2.1651 0.0560236 0.814289 -0.017672
12.836 0.3 -0.012 0.52 0.0135919 0.0247939 0.698676 0.15 -0.012 0.65 0.149433 0.0282756 -1.36641 0.0460716 -2.16531 0.0560966 0.814325 -0.0176688
12.837 0.3 -0.012 0.52 0.0135774 0.0248228 0.698614 0.15 -0.012 0.65 0.149434 0.0283195 -1.36658 0.0461298 -2.16553 0.0561696 0.81436 -0.0176655
12.838 0.3 -0.012 0.52 0.013563 0.0248518 0.698552 0.15 -0.012 0.65 0.149434 0.0283635 -1.36676 0.0461881 -2.16575 0.0562426 0.814396 -0.0176623
12.839 0.3 -0.012 0.52 0.0135485 0.0248808 0.698489 0.15 -0.012 0.65 0.149434 0.0284076 -1.36693 0.0462464 -2.16596 0.0563157 0.814431 -0.017659
12.84 0.3 -0.012 0.52 0.0135341 0.0249098 0.698427 0.15 -0.012 0.65 0.149434 0.0284517 -1.36711 0.0463048 -2.16618 0.0563888 0.814467 -0.0176557
12.841 0.3 -0.012 0.52 0.0135197 0.0249388 0.698364 0.15 -0.012 0.65 0.149434 0.0284958 -1.36728 0.0463632 -2.1664 0.056462 0.814503 -0.0176525
12.842 0.3 -0.012 0.52 0.0135053 0.0249678 0.698302 0.15 -0.012 0.65 0.149434 0.02854 -1.36746 0.0464216 -2.16662 0.0565352 0.814539 -0.0176492
12.843 0.3 -0.012 0.52 0.0134909 0.0249969 0.698239 0.15 -0.012 0.65 0.149434 0.0285843 -1.36763 0.0464801 -2.16684 0.0566085 0.814575 -0.0176459
12.844 0.3 -0.012 0.52 0.0134766 0.0250259 0.698176 0.15 -0.012 0.65 0.149434 0.0286286 -1.3678 0.0465386 -2.16705 0.0566818 0.814611 -0.0176427
12.845 0.3 -0.012 0.52 0.0134622 0.025055 0.698113 0.15 -0.012 0.65 0.149434 0.0286729 -1.36798 0.0465971 -2.16727 0.0567552 0.814647 -0.0176394
12.846 0.3 -0.012 0.52 0.0134478 0.0250841 0.69805 0.15 -0.012 0.65 0.149434 0.0287173 -1.36816 0.0466557 -2.16749 0.0568287 0.814683 -0.0176361
12.847 0.3 -0.012 0.52 0.0134335 0.0251131 0.697987 0.15 -0.012 0.65 0.149434 0.0287618 -1.36833 0.0467144 -2.16771 0.0569022 0.81472 -0.0176328
12.848 0.3 -0.012 0.52 0.0134192 0.0251422 0.697924 0.15 -0.012 0.65 0.149434 0.0288063 -1.36851 0.046773 -2.16793 0.0569757 0.814756 -0.0176295
12.849 0.3 -0.012 0.52 0.0134048 0.0251714 0.697861 0.15 -0.012 0.65 0.149434 0.0288508 -1.36868 0.0468318 -2.16815 0.0570493 0.814793 -0.0176262
12.85 0.3 -0.012 0.52 0.0133905 0.0252005 0.697798 0.15 -0.012 0.65 0.149434 0.0288954 -1.36886 0.0468905 -2.16837 0.0571229 0.814829 -0.0176229
12.851 0.3 -0.012 0.52 0.0133762 0.0252296 0.697734 0.15 -0.012 0.65 0.149434 0.02894 -1.36903 0.0469493 -2.16859 0.0571966 0.814866 -0.0176196
12.852 0.3 -0.012 0.52 0.013362 0.0252588 0.697671 0.15 -0.012 0.65 0.149435 0.0289847 -1.36921 0.0470082 -2.16881 0.0572704 0.814903 -0.0176163
12.853 0.3 -0.012 0.52 0.0133477 0.0252879 0.697607 0.15 -0.012 0.65 0.149435 0.0290294 -1.36939 0.0470671 -2.16903 0.0573442 0.81494 -0.017613
12.854 0.3 -0.012 0.52 0.0133334 0.0253171 0.697544 0.15 -0.012 0.65 0.149435 0.0290742 -1.36956 0.047126 -2.16925 0.057418 0.814977 -0.0176096
12.855 0.3 -0.012 0.52 0.0133192 0.0253463 0.69748 0.15 -0.012 0.65 0.149435 0.0291191 -1.36974 0.047185 -2.16948 0.0574919 0.815014 -0.0176063
12.856 0.3 -0.012 0.52 0.0133049 0.0253755 0.697416 0.15 -0.012 0.65 0.149435 0.0291639 -1.36992 0.047244 -2.1697 0.0575658 0.815051 -0.017603
12.857 0.3 -0.012 0.52 0.0132907 0.0254047 0.697352 0.15 -0.012 0.65 0.149435 0.0292089 -1.37009 0.0473031 -2.16992 0.0576398 0.815088 -0.0175996
12.858 0.3 -0.012 0.52 0.0132765 0.0254339 0.697288 0.15 -0.012 0.65 0.149435 0.0292538 -1.37027 0.0473622 -2.17014 0.0577139 0.815126 -0.0175963
12.859 0.3 -0.012 0.52 0.0132623 0.0254632 0.697224 0.15 -0.012 0.65 0.149435 0.0292989 -1.37045 0.0474213 -2.17036 0.057788 0.815163 -0.017593
12.86 0.3 -0.012 0.52 0.0132481 0.0254924 0.69716 0.15 -0.012 0.65 0.149435 0.0293439 -1.37063 0.0474805 -2.17059 0.0578621 0.815201 -0.0175896
12.861 0.3 -0.012 0.52 0.0132339 0.0255217 0.697096 0.15 -0.012 0.65 0.149435 0.0293891 -1.3708 0.0475397 -2.17081 0.0579363 0.815238 -0.0175863
12.862 0.3 -0.012 0.52 0.0132198 0.0255509 0.697032 0.15 -0.012 0.65 0.149435 0.0294342 -1.37098 0.047599 -2.17103 0.0580106 0.815276 -0.0175829
12.863 0.3 -0.012 0.52 0.0132056 0.0255802 0.696967 0.15 -0.012 0.65 0.149435 0.0294795 -1.37116 0.0476583 -2.17126 0.0580849 0.815314 -0.0175795
12.864 0.3 -0.012 0.52 0.0131915 0.0256095 0.696903 0.15 -0.012 0.65 0.149435 0.0295247 -1.37134 0.0477176 -2.17148 0.0581592 0.815352 -0.0175762
12.865 0.3 -0.012 0.52 0.0131774 0.0256388 0.696838 0.15 -0.012 0.65 0.149435 0.0295701 -1.37152 0.047777 -2.17171 0.0582336 0.815389 -0.0175728
12.866 0.3 -0.012 0.52 0.0131632 0.0256681 0.696774 0.15 -0.012 0.65 0.149435 0.0296154 -1.3717 0.0478365 -2.17193 0.0583081 0.815428 -0.0175694
12.867 0.3 -0.012 0.52 0.0131491 0.0256974 0.696709 0.15 -0.012 0.65 0.149436 0.0296609 -1.37187 0.0478959 -2.17216 0.0583826 0.815466 -0.0175661
12.868 0.3 -0.012 0.52 0.0131351 0.0257268 0.696644 0.15 -0.012 0.65 0.149436 0.0297063 -1.37205 0.0479555 -2.17238 0.0584571 0.815504 -0.0175627
12.869 0.3 -0.012 0.52 0.013121 0.0257561 0.696579 0.15 -0.012 0.65 0.149436 0.0297518 -1.37223 0.048015 -2.17261 0.0585317 0.815542 -0.0175593
12.87 0.3 -0.012 0.52 0.0131069 0.0257855 0.696514 0.15 -0.012 0.65 0.149436 0.0297974 -1.37241 0.0480746 -2.17283 0.0586064 0.815581 -0.0175559
12.871 0.3 -0.012 0.52 0.0130929 0.0258149 0.696449 0.15 -0.012 0.65 0.149436 0.029843 -1.37259 0.0481343 -2.17306 0.0586811 0.815619 -0.0175525
12.872 0.3 -0.012 0.52 0.0130788 0.0258443 0.696384 0.15 -0.012 0.65 0.149436 0.0298887 -1.37277 0.0481939 -2.17328 0.0587559 0.815658 -0.0175491
12.873 0.3 -0.012 0.52 0.0130648 0.0258737 0.696319 0.15 -0.012 0.65 0.149436 0.0299344 -1.37295 0.0482537 -2.17351 0.0588307 0.815697 -0.0175457
12.874 0.3 -0.012 0.52 0.0130508 0.0259031 0.696254 0.15 -0.012 0.65 0.149436 0.0299802 -1.37313 0.0483134 -2.17374 0.0589055 0.815735 -0.0175423
12.875 0.3 -0.012 0.52 0.0130368 0.0259325 0.696188 0.15 -0.012 0.65 0.149436 0.030026 -1.37331 0.0483732 -2.17396 0.0589804 0.815774 -0.0175389
12.876 0.3 -0.012 0.52 0.0130228 0.0259619 0.696123 0.15 -0.012 0.65 0.149436 0.0300719 -1.37349 0.0484331 -2.17419 0.0590554 0.815813 -0.0175355
12.877 0.3 -0.012 0.52 0.0130089 0.0259914 0.696057 0.15 -0.012 0.65 0.149436 0.0301178 -1.37367 0.048493 -2.17442 0.0591304 0.815852 -0.017532
12.878 0.3 -0.012 0.52 0.0129949 0.0260208 0.695992 0.15 -0.012 0.65 0.149436 0.0301637 -1.37385 0.0485529 -2.17465 0.0592054 0.815892 -0.0175286
12.879 0.3 -0.012 0.52 0.012981 0.0260503 0.695926 0.15 -0.012 0.65 0.149436 0.0302097 -1.37403 0.0486129 -2.17488 0.0592805 0.815931 -0.0175252
12.88 0.3 -0.012 0.52 0.0129671 0.0260798 0.69586 0.15 -0.012 0.65 0.149436 0.0302558 -1.37421 0.0486729 -2.1751 0.0593557 0.81597 -0.0175218
12.881 0.3 -0.012 0.52 0.0129531 0.0261093 0.695794 0.15 -0.012 0.65 0.149436 0.0303019 -1.3744 0.048733 -2.17533 0.0594309 0.81601 -0.0175183
12.882 0.3 -0.012 0.52 0.0129392 0.0261388 0.695728 0.15 -0.012 0.65 0.149437 0.0303481 -1.37458 0.0487931 -2.17556 0.0595062 0.816049 -0.0175149
12.883 0.3 -0.012 0.52 0.0129254 0.0261683 0.695662 0.15 -0.012 0.65 0.149437 0.0303943 -1.37476 0.0488532 -2.17579 0.0595815 0.816089 -0.0175114
12.884 0.3 -0.012 0.52 0.0129115 0.0261978 0.695596 0.15 -0.012 0.65 0.149437 0.0304406 -1.37494 0.0489134 -2.17602 0.0596568 0.816129 -0.017508
12.885 0.3 -0.012 0.52 0.0128976 0.0262273 0.69553 0.15 -0.012 0.65 0.149437 0.0304869 -1.37512 0.0489736 -2.17625 0.0597322 0.816169 -0.0175045
12.886 0.3 -0.012 0.52 0.0128838 0.0262569 0.695463 0.15 -0.012 0.65 0.149437 0.0305332 -1.3753 0.0490339 -2.17648 0.0598077 0.816209 -0.0175011
12.887 0.3 -0.012 0.52 0.01287 0.0262864 0.695397 0.15 -0.012 0.65 0.149437 0.0305797 -1.37549 0.0490942 -2.17671 0.0598832 0.816249 -0.0174976
12.888 0.3 -0.012 0.52 0.0128562 0.026316 0.695331 0.15 -0.012 0.65 0.149437 0.0306261 -1.37567 0.0491545 -2.17694 0.0599587 0.816289 -0.0174941
12.889 0.3 -0.012 0.52 0.0128424 0.0263456 0.695264 0.15 -0.012 0.65 0.149437 0.0306726 -1.37585 0.0492149 -2.17717 0.0600343 0.816329 -0.0174907
12.89 0.3 -0.012 0.52 0.0128286 0.0263752 0.695197 0.15 -0.012 0.65 0.149437 0.0307192 -1.37603 0.0492754 -2.17741 0.06011 0.816369 -0.0174872
12.891 0.3 -0.012 0.52 0.0128148 0.0264048 0.695131 0.15 -0.012 0.65 0.149437 0.0307658 -1.37622 0.0493358 -2.17764 0.0601857 0.81641 -0.0174837
12.892 0.3 -0.012 0.52 0.0128011 0.0264344 0.695064 0.15 -0.012 0.65 0.149437 0.0308125 -1.3764 0.0493963 -2.17787 0.0602614 0.81645 -0.0174802
12.893 0.3 -0.012 0.52 0.0127873 0.026464 0.694997 0.15 -0.012 0.65 0.149437 0.0308592 -1.37658 0.0494569 -2.1781 0.0603373 0.816491 -0.0174767
12.894 0.3 -0.012 0.52 0.0127736 0.0264936 0.69493 0.15 -0.012 0.65 0.149437 0.0309059 -1.37677 0.0495175 -2.17833 0.0604131 0.816532 -0.0174732
12.895 0.3 -0.012 0.52 0.0127599 0.0265233 0.694863 0.15 -0.012 0.65 0.149437 0.0309528 -1.37695 0.0495781 -2.17857 0.060489 0.816572 -0.0174697
12.896 0.3 -0.012 0.52 0.0127462 0.026553 0.694796 0.15 -0.012 0.65 0.149438 0.0309996 -1.37713 0.0496388 -2.1788 0.060565 0.816613 -0.0174662
12.897 0.3 -0.012 0.52 0.0127325 0.0265826 0.694728 0.15 -0.012 0.65 0.149438 0.0310465 -1.37732 0.0496995 -2.17903 0.060641 0.816654 -0.0174627
12.898 0.3 -0.012 0.52 0.0127189 0.0266123 0.694661 0.15 -0.012 0.65 0.149438 0.0310935 -1.3775 0.0497603 -2.17927 0.060717 0.816696 -0.0174592
12.899 0.3 -0.012 0.52 0.0127052 0.026642 0.694594 0.15 -0.012 0.65 0.149438 0.0311405 -1.37769 0.0498211 -2.1795 0.0607931 0.816737 -0.0174557
12.9 0.3 -0.012 0.52 0.0126916 0.0266717 0.694526 0.15 -0.012 0.65 0.149438 0.0311876 -1.37787 0.049882 -2.17973 0.0608693 0.816778 -0.0174522
12.901 0.3 -0.012 0.52 0.012678 0.0267014 0.694459 0.15 -0.012 0.65 0.149438 0.0312347 -1.37806 0.0499429 -2.17997 0.0609455 0.816819 -0.0174486
12.902 0.3 -0.012 0.52 0.0126644 0.0267311 0.694391 0.15 -0.012 0.65 0.149438 0.0312819 -1.37824 0.0500038 -2.1802 0.0610217 0.816861 -0.0174451
12.903 0.3 -0.012 0.52 0.0126508 0.0267608 0.694323 0.15 -0.012 0.65 0.149438 0.0313291 -1.37843 0.0500648 -2.18044 0.061098 0.816903 -0.0174416
12.904 0.3 -0.012 0.52 0.0126373 0.0267906 0.694255 0.15 -0.012 0.65 0.149438 0.0313763 -1.37861 0.0501258 -2.18067 0.0611744 0.816944 -0.017438
12.905 0.3 -0.012 0.52 0.0126237 0.0268203 0.694187 0.15 -0.012 0.65 0.149438 0.0314237 -1.3788 0.0501868 -2.18091 0.0612508 0.816986 -0.0174345
12.906 0.3 -0.012 0.52 0.0126102 0.0268501 0.694119 0.15 -0.012 0.65 0.149438 0.031471 -1.37898 0.0502479 -2.18115 0.0613272 0.817028 -0.0174309
12.907 0.3 -0.012 0.52 0.0125967 0.0268799 0.694051 0.15 -0.012 0.65 0.149438 0.0315184 -1.37917 0.0503091 -2.18138 0.0614037 0.81707 -0.0174274
12.908 0.3 -0.012 0.52 0.0125832 0.0269097 0.693983 0.15 -0.012 0.65 0.149438 0.0315659 -1.37935 0.0503702 -2.18162 0.0614802 0.817112 -0.0174238
12.909 0.3 -0.012 0.52 0.0125697 0.0269395 0.693915 0.15 -0.012 0.65 0.149439 0.0316134 -1.37954 0.0504315 -2.18186 0.0615568 0.817154 -0.0174203
12.91 0.3 -0.012 0.52 0.0125562 0.0269693 0.693846 0.15 -0.012 0.65 0.149439 0.031661 -1.37973 0.0504927 -2.18209 0.0616335 0.817197 -0.0174167
12.911 0.3 -0.012 0.52 0.0125428 0.0269991 0.693778 0.15 -0.012 0.65 0.149439 0.0317086 -1.37991 0.050554 -2.18233 0.0617102 0.817239 -0.0174131
12.912 0.3 -0.012 0.52 0.0125293 0.0270289 0.693709 0.15 -0.012 0.65 0.149439 0.0317563 -1.3801 0.0506154 -2.18257 0.0617869 0.817282 -0.0174096
12.913 0.3 -0.012 0.52 0.0125159 0.0270587 0.693641 0.15 -0.012 0.65 0.149439 0.031804 -1.38029 0.0506768 -2.18281 0.0618637 0.817324 -0.017406
12.914 0.3 -0.012 0.52 0.0125025 0.0270886 0.693572 0.15 -0.012 0.65 0.149439 0.0318518 -1.38047 0.0507382 -2.18305 0.0619405 0.817367 -0.0174024
12.915 0.3 -0.012 0.52 0.0124891 0.0271185 0.693503 0.15 -0.012 0.65 0.149439 0.0318996 -1.38066 0.0507997 -2.18328 0.0620174 0.81741 -0.0173988
12.916 0.3 -0.012 0.52 0.0124758 0.0271483 0.693434 0.15 -0.012 0.65 0.149439 0.0319475 -1.38085 0.0508612 -2.18352 0.0620944 0.817453 -0.0173952
12.917 0.3 -0.012 0.52 0.0124624 0.0271782 0.693365 0.15 -0.012 0.65 0.149439 0.0319954 -1.38104 0.0509227 -2.18376 0.0621714 0.817496 -0.0173916
12.918 0.3 -0.012 0.52 0.0124491 0.0272081 0.693296 0.15 -0.012 0.65 0.149439 0.0320434 -1.38122 0.0509843 -2.184 0.0622484 0.817539 -0.017388
12.919 0.3 -0.012 0.52 0.0124358 0.027238 0.693227 0.15 -0.012 0.65 0.149439 0.0320914 -1.38141 0.0510459 -2.18424 0.0623255 0.817582 -0.0173844
12.92 0.3 -0.012 0.52 0.0124225 0.0272679 0.693158 0.15 -0.012 0.65 0.149439 0.0321395 -1.3816 0.0511076 -2.18448 0.0624026 0.817625 -0.0173808
12.921 0.3 -0.012 0.52 0.0124092 0.0272978 0.693088 0.15 -0.012 0.65 0.149439 0.0321877 -1.38179 0.0511693 -2.18472 0.0624798 0.817669 -0.0173772
12.922 0.3 -0.012 0.52 0.012396 0.0273277 0.693019 0.15 -0.012 0.65 0.149439 0.0322358 -1.38198 0.0512311 -2.18496 0.062557 0.817712 -0.0173736
12.923 0.3 -0.012 0.52 0.0123827 0.0273577 0.692949 0.15 -0.012 0.65 0.14944 0.0322841 -1.38216 0.0512929 -2.1852 0.0626343 0.817756 -0.0173699
12.924 0.3 -0.012 0.52 0.0123695 0.0273876 0.69288 0.15 -0.012 0.65 0.14944 0.0323324 -1.38235 0.0513547 -2.18545 0.0627116 0.8178 -0.0173663
12.925 0.3 -0.012 0.52 0.0123563 0.0274176 0.69281 0.15 -0.012 0.65 0.14944 0.0323807 -1.38254 0.0514166 -2.18569 0.062789 0.817844 -0.0173627
12.926 0.3 -0.012 0.52 0.0123431 0.0274475 0.69274 0.15 -0.012 0.65 0.14944 0.0324291 -1.38273 0.0514785 -2.18593 0.0628664 0.817888 -0.017359
12.927 0.3 -0.012 0.52 0.0123299 0.0274775 0.69267 0.15 -0.012 0.65 0.14944 0.0324775 -1.38292 0.0515405 -2.18617 0.0629439 0.817932 -0.0173554
12.928 0.3 -0.012 0.52 0.0123168 0.0275075 0.6926 0.15 -0.012 0.65 0.14944 0.032526 -1.38311 0.0516025 -2.18641 0.0630214 0.817976 -0.0173518
12.929 0.3 -0.012 0.52 0.0123036 0.0275375 0.69253 0.15 -0.012 0.65 0.14944 0.0325746 -1.3833 0.0516646 -2.18666 0.063099 0.81802 -0.0173481
12.93 0.3 -0.012 0.52 0.0122905 0.0275675 0.69246 0.15 -0.012 0.65 0.14944 0.0326232 -1.38349 0.0517266 -2.1869 0.0631766 0.818065 -0.0173445
12.931 0.3 -0.012 0.52 0.0122774 0.0275975 0.69239 0.15 -0.012 0.65 0.14944 0.0326718 -1.38368 0.0517888 -2.18714 0.0632543 0.818109 -0.0173408
12.932 0.3 -0.012 0.52 0.0122643 0.0276276 0.692319 0.15 -0.012 0.65 0.14944 0.0327205 -1.38387 0.0518509 -2.18739 0.063332 0.818154 -0.0173371
12.933 0.3 -0.012 0.52 0.0122513 0.0276576 0.692249 0.15 -0.012 0.65 0.14944 0.0327692 -1.38406 0.0519132 -2.18763 0.0634098 0.818198 -0.0173335
12.934 0.3 -0.012 0.52 0.0122382 0.0276876 0.692178 0.15 -0.012 0.65 0.14944 0.032818 -1.38425 0.0519754 -2.18788 0.0634876 0.818243 -0.0173298
12.935 0.3 -0.012 0.52 0.0122252 0.0277177 0.692108 0.15 -0.012 0.65 0.14944 0.0328669 -1.38444 0.0520377 -2.18812 0.0635654 0.818288 -0.0173261
12.936 0.3 -0.012 0.52 0.0122122 0.0277478 0.692037 0.15 -0.012 0.65 0.149441 0.0329158 -1.38463 0.0521 -2.18836 0.0636433 0.818333 -0.0173224
12.937 0.3 -0.012 0.52 0.0121992 0.0277778 0.691966 0.15 -0.012 0.65 0.149441 0.0329648 -1.38482 0.0521624 -2.18861 0.0637213 0.818378 -0.0173187
12.938 0.3 -0.012 0.52 0.0121863 0.0278079 0.691896 0.15 -0.012 0.65 0.149441 0.0330138 -1.38501 0.0522248 -2.18886 0.0637993 0.818423 -0.0173151
12.939 0.3 -0.012 0.52 0.0121733 0.027838 0.691825 0.15 -0.012 0.65 0.149441 0.0330628 -1.38521 0.0522873 -2.1891 0.0638773 0.818469 -0.0173114
12.94 0.3 -0.012 0.52 0.0121604 0.0278681 0.691753 0.15 -0.012 0.65 0.149441 0.0331119 -1.3854 0.0523498 -2.18935 0.0639554 0.818514 -0.0173077
12.941 0.3 -0.012 0.52 0.0121475 0.0278982 0.691682 0.15 -0.012 0.65 0.149441 0.0331611 -1.38559 0.0524123 -2.18959 0.0640336 0.81856 -0.017304
12.942 0.3 -0.012 0.52 0.0121346 0.0279284 0.691611 0.15 -0.012 0.65 0.149441 0.0332103 -1.38578 0.0524749 -2.18984 0.0641118 0.818605 -0.0173002
12.943 0.3 -0.012 0.52 0.0121218 0.0279585 0.69154 0.15 -0.012 0.65 0.149441 0.0332596 -1.38597 0.0525375 -2.19009 0.06419 0.818651 -0.0172965
12.944 0.3 -0.012 0.52 0.0121089 0.0279886 0.691468 0.15 -0.012 0.65 0.149441 0.0333089 -1.38617 0.0526002 -2.19034 0.0642683 0.818697 -0.0172928
12.945 0.3 -0.012 0.52 0.0120961 0.0280188 0.691397 0.15 -0.012 0.65 0.149441 0.0333583 -1.38636 0.0526629 -2.19058 0.0643466 0.818743 -0.0172891
12.946 0.3 -0.012 0.52 0.0120833 0.0280489 0.691325 0.15 -0.012 0.65 0.149441 0.0334077 -1.38655 0.0527256 -2.19083 0.064425 0.818789 -0.0172854
12.947 0.3 -0.012 0.52 0.0120705 0.0280791 0.691254 0.15 -0.012 0.65 0.149441 0.0334572 -1.38674 0.0527884 -2.19108 0.0645035 0.818835 -0.0172816
12.948 0.3 -0.012 0.52 0.0120577 0.0281093 0.691182 0.15 -0.012 0.65 0.149442 0.0335067 -1.38694 0.0528513 -2.19133 0.0645819 0.818882 -0.0172779
12.949 0.3 -0.012 0.52 0.012045 0.0281395 0.69111 0.15 -0.012 0.65 0.149442 0.0335563 -1.38713 0.0529141 -2.19158 0.0646605 0.818928 -0.0172742
12.95 0.3 -0.012 0.52 0.0120323 0.0281697 0.691038 0.15 -0.012 0.65 0.149442 0.0336059 -1.38732 0.052977 -2.19183 0.064739 0.818975 -0.0172704
12.951 0.3 -0.012 0.52 0.0120195 0.0281999 0.690966 0.15 -0.012 0.65 0.149442 0.0336556 -1.38752 0.05304 -2.19208 0.0648177 0.819021 -0.0172667
12.952 0.3 -0.012 0.52 0.0120069 0.0282301 0.690894 0.15 -0.012 0.65 0.149442 0.0337053 -1.38771 0.053103 -2.19233 0.0648963 0.819068 -0.0172629
12.953 0.3 -0.012 0.52 0.0119942 0.0282603 0.690821 0.15 -0.012 0.65 0.149442 0.0337551 -1.3879 0.053166 -2.19258 0.0649751 0.819115 -0.0172592
12.954 0.3 -0.012 0.52 0.0119816 0.0282905 0.690749 0.15 -0.012 0.65 0.149442 0.0338049 -1.3881 0.0532291 -2.19283 0.0650538 0.819162 -0.0172554
12.955 0.3 -0.012 0.52 0.0119689 0.0283208 0.690677 0.15 -0.012 0.65 0.149442 0.0338548 -1.38829 0.0532922 -2.19308 0.0651326 0.819209 -0.0172516
12.956 0.3 -0.012 0.52 0.0119563 0.028351 0.690604 0.15 -0.012 0.65 0.149442 0.0339048 -1.38849 0.0533553 -2.19333 0.0652115 0.819256 -0.0172479
12.957 0.3 -0.012 0.52 0.0119438 0.0283813 0.690532 0.15 -0.012 0.65 0.149442 0.0339548 -1.38868 0.0534185 -2.19358 0.0652904 0.819304 -0.0172441
12.958 0.3 -0.012 0.52 0.0119312 0.0284115 0.690459 0.15 -0.012 0.65 0.149442 0.0340048 -1.38888 0.0534818 -2.19383 0.0653693 0.819351 -0.0172403
12.959 0.3 -0.012 0.52 0.0119187 0.0284418 0.690386 0.15 -0.012 0.65 0.149442 0.0340549 -1.38907 0.053545 -2.19408 0.0654483 0.819398 -0.0172365
12.96 0.3 -0.012 0.52 0.0119061 0.0284721 0.690313 0.15 -0.012 0.65 0.149442 0.034105 -1.38927 0.0536083 -2.19434 0.0655274 0.819446 -0.0172327
12.961 0.3 -0.012 0.52 0.0118937 0.0285024 0.69024 0.15 -0.012 0.65 0.149443 0.0341553 -1.38946 0.0536717 -2.19459 0.0656065 0.819494 -0.0172289
12.962 0.3 -0.012 0.52 0.0118812 0.0285327 0.690167 0.15 -0.012 0.65 0.149443 0.0342055 -1.38966 0.0537351 -2.19484 0.0656856 0.819542 -0.0172251
12.963 0.3 -0.012 0.52 0.0118687 0.028563 0.690094 0.15 -0.012 0.65 0.149443 0.0342558 -1.38985 0.0537985 -2.19509 0.0657648 0.81959 -0.0172213
12.964 0.3 -0.012 0.52 0.0118563 0.0285933 0.690021 0.15 -0.012 0.65 0.149443 0.0343062 -1.39005 0.053862 -2.19535 0.065844 0.819638 -0.0172175
12.965 0.3 -0.012 0.52 0.0118439 0.0286236 0.689947 0.15 -0.012 0.65 0.149443 0.0343566 -1.39024 0.0539255 -2.1956 0.0659233 0.819686 -0.0172137
12.966 0.3 -0.012 0.52 0.0118315 0.028654 0.689874 0.15 -0.012 0.65 0.149443 0.0344071 -1.39044 0.0539891 -2.19586 0.0660026 0.819734 -0.0172099
12.967 0.3 -0.012 0.52 0.0118192 0.0286843 0.6898 0.15 -0.012 0.65 0.149443 0.0344576 -1.39064 0.0540527 -2.19611 0.066082 0.819783 -0.0172061
12.968 0.3 -0.012 0.52 0.0118068 0.0287146 0.689727 0.15 -0.012 0.65 0.149443 0.0345081 -1.39083 0.0541163 -2.19636 0.0661614 0.819831 -0.0172022
12.969 0.3 -0.012 0.52 0.0117945 0.028745 0.689653 0.15 -0.012 0.65 0.149443 0.0345588 -1.39103 0.05418 -2.19662 0.0662409 0.81988 -0.0171984
12.97 0.3 -0.012 0.52 0.0117822 0.0287754 0.689579 0.15 -0.012 0.65 0.149443 0.0346094 -1.39123 0.0542437 -2.19688 0.0663204 0.819929 -0.0171946
