step,joint2_commanded(applied),joint2_external,joint2_external_g,joint2_acc,joint4_commanded(applied),joint4_external,joint4_external_g,joint4_acc,joint6_commanded(applied),joint6_external,joint6_external_g,joint6_acc,contact_force_x,contact_force_y,contact_force_z,contact_force_magnitude,fs_force_x_raw,fs_force_y_raw,fs_force_z_raw,fs_torque_x_raw,fs_torque_y_raw,fs_torque_z_raw,link_data[joint2_force_x_raw],link_data[joint2_force_y_raw],link_data[joint2_force_z_raw],link_data[joint2_torque_x_raw],link_data[joint2_torque_y_raw],link_data[joint2_torque_z_raw],osc_torque_j1,osc_torque_j2,osc_torque_j3,osc_torque_j4,osc_torque_j5,osc_torque_j6,osc_torque_j7,joint_pos_j1,joint_vel_j1,joint_pos_j2,joint_vel_j2,joint_pos_j3,joint_vel_j3,joint_pos_j4,joint_vel_j4,joint_pos_j5,joint_vel_j5,joint_pos_j6,joint_vel_j6,joint_pos_j7,joint_vel_j7
435,4.250296592712402,-4.366420269012451,-40.95637130737305,0.0,-1.6017097234725952,1.5089818239212036,22.513132095336914,0.0,-1.1434791088104248,1.1105374097824097,2.778885841369629,0.0,7.302597999572754,-0.006595267448574305,-7.305941581726074,10.32979965209961,-0.37672072649002075,-0.5327017903327942,10.332545280456543,0.1647263467311859,-0.008051461540162563,-0.002327993279322982,6.47688102722168,1.632502794265747,-7.432674884796143,2.1646029949188232,4.235988140106201,2.9419281482696533,2.8973429203033447,4.225522041320801,3.4984264373779297,-1.5721192359924316,0.0008181605953723192,-1.1402697563171387,-0.0013563255779445171,-0.03321368619799614,0.15391220152378082,0.3662582039833069,0.02965584397315979,-0.4259781837463379,-0.17884784936904907,-1.9436532258987427,0.007876756601035595,1.3735352754592896,0.06550110131502151,2.7227916717529297,-0.049433015286922455,-0.77754145860672,-0.019406050443649292
440,4.2493791580200195,-4.1560468673706055,-40.66636657714844,0.0,-1.591539740562439,1.5991812944412231,22.59425926208496,0.0,-1.156101107597351,1.1634972095489502,2.830928087234497,0.0,6.79701042175293,-0.011330299079418182,-6.800718307495117,9.6150541305542,-0.6202346682548523,-1.4381183385849,9.6300048828125,0.15691618621349335,0.005999224726110697,-0.0009488117066211998,6.569642066955566,1.1127554178237915,-7.386240482330322,2.256704807281494,4.2353668212890625,2.695878505706787,2.643754482269287,4.265821933746338,3.3073055744171143,-1.60503351688385,0.02245636284351349,-1.1609660387039185,-0.0005025260616093874,-0.026222465559840202,0.12619352340698242,0.36731863021850586,0.022642802447080612,-0.4336984157562256,-0.1375339776277542,-1.943621039390564,0.003021322889253497,1.3764210939407349,0.044059280306100845,2.7208573818206787,-0.019478002563118935,-0.7783613801002502,-0.007293867878615856
445,4.205263137817383,-4.347358226776123,-40.79216766357422,0.0,-1.566167950630188,1.5074514150619507,22.496051788330078,0.0,-1.1322253942489624,1.0901540517807007,2.756666660308838,0.0,7.2964091300964355,-0.0058316937647759914,-7.299473285675049,10.320849418640137,-0.39930880069732666,-0.3901081085205078,10.330942153930664,0.1631002128124237,-0.007146572228521109,0.0021093382965773344,6.513945579528809,1.4662277698516846,-7.396113395690918,2.2069194316864014,4.193207740783691,2.8977484703063965,2.8955917358398438,4.201986312866211,3.5127718448638916,-1.5569859743118286,-0.00021247577387839556,-1.1323306560516357,-0.0005171953234821558,-0.020305374637246132,0.10687562078237534,0.36847734451293945,0.02034076489508152,-0.4407503008842468,-0.12249627709388733,-1.9432909488677979,0.004247496835887432,1.3786143064498901,0.04845624789595604,2.718369245529175,-0.03279920294880867,-0.7788007855415344,-0.019272182136774063
450,4.230625629425049,-4.238991737365723,-40.62800979614258,0.0,-1.5805050134658813,1.6153130531311035,22.59712028503418,0.0,-1.1494979858398438,1.1757491827011108,2.8418314456939697,0.0,6.987682819366455,-0.013443953357636929,-6.992093086242676,9.885204315185547,-0.5996289849281311,-1.5009962320327759,9.868356704711914,0.1333777904510498,0.00010637912782840431,-0.001985881943255663,6.5921125411987305,0.9624046683311462,-7.396819591522217,2.3116981983184814,4.220829486846924,2.6474599838256836,2.5952582359313965,4.235933780670166,3.2748851776123047,-1.58820378780365,0.024337325245141983,-1.1528054475784302,-0.001085967756807804,-0.01558308769017458,0.08336082845926285,0.36915209889411926,0.01562526635825634,-0.4458252489566803,-0.09013539552688599,-1.9433624744415283,0.0020582417491823435,1.3805689811706543,0.025529494509100914,2.717292547225952,-0.006466314662247896,-0.7793188095092773,-0.000726189638953656
455,4.213701248168945,-4.311763763427734,-40.65809631347656,0.0,-1.5574625730514526,1.5168626308441162,22.494400024414062,0.0,-1.1382956504821777,1.118179202079773,2.783743381500244,0.0,7.252932548522949,-0.008295159786939621,-7.256783962249756,10.259922981262207,-0.40629667043685913,-0.6852841973304749,10.2608642578125,0.1535656899213791,-0.013139091432094574,0.0004956286866217852,6.606170177459717,1.1665725708007812,-7.418032169342041,2.2793636322021484,4.205142498016357,2.7743709087371826,2.777217149734497,4.188509941101074,3.4198129177093506,-1.5387238264083862,0.00466271722689271,-1.1346162557601929,-0.0006519418093375862,-0.011757442727684975,0.06601026654243469,0.36995193362236023,0.01614275947213173,-0.45042896270751953,-0.07774879038333893,-1.9431158304214478,0.005607943050563335,1.3819533586502075,0.032760072499513626,2.715637683868408,-0.016347667202353477,-0.7796528935432434,-0.014228429645299911
460,4.208389759063721,-4.223297119140625,-40.53475570678711,0.0,-1.5579439401626587,1.5763827562332153,22.549663543701172,0.0,-1.1414400339126587,1.1469018459320068,2.8120222091674805,0.0,7.017740249633789,-0.011618571355938911,-7.0216569900512695,9.927360534667969,-0.5660182237625122,-1.2203184366226196,9.92582893371582,0.13961167633533478,0.0031388672068715096,-0.0012958834413439035,6.617947101593018,0.9854838252067566,-7.393975257873535,2.311650514602661,4.20115327835083,2.6713356971740723,2.659712553024292,4.2175092697143555,3.3303885459899902,-1.5666640996932983,0.018793588504195213,-1.143972635269165,-0.001006132923066616,-0.008841462433338165,0.04868560656905174,0.3703930974006653,0.009763051755726337,-0.45360174775123596,-0.05101317539811134,-1.943143606185913,0.0011720911134034395,1.3832197189331055,0.01502651534974575,2.714885711669922,0.0011109093902632594,-0.7800279259681702,-0.00036410579923540354
465,4.166319370269775,-4.036268711090088,-40.32276153564453,0.0,-1.4443745613098145,1.4679317474365234,22.438682556152344,0.0,-1.0101120471954346,1.0427628755569458,2.707845687866211,0.0,6.741450309753418,-0.012810180895030499,-6.746710777282715,9.537579536437988,-0.46644702553749084,-0.8156598210334778,9.551836013793945,0.0888276994228363,-0.013765368610620499,-0.001878082286566496,6.7256388664245605,-0.8332456946372986,-7.290594100952148,2.3882193565368652,4.162364482879639,1.6911017894744873,2.8540947437286377,4.233753204345703,3.4981675148010254,-1.5734604597091675,0.010539842769503593,-1.1375235319137573,-0.000787152152042836,-0.006640202831476927,0.0372631810605526,0.3708292841911316,0.01446850597858429,-0.45618489384651184,-0.05241437628865242,-1.9430382251739502,0.009327319450676441,1.3839179277420044,0.012587820179760456,2.714031934738159,-0.01972164213657379,-0.7801258563995361,-0.004374239128082991
470,4.187742233276367,-4.279968738555908,-40.5478515625,0.0,-1.5285111665725708,1.5526715517044067,22.5212345123291,0.0,-1.1340949535369873,1.1353329420089722,2.7997474670410156,0.0,7.171316146850586,-0.00819722842425108,-7.174140453338623,10.143773078918457,-0.5152298212051392,-0.7808406352996826,10.12594985961914,0.16305403411388397,0.006208626553416252,-0.0007306230836547911,6.661032676696777,1.1527293920516968,-7.380082130432129,2.2769052982330322,4.182228088378906,2.7675859928131104,2.6800644397735596,4.195597171783447,3.3411219120025635,-1.5378289222717285,0.011385933496057987,-1.1375359296798706,-0.000868522678501904,-0.005058890674263239,0.023725036531686783,0.37114575505256653,0.004382152575999498,-0.458050400018692,-0.021765222772955894,-1.942966103553772,-0.00043597648618742824,1.3847566843032837,0.011913299560546875,2.7133946418762207,0.010695308446884155,-0.7804868817329407,-0.003917253576219082
475,4.222257614135742,-4.2223944664001465,-40.477149963378906,0.0,-1.5698177814483643,1.577147364616394,22.54409408569336,0.0,-1.143215537071228,1.1558667421340942,2.8206427097320557,0.0,7.035358428955078,-0.014583687297999859,-7.040824890136719,9.953376770019531,-0.5288412570953369,-1.5203691720962524,9.949064254760742,0.1099158227443695,-0.01489205937832594,-0.001968906493857503,6.648266315460205,0.9261709451675415,-7.419732093811035,2.3441576957702637,4.219761371612549,2.633568286895752,2.414243459701538,4.209603309631348,3.1058266162872314,-1.5359350442886353,0.02470477484166622,-1.1088173389434814,-0.0011890310561284423,-0.004016384482383728,0.014733834192156792,0.3712405860424042,0.005938385613262653,-0.459063857793808,-0.017199259251356125,-1.943054437637329,0.0032695247791707516,1.385000467300415,0.0009162258938886225,2.713322877883911,0.006462245248258114,-0.7804038524627686,0.0037810984067618847
480,4.20515251159668,-4.240403652191162,-40.48823547363281,0.0,-1.5437618494033813,1.5245025157928467,22.490842819213867,0.0,-1.135231375694275,1.1269885301589966,2.7915101051330566,0.0,7.130417823791504,-0.010081528685986996,-7.134676933288574,10.086950302124023,-0.4553862512111664,-0.9427961111068726,10.087507247924805,0.14326322078704834,-0.010213921777904034,-0.0009107018122449517,6.6713361740112305,1.1498069763183594,-7.410392761230469,2.291985034942627,4.2021098136901855,2.754379987716675,2.7519822120666504,4.199806213378906,3.3996329307556152,-1.5360677242279053,0.00898289680480957,-1.1349067687988281,-0.0011913565685972571,-0.0033543314784765244,0.007267685141414404,0.37144291400909424,0.004903765395283699,-0.45997190475463867,-0.00922673661261797,-1.9429417848587036,0.0032299384474754333,1.3852779865264893,0.006447447929531336,2.7128663063049316,0.006132837384939194,-0.7804718017578125,-0.003568911924958229
485,4.209997653961182,-4.211157321929932,-40.45461654663086,0.0,-1.5470170974731445,1.5535539388656616,22.519275665283203,0.0,-1.137473464012146,1.1406006813049316,2.805037021636963,0.0,7.039161205291748,-0.011223744601011276,-7.0433244705200195,9.957828521728516,-0.5270271897315979,-1.1432347297668457,9.956214904785156,0.14049610495567322,-0.0029826988466084003,-0.0011265682987868786,6.680880546569824,1.0862846374511719,-7.410221099853516,2.301898717880249,4.207543849945068,2.7131900787353516,2.6979117393493652,4.215480327606201,3.3560564517974854,-1.5500749349594116,0.015787720680236816,-1.1392747163772583,-0.001055906992405653,-0.0030340012162923813,0.0008690662798471749,0.371459424495697,0.0021753418259322643,-0.46026700735092163,0.0014501262921839952,-1.9429848194122314,0.001226714113727212,1.3854566812515259,-0.001046553486958146,2.712859869003296,0.014046640135347843,-0.7805519700050354,0.0016698476392775774
490,4.2173590660095215,-4.128400802612305,-40.37138366699219,0.0,-1.553967833518982,1.5249353647232056,22.49061393737793,0.0,-1.1357821226119995,1.1448873281478882,2.8094658851623535,0.0,6.90531063079834,-0.01127645093947649,-6.909998893737793,9.768905639648438,-0.4908791780471802,-1.2571210861206055,9.771797180175781,0.1463962197303772,-0.013268976472318172,-0.0014649295480921865,6.692095756530762,1.21909761428833,-7.407321929931641,2.281001329421997,4.213707447052002,2.7643039226531982,2.704050302505493,4.222795009613037,3.3604302406311035,-1.5473592281341553,0.014109637588262558,-1.141313910484314,-0.0011966703459620476,-0.0029657830018550158,-0.0038644098676741123,0.37147217988967896,0.003506613662466407,-0.4603320360183716,0.0040252599865198135,-1.9429818391799927,0.0034339020494371653,1.3854089975357056,5.455297650769353e-05,2.712855100631714,0.012982777319848537,-0.7804759740829468,-0.00021127925720065832
495,4.218085765838623,-4.250668525695801,-40.49516296386719,0.0,-1.546805739402771,1.5493087768554688,22.51520347595215,0.0,-1.1388161182403564,1.1357508897781372,2.8002285957336426,0.0,7.125179290771484,-0.011047187261283398,-7.129495620727539,10.079584121704102,-0.49932336807250977,-1.0573508739471436,10.077942848205566,0.137126624584198,-0.005484533961862326,-0.0008106243913061917,6.698802947998047,1.1119295358657837,-7.428836345672607,2.2999205589294434,4.217528343200684,2.7268869876861572,2.7339224815368652,4.214733123779297,3.3815553188323975,-1.5475246906280518,0.013554934412240982,-1.1369847059249878,-0.0009897442068904638,-0.0030687658581882715,-0.006324830465018749,0.37148016691207886,0.0021426482126116753,-0.4602583348751068,0.007137666922062635,-1.9429538249969482,0.0025947773829102516,1.3854137659072876,-0.0022841778118163347,2.7128283977508545,0.012626908719539642,-0.7805233001708984,0.0003739374515134841
505,-27.402254104614258,24.711181640625,13.456722259521484,0.0,87.0,-92.46841430664062,-70.07783508300781,0.0,6.032454967498779,-8.289007186889648,-5.494810104370117,0.0,0.0,0.0,0.0,0.0,16.811004638671875,-1.0009628534317017,-6.644870758056641,0.040141891688108444,0.5811471343040466,0.005895615089684725,20.67317008972168,-5.683407306671143,103.4584732055664,3.133578300476074,-27.09728240966797,3.0567092895507812,1.6751186847686768,-26.0726318359375,0.007548347115516663,120.64350891113281,0.8108319640159607,6.087272644042969,-0.1204633042216301,0.013541735708713531,0.6039618253707886,-0.5559051036834717,0.1973494440317154,-0.01171180047094822,-0.3560939133167267,-2.722620964050293,2.1742968559265137,-0.021965784952044487,0.3044603765010834,3.1184473037719727,1.2688570022583008,0.7783174514770508,0.1740320473909378
510,-17.578956604003906,20.857818603515625,8.910781860351562,0.0,87.0,-91.39163970947266,-68.55371856689453,0.0,3.9035494327545166,-5.1298017501831055,-2.446682929992676,0.0,0.0,0.0,0.0,0.0,12.461108207702637,-0.5885494351387024,-3.199143886566162,0.0209719967097044,0.4225336015224457,0.0010642667766660452,23.903642654418945,-4.111250400543213,80.50140380859375,1.3289518356323242,-17.455615997314453,0.8781307339668274,0.9852983355522156,-15.543968200683594,-0.08416509628295898,98.00704193115234,0.7405407428741455,3.4133739471435547,-0.03769606724381447,0.03825247660279274,0.43620988726615906,-0.5484819412231445,0.15877650678157806,-0.027428818866610527,-0.2892325222492218,-2.613915205001831,2.1734797954559326,-0.022356396540999413,-0.1453697234392166,3.1279478073120117,-0.37128138542175293,0.792593240737915,0.3545053005218506
515,-9.112961769104004,17.1468505859375,4.517398834228516,0.0,82.31127166748047,-87.87922668457031,-64.76453399658203,0.0,2.5815839767456055,-3.9230384826660156,-1.3009883165359497,0.0,0.0,0.0,0.0,0.0,10.342203140258789,-0.7002900838851929,-0.8688313961029053,0.026937060058116913,0.3357122540473938,-0.0002637683064676821,38.36288833618164,-3.7557458877563477,73.33055877685547,0.9926242232322693,-8.980059623718262,1.0420355796813965,1.0531893968582153,-7.796494483947754,0.1854163110256195,78.69103240966797,0.7457224726676941,2.4928135871887207,-0.0456945076584816,0.05937662720680237,0.4096272587776184,-0.5358991622924805,0.3375608026981354,-0.04057638719677925,-0.24489329755306244,-2.5052316188812256,2.1734185218811035,-0.025759350508451462,-0.03090948797762394,3.081941843032837,-1.2223471403121948,0.8052309155464172,0.1765720695257187
520,-3.2146310806274414,11.156067848205566,-2.397608757019043,0.0,64.38567352294922,-69.42487335205078,-46.179996490478516,0.0,2.095716714859009,-3.1741626262664795,-0.5633189678192139,0.0,0.0,0.0,0.0,0.0,10.343612670898438,-0.7379825115203857,0.43714439868927,0.028254877775907516,0.32834872603416443,0.0006676642224192619,55.80855178833008,-4.46824836730957,76.78529357910156,0.9098813533782959,-3.074428081512451,1.002731204032898,0.9615690112113953,-2.249800682067871,0.19518348574638367,60.88541793823242,0.8032760620117188,1.9978986978530884,-0.032263629138469696,0.07857874780893326,0.3673365116119385,-0.5111644268035889,0.5934471487998962,-0.051854733377695084,-0.21534058451652527,-2.3965322971343994,2.1741104125976562,-0.0271798986941576,-0.03138013184070587,3.0067625045776367,-1.6572132110595703,0.8106707334518433,0.08746450394392014
525,0.9263923764228821,4.296697616577148,-10.423957824707031,0.0,47.40969467163086,-51.13058090209961,-27.856475830078125,0.0,1.6467522382736206,-2.3942267894744873,0.24073660373687744,0.0,0.0,0.0,0.0,0.0,9.58724308013916,-0.5881777405738831,0.9755038022994995,0.02096373587846756,0.2860633432865143,0.00010061197099275887,64.48373413085938,-4.895228385925293,75.01061248779297,0.7875924110412598,1.0559401512145996,0.7214303016662598,0.6507176160812378,1.5713965892791748,0.03882260620594025,44.181270599365234,0.7911651730537415,1.5637091398239136,-0.020196445286273956,0.09556508809328079,0.32080143690109253,-0.47592607140541077,0.7659446001052856,-0.06210244074463844,-0.19932298362255096,-2.2877817153930664,2.1754956245422363,-0.030250180512666702,-0.08975069224834442,2.914585828781128,-1.9593809843063354,0.8156396150588989,0.12107985466718674
530,3.6212427616119385,-0.5200541019439697,-16.538511276245117,0.0,31.955171585083008,-34.70695114135742,-11.47909927368164,0.0,1.2687816619873047,-1.8039865493774414,0.8774874210357666,0.0,0.0,0.0,0.0,0.0,8.340174674987793,-0.29501184821128845,0.9539584517478943,0.00714842788875103,0.22479455173015594,-0.0026533089112490416,66.42621612548828,-5.21579122543335,69.11766052246094,0.7348662614822388,3.736525058746338,0.3343956768512726,0.2505483627319336,4.017353057861328,-0.24612438678741455,29.069293975830078,0.723418116569519,1.1988557577133179,-0.010004393756389618,0.11028652638196945,0.2783289849758148,-0.43462955951690674,0.8576769828796387,-0.07183924317359924,-0.19297939538955688,-2.1789441108703613,2.177551746368408,-0.03771979734301567,-0.19261492788791656,2.808532953262329,-2.2255306243896484,0.8236982226371765,0.1893947422504425
535,5.194887161254883,-3.3098018169403076,-20.667194366455078,0.0,18.19182777404785,-20.40848159790039,2.7030792236328125,0.0,0.9177712798118591,-1.356950283050537,1.3827776908874512,0.0,0.0,0.0,0.0,0.0,6.685894012451172,0.11182314902544022,0.6050041317939758,-0.011335060931742191,0.15110653638839722,-0.006121114827692509,62.92897415161133,-5.456725120544434,59.83515930175781,0.7869572639465332,5.299178123474121,-0.10365823656320572,-0.19285161793231964,5.393017292022705,-0.6372360587120056,15.638381004333496,0.6093451380729675,0.8462467789649963,-0.003629855113103986,0.12332350015640259,0.2516573667526245,-0.39023202657699585,0.9038969874382019,-0.08156933635473251,-0.1971980482339859,-2.069986343383789,2.1802759170532227,-0.05075382813811302,-0.304788202047348,2.6896474361419678,-2.4793946743011475,0.8352054953575134,0.2513786256313324
540,6.049491882324219,-4.583919048309326,-23.190876007080078,0.0,9.601712226867676,-13.888030052185059,9.054009437561035,0.0,0.5478948950767517,-0.9482983350753784,1.8433589935302734,0.0,0.0,0.0,0.0,0.0,4.047085762023926,0.29230034351348877,0.3872082233428955,-0.012504983693361282,0.09341005980968475,-0.004790369886904955,44.677513122558594,-4.623929023742676,34.2403450012207,1.090736746788025,6.110355377197266,-0.600635826587677,-0.6970611214637756,6.169764995574951,-1.1265286207199097,8.479044914245605,0.4490209221839905,0.47423475980758667,0.0008683963678777218,0.1345880776643753,0.20262594521045685,-0.3471371829509735,0.822433590888977,-0.09085489809513092,-0.17509862780570984,-1.9701206684112549,1.8475492000579834,-0.06081768125295639,-0.11780095100402832,2.5760812759399414,-2.0799553394317627,0.8428506851196289,0.0810478925704956
545,6.487740993499756,-5.314127445220947,-24.993633270263672,0.0,4.788541793823242,-8.372709274291992,14.393911361694336,0.0,0.22068952023983002,-0.575076162815094,2.2528624534606934,0.0,0.0,0.0,0.0,0.0,2.4464850425720215,0.41853323578834534,0.5294623970985413,-0.015312847681343555,0.05465397238731384,-0.004316604230552912,33.37759780883789,-4.43921422958374,19.500778198242188,1.4137333631515503,6.51365327835083,-1.0029377937316895,-1.0567383766174316,6.540391445159912,-1.4778748750686646,4.03495979309082,0.28999125957489014,0.16351595520973206,0.0008861873066052794,0.142708420753479,0.13507959246635437,-0.3093526065349579,0.710629940032959,-0.09874123334884644,-0.145999014377594,-1.8890419006347656,1.4746148586273193,-0.062182191759347916,0.02135527692735195,2.486239433288574,-1.6146695613861084,0.8428650498390198,-0.0384795144200325
550,6.74481725692749,-5.512045383453369,-26.108169555664062,0.0,1.5424143075942993,-4.38404655456543,18.231264114379883,0.0,-0.02121470496058464,-0.2740059792995453,2.5788564682006836,0.0,0.0,0.0,0.0,0.0,1.3844645023345947,0.25106874108314514,0.7485801577568054,-0.008867193944752216,0.031102126464247704,-0.004583501257002354,25.14631462097168,-2.8857457637786865,9.396403312683105,1.0526677370071411,6.755660533905029,-0.6222432851791382,-0.6812760233879089,6.759514331817627,-0.9636353850364685,0.9721518158912659,0.14433656632900238,-0.06964433938264847,0.001307747676037252,0.14763416349887848,0.07916738092899323,-0.2770940959453583,0.6052385568618774,-0.10511675477027893,-0.11472349613904953,-1.8254939317703247,1.1459051370620728,-0.05889377370476723,0.0844602957367897,2.4178359508514404,-1.2171781063079834,0.8388735055923462,-0.09951158612966537
555,6.783182144165039,-5.182572364807129,-26.590715408325195,0.0,-0.9796638488769531,-1.599174976348877,20.901718139648438,0.0,-0.23220860958099365,-0.0479167103767395,2.8223519325256348,0.0,0.0,0.0,0.0,0.0,0.5787261724472046,0.2995509207248688,1.002469539642334,-0.009546048007905483,0.016069602221250534,-0.0034683914855122566,17.834508895874023,-2.7939436435699463,1.2827602624893188,1.2972760200500488,6.772768020629883,-0.8248260617256165,-0.8252606987953186,6.7874956130981445,-1.092577338218689,-1.363033652305603,0.04879796504974365,-0.2633499503135681,-0.00014773161092307419,0.15016114711761475,0.030325159430503845,-0.24918535351753235,0.5290838479995728,-0.10997983068227768,-0.08576391637325287,-1.7761828899383545,0.8836096525192261,-0.05345773324370384,0.12444529682397842,2.3665919303894043,-0.9003409743309021,0.8329280614852905,-0.13434433937072754
560,6.802071571350098,-4.8473992347717285,-27.005535125732422,0.0,-2.5024306774139404,0.055518388748168945,22.48798942565918,0.0,-0.3495247960090637,0.08680760860443115,2.96919322013855,0.0,0.0,0.0,0.0,0.0,0.1371072381734848,0.26997968554496765,1.1904394626617432,-0.008265458047389984,0.010207205079495907,-0.0029671317897737026,13.164107322692871,-2.378387928009033,-3.6907200813293457,1.2844902276992798,6.781757831573486,-0.7652314901351929,-0.7414007186889648,6.806769371032715,-0.962415874004364,-2.701587677001953,-0.020654479041695595,-0.3638152778148651,-0.0010508167324587703,0.1501673460006714,-0.019351603463292122,-0.22461548447608948,0.46853116154670715,-0.11339066177606583,-0.05652432516217232,-1.739240288734436,0.6459385752677917,-0.04640640318393707,0.149420827627182,2.3306546211242676,-0.599593460559845,0.8254053592681885,-0.16073672473430634
565,6.828181743621826,-4.460413455963135,-27.34130096435547,0.0,-3.2446978092193604,0.9431836605072021,23.357582092285156,0.0,-0.3997197151184082,0.156622052192688,3.047140598297119,0.0,0.0,0.0,0.0,0.0,-0.04454963281750679,0.2239525318145752,1.2909321784973145,-0.006713595241308212,0.009475339204072952,-0.0021726603154093027,10.787911415100098,-1.9989440441131592,-6.162021160125732,1.1933915615081787,6.806049346923828,-0.6346808671951294,-0.6062002182006836,6.834565162658691,-0.7855143547058105,-3.3293492794036865,-0.05845542252063751,-0.4051591157913208,-0.00027531327214092016,0.14790120720863342,-0.061362650245428085,-0.20247021317481995,0.42915064096450806,-0.11538589745759964,-0.02935323677957058,-1.7131823301315308,0.44357019662857056,-0.03864026814699173,0.1574840545654297,2.3091039657592773,-0.3224959075450897,0.8169584274291992,-0.17324426770210266
570,6.853043556213379,-3.9337713718414307,-27.550048828125,0.0,-3.5118284225463867,1.2871642112731934,23.731300354003906,0.0,-0.40945231914520264,0.17373429238796234,3.0695204734802246,0.0,0.0,0.0,0.0,0.0,-0.09785035252571106,0.17512519657611847,1.3248212337493896,-0.005132220685482025,0.010058402083814144,-0.0013225895818322897,9.85932445526123,-1.6922149658203125,-7.149559497833252,1.0745668411254883,6.8339385986328125,-0.4883803129196167,-0.4572015404701233,6.857768535614014,-0.6014102697372437,-3.530503511428833,-0.07675746083259583,-0.4095411002635956,-0.0009494372643530369,0.14384114742279053,-0.09300797432661057,-0.18146874010562897,0.41810354590415955,-0.11617569625377655,-0.007625124882906675,-1.6958622932434082,0.28817513585090637,-0.030748363584280014,0.1573755443096161,2.300273895263672,-0.08436878025531769,0.8083674311637878,-0.16831304132938385
575,6.866999626159668,-3.118720769882202,-27.528888702392578,0.0,-3.524350881576538,1.212341547012329,23.728050231933594,0.0,-0.40305280685424805,0.15153107047080994,3.0506505966186523,0.0,0.0,0.0,0.0,0.0,-0.09756103903055191,0.12253545969724655,1.3157144784927368,-0.0033835750073194504,0.010520183481276035,-0.0005036924267187715,9.703843116760254,-1.4157277345657349,-7.3881707191467285,0.942469596862793,6.853479862213135,-0.33668822050094604,-0.304686963558197,6.866306304931641,-0.4192100167274475,-3.5074079036712646,-0.08063051104545593,-0.3996400535106659,0.00014161951548885554,0.13850782811641693,-0.11450165510177612,-0.16002804040908813,0.4408736526966095,-0.11608369648456573,0.007187438663095236,-1.6848353147506714,0.1820087879896164,-0.022927705198526382,0.1560533046722412,2.3022382259368896,0.11703792959451675,0.7999374866485596,-0.1662643849849701
580,6.852487564086914,-1.7491965293884277,-27.067901611328125,0.0,-3.4029223918914795,0.7223503589630127,23.344816207885742,0.0,-0.38519367575645447,0.08523616194725037,2.9864091873168945,0.0,0.0,0.0,0.0,0.0,-0.07582276314496994,0.06879106163978577,1.2787261009216309,-0.0015410532942041755,0.010801710188388824,-0.00016625387070234865,9.887459754943848,-1.1445703506469727,-7.340175628662109,0.7994548678398132,6.84567403793335,-0.17984604835510254,-0.14464782178401947,6.845136642456055,-0.23212558031082153,-3.367758274078369,-0.07955075800418854,-0.38010287284851074,-0.0005447008879855275,0.1323641538619995,-0.12745214998722076,-0.13624726235866547,0.5050428509712219,-0.1154654324054718,0.01488522533327341,-1.677667498588562,0.12392699718475342,-0.015049158595502377,0.15960179269313812,2.3133609294891357,0.28968897461891174,0.7918265461921692,-0.16039374470710754
585,6.865630149841309,0.011113643646240234,-26.406658172607422,0.0,-3.2278754711151123,-0.0265810489654541,22.732776641845703,0.0,-0.3631059229373932,-0.004876643419265747,2.8975651264190674,0.0,0.0,0.0,0.0,0.0,-0.04368944838643074,-0.20747597515583038,1.2202844619750977,0.00799082312732935,0.011209022253751755,0.002208692254498601,10.287053108215332,0.5368785262107849,-7.310657501220703,0.07295213639736176,6.870587348937988,0.6105809807777405,0.7747865915298462,6.861703395843506,0.7704026699066162,-3.181143283843994,-0.0914447233080864,-0.35783734917640686,-0.00026284437626600266,0.1258644461631775,-0.1284143030643463,-0.107661172747612,0.623445451259613,-0.11461029946804047,0.01917697861790657,-1.671972393989563,0.11357396095991135,-0.006865170784294605,0.16438175737857819,2.3327651023864746,0.45328351855278015,0.7839006781578064,-0.15318362414836884
590,6.752066612243652,0.024644851684570312,-27.741226196289062,0.0,-2.958907127380371,-0.039101600646972656,22.877429962158203,0.0,-0.3366416394710541,-0.009039252996444702,2.8940815925598145,0.0,0.0,0.0,0.0,0.0,-0.015785345807671547,-0.2140175700187683,1.14729905128479,0.008209330961108208,0.010683686472475529,0.0026284041814506054,10.601665496826172,0.5858627557754517,-7.257199764251709,0.042202770709991455,6.7603325843811035,0.6338323354721069,0.5322983860969543,6.714283466339111,0.5154144763946533,-2.90047550201416,-0.07657885551452637,-0.32996848225593567,-0.0006552655249834061,0.1200532540678978,-0.10765838623046875,-0.07215575873851776,0.7702962756156921,-0.11346384137868881,0.024057140573859215,-1.6653470993041992,0.15208962559700012,0.0011505420552566648,0.15936827659606934,2.3595666885375977,0.5848047137260437,0.7771591544151306,-0.11904925107955933
