step,contact_force_x,contact_force_y,contact_force_z,contact_force_magnitude,fs_force_x_raw,fs_force_y_raw,fs_force_z_raw,fs_torque_x_raw,fs_torque_y_raw,fs_torque_z_raw,fs_force_x_raw2,fs_force_y_raw2,fs_force_z_raw2,fs_torque_x_raw2,fs_torque_y_raw2,fs_torque_z_raw2,link_data[joint2_force_x_raw],link_data[joint2_force_y_raw],link_data[joint2_force_z_raw],link_data[joint2_torque_x_raw],link_data[joint2_torque_y_raw],link_data[joint2_torque_z_raw],act_tor_j1,act_tor_j2,act_tor_j3,act_tor_j4,act_tor_j5,act_tor_j6,act_tor_j7,osc_torque_j1,osc_torque_j2,osc_torque_j3,osc_torque_j4,osc_torque_j5,osc_torque_j6,osc_torque_j7,joint_pos_j1,joint_vel_j1,joint_pos_j2,joint_vel_j2,joint_pos_j3,joint_vel_j3,joint_pos_j4,joint_vel_j4,joint_pos_j5,joint_vel_j5,joint_pos_j6,joint_vel_j6,joint_pos_j7,joint_vel_j7
305,0.0,0.0,0.0,0.0,-1.1397645473480225,-1.6482727527618408,-0.7062087655067444,0.058081988245248795,-0.04389440640807152,0.014991582371294498,0.004901429638266563,0.0002916690136771649,-0.0007809156086295843,-2.941859384009149e-05,0.000623064988758415,4.752093445858918e-05,11.918854713439941,0.9706790447235107,-1.8266551494598389,-0.10456906259059906,4.988457679748535,0.5173919796943665,0.7828348875045776,4.989346027374268,0.5094296932220459,-1.3611630201339722,-0.011635041795670986,-0.2513062655925751,0.0024387454614043236,"tensor(-0.7673, device='cuda:0')","tensor(5.2997, device='cuda:0')","tensor(-1.2821, device='cuda:0')","tensor(1.0366, device='cuda:0')","tensor(-0.0188, device='cuda:0')","tensor(0.3797, device='cuda:0')","tensor(0.0032, device='cuda:0')",-0.5997561812400818,-0.12144006043672562,-0.4767723083496094,0.13095174729824066,-0.07443723827600479,-0.00023996294476091862,-2.3977155685424805,0.13310733437538147,0.7022688984870911,0.15268748998641968,2.44270920753479,-0.18566441535949707,-0.30330413579940796,-0.43874886631965637
310,0.0,0.0,0.0,0.0,0.7091785669326782,1.3296301364898682,0.464123398065567,-0.04970014467835426,0.02931319735944271,-0.0103624127805233,-0.0033246763050556183,0.00022573249589186162,0.0005858942167833447,-3.2858621125342324e-05,-0.0004242805880494416,-2.347112058487255e-05,17.730323791503906,-3.6429855823516846,2.7918808460235596,1.0407004356384277,5.3409810066223145,-0.508269727230072,-0.5082963705062866,5.310457706451416,-0.9692680239677429,0.5853338837623596,-0.010652123019099236,0.23314373195171356,0.003595974063500762,"tensor(0.5266, device='cuda:0')","tensor(5.1434, device='cuda:0')","tensor(0.2269, device='cuda:0')","tensor(-0.9472, device='cuda:0')","tensor(0.0062, device='cuda:0')","tensor(-0.2228, device='cuda:0')","tensor(0.0033, device='cuda:0')",-0.6044765710830688,-0.06703761219978333,-0.4676981270313263,0.170510932803154,-0.07463188469409943,-0.015629319474101067,-2.38971209526062,0.1432812511920929,0.7085750102996826,0.10178621113300323,2.4378182888031006,-0.06233904883265495,-0.3206532895565033,-0.28899961709976196
315,0.0,0.0,0.0,0.0,-1.3371740579605103,-2.013397455215454,-0.8811171054840088,0.07048682123422623,-0.052027422934770584,0.01845833659172058,0.005971161648631096,0.00045979319838806987,-0.0009496185812167823,-4.888983676210046e-05,0.0007590883760713041,5.999872519169003e-05,11.244437217712402,1.4587180614471436,-2.5706727504730225,-0.20829997956752777,4.978909969329834,0.7826583385467529,0.951075553894043,4.970550537109375,0.7827303409576416,-1.5889078378677368,-0.017570730298757553,-0.29188790917396545,0.0030068345367908478,"tensor(-0.8332, device='cuda:0')","tensor(5.3141, device='cuda:0')","tensor(-1.2798, device='cuda:0')","tensor(1.1848, device='cuda:0')","tensor(-0.0199, device='cuda:0')","tensor(0.4160, device='cuda:0')","tensor(0.0033, device='cuda:0')",-0.6069353818893433,-0.032148998230695724,-0.4577586352825165,0.1121339425444603,-0.07482866942882538,0.001406178344041109,-2.382822275161743,0.04987127333879471,0.7144678235054016,0.11541470140218735,2.4355623722076416,-0.038500163704156876,-0.3336338698863983,-0.22907592356204987
320,0.0,0.0,0.0,0.0,0.08017874509096146,0.16293983161449432,1.0260909795761108,-0.0020967915188521147,0.008867551572620869,-0.0013980581425130367,-0.002313322154805064,0.00013635327923111618,0.000419285730458796,-2.04855950869387e-05,-0.00029563752468675375,-1.7126330931205302e-05,12.078392028808594,0.45181262493133545,-1.929193377494812,0.12395969778299332,5.079949378967285,0.8067436814308167,0.8067556619644165,5.0522589683532715,0.6303383708000183,-1.3396402597427368,-0.0039871749468147755,-0.2894883155822754,0.0023046559654176235,"tensor(1.0367, device='cuda:0')","tensor(4.9422, device='cuda:0')","tensor(0.9366, device='cuda:0')","tensor(-1.6619, device='cuda:0')","tensor(-0.0194, device='cuda:0')","tensor(-0.3121, device='cuda:0')","tensor(0.0022, device='cuda:0')",-0.607407808303833,0.01274891011416912,-0.44903746247291565,0.2168939709663391,-0.07577017694711685,-0.03264141455292702,-2.3776509761810303,0.1301574558019638,0.718882143497467,0.0872788280248642,2.436680555343628,0.010010115802288055,-0.3426898717880249,-0.17275021970272064
325,0.0,0.0,0.0,0.0,0.45499905943870544,0.9574100375175476,-3.0148556232452393,-0.05123033747076988,0.002584185916930437,-0.005177300423383713,0.00445172656327486,2.090096677420661e-05,-0.0007594691123813391,4.005606115242699e-06,0.0005672774859704077,3.9209829992614686e-05,30.46558952331543,-9.800448417663574,12.848875045776367,2.1472299098968506,5.751180648803711,-3.645967960357666,-3.3329312801361084,5.793015956878662,-4.137963771820068,4.936819553375244,0.004429344087839127,1.2747191190719604,0.002368771471083164,"tensor(-3.4050, device='cuda:0')","tensor(6.1485, device='cuda:0')","tensor(-4.3681, device='cuda:0')","tensor(4.7688, device='cuda:0')","tensor(0.0811, device='cuda:0')","tensor(0.9544, device='cuda:0')","tensor(0.0018, device='cuda:0')",-0.6064509153366089,0.010427041910588741,-0.4406201243400574,-0.09781980514526367,-0.07612432539463043,-0.003338001435622573,-2.3747527599334717,-0.13463246822357178,0.7244381904602051,0.05164093151688576,2.4403069019317627,0.15714342892169952,-0.35075902938842773,-0.07761140912771225
330,0.0,0.0,0.0,0.0,0.5781325697898865,0.9601387977600098,0.7919043302536011,-0.026766331866383553,0.019113969057798386,-0.009473778307437897,-0.003972040023654699,-0.0006804740405641496,0.0006384900771081448,7.899717456893995e-05,-0.0005051960470154881,-4.750780499307439e-05,19.21668243408203,-3.1750872135162354,3.8533220291137695,0.9563082456588745,5.629239559173584,-1.0380585193634033,-0.6910204887390137,5.667365550994873,-1.2827986478805542,0.7595192193984985,0.060828279703855515,-0.03354340046644211,0.001084977062419057,"tensor(0.4151, device='cuda:0')","tensor(5.3284, device='cuda:0')","tensor(0.0424, device='cuda:0')","tensor(-0.8098, device='cuda:0')","tensor(0.0305, device='cuda:0')","tensor(-0.3161, device='cuda:0')","tensor(0.0010, device='cuda:0')",-0.6115456223487854,-0.1523371934890747,-0.4442618489265442,-0.014882315881550312,-0.07615707069635391,0.0006687032291665673,-2.374415636062622,0.10428977012634277,0.7236009240150452,-0.028924861922860146,2.439692258834839,-0.15973547101020813,-0.3526277244091034,-0.04487164318561554
335,0.0,0.0,0.0,0.0,-0.19885289669036865,-0.28401827812194824,0.3426365554332733,0.007723288144916296,-0.0009563453495502472,0.003159285755828023,0.00026951395557262003,0.0003950244572479278,-1.2828107173845638e-05,-4.885244197794236e-05,3.352169369463809e-05,9.939487426890992e-06,11.547981262207031,0.8282716870307922,-2.443495273590088,-0.05869971960783005,4.95296573638916,0.9146794676780701,0.9182155132293701,4.914121627807617,0.7898395657539368,-1.3847641944885254,-0.04762112721800804,-0.16068050265312195,0.0007592846523039043,"tensor(0.6688, device='cuda:0')","tensor(4.9998, device='cuda:0')","tensor(0.4974, device='cuda:0')","tensor(-1.0062, device='cuda:0')","tensor(-0.0411, device='cuda:0')","tensor(-0.0957, device='cuda:0')","tensor(0.0007, device='cuda:0')",-0.617439329624176,-0.08063726872205734,-0.439623087644577,0.09064169973134995,-0.0762416198849678,-0.0006225323304533958,-2.3670127391815186,0.10513374209403992,0.7244622111320496,0.04244307801127434,2.4296927452087402,-0.14416523277759552,-0.3571000397205353,-0.09821325540542603
340,0.0,0.0,0.0,0.0,-0.4903853237628937,-1.0222914218902588,-1.5133965015411377,0.029566315934062004,-0.024518780410289764,0.010174151510000229,0.005037651397287846,0.00035403002402745187,-0.0008355059544555843,-3.674209438031539e-05,0.0006414235103875399,5.0165472202934325e-05,18.36113929748535,-2.006319284439087,3.328364849090576,0.49385184049606323,5.217185974121094,-0.4445679187774658,-0.2757413685321808,5.216772556304932,-0.608127772808075,0.9009903073310852,-0.030505653470754623,0.23304523527622223,0.000402454927098006,"tensor(-1.0850, device='cuda:0')","tensor(5.4691, device='cuda:0')","tensor(-1.5843, device='cuda:0')","tensor(2.1905, device='cuda:0')","tensor(-0.0112, device='cuda:0')","tensor(0.4528, device='cuda:0')","tensor(0.0003, device='cuda:0')",-0.6197248697280884,-0.028062637895345688,-0.4351791739463806,-0.06043989956378937,-0.07623640447854996,0.0008903804700821638,-2.3636574745178223,-0.06059473752975464,0.7270917892456055,0.035984791815280914,2.4274115562438965,0.007650955580174923,-0.3615960478782654,-0.05525035038590431
345,0.0,0.0,0.0,0.0,0.29909271001815796,0.19394154846668243,0.9676462411880493,-0.0016713112127035856,0.014079063199460506,-0.002458656206727028,-0.0026124846190214157,0.00012507851351983845,0.00045432246406562626,-1.937323213496711e-05,-0.0003330447943881154,-1.9759578208322637e-05,13.890466690063477,0.1889072209596634,-0.0983361080288887,0.16793623566627502,5.096924781799316,0.8182474374771118,0.8182393312454224,5.069080352783203,0.6278917789459229,-0.6438919901847839,-0.009809695184230804,-0.2575973868370056,4.5042721467325464e-05,"tensor(1.3203, device='cuda:0')","tensor(4.8869, device='cuda:0')","tensor(1.2587, device='cuda:0')","tensor(-1.4460, device='cuda:0')","tensor(-0.0284, device='cuda:0')","tensor(-0.3688, device='cuda:0')","tensor(2.9580e-05, device='cuda:0')",-0.6217921376228333,-0.020537573844194412,-0.4357099235057831,0.027019647881388664,-0.07640472799539566,-0.02563118003308773,-2.362928867340088,0.05663497373461723,0.7270001769065857,-0.025006042793393135,2.426631450653076,-0.06001640111207962,-0.36264216899871826,-0.0077332924120128155
350,0.0,0.0,0.0,0.0,0.016552815213799477,0.062233224511146545,1.0961705446243286,-0.0017794105224311352,0.009973677806556225,-0.0005502866697497666,-0.0019198753871023655,0.00014203508908394724,0.000345617881976068,-2.064781801891513e-05,-0.00024524651234969497,-1.4070317774894647e-05,9.710805892944336,2.5066206455230713,-3.875749349594116,-0.4775359034538269,4.8383893966674805,1.4045004844665527,1.4045100212097168,4.802275657653809,1.4197206497192383,-1.961098074913025,-0.05869187042117119,-0.3113018572330475,8.012636681087315e-05,"tensor(1.5390, device='cuda:0')","tensor(4.7586, device='cuda:0')","tensor(1.5821, device='cuda:0')","tensor(-2.1317, device='cuda:0')","tensor(-0.0581, device='cuda:0')","tensor(-0.3495, device='cuda:0')","tensor(5.5549e-05, device='cuda:0')",-0.6206642389297485,0.045539405196905136,-0.4299788475036621,0.16024284064769745,-0.07715169340372086,0.004770434927195311,-2.359312057495117,0.06275591254234314,0.7282995581626892,0.07021984457969666,2.425297975540161,0.038598015904426575,-0.36461684107780457,-0.061679743230342865
355,0.0,0.0,0.0,0.0,-0.758995532989502,-1.3158539533615112,0.022546062245965004,0.04446014389395714,-0.02231556735932827,0.012090987525880337,0.0028885402716696262,0.00044700148282572627,-0.00040423651807941496,-5.213823533267714e-05,0.0003657506313174963,3.290854874649085e-05,8.875471115112305,3.260200262069702,-4.582062244415283,-0.6592909097671509,4.740941047668457,1.6178520917892456,1.599191665649414,4.70046854019165,1.6866531372070312,-2.160632848739624,-0.05652499943971634,-0.33999714255332947,1.4637741514889058e-05,"tensor(0.4188, device='cuda:0')","tensor(4.9562, device='cuda:0')","tensor(0.3191, device='cuda:0')","tensor(-0.4868, device='cuda:0')","tensor(-0.0426, device='cuda:0')","tensor(0.0465, device='cuda:0')","tensor(0.0002, device='cuda:0')",-0.614998459815979,0.15431851148605347,-0.4181559085845947,0.2187623530626297,-0.07707583904266357,0.006023921072483063,-2.3567445278167725,-0.011728375218808651,0.7339657545089722,0.14349474012851715,2.4327495098114014,0.2237204611301422,-0.36894604563713074,-0.09840866923332214
360,0.0,0.0,0.0,0.0,2.5277183055877686,4.456447124481201,-1.0727887153625488,-0.17183567583560944,0.0862778052687645,-0.03702961280941963,-0.006404377520084381,-0.0012116744183003902,0.0010110699804499745,0.00014167923654895276,-0.0008144188323058188,-7.804427877999842e-05,36.30603790283203,-12.59317684173584,16.96708106994629,2.613856077194214,5.81955099105835,-5.198128700256348,-4.730640411376953,5.917352199554443,-5.639909267425537,6.880626678466797,0.04638277366757393,1.6212362051010132,0.0006323041743598878,"tensor(-1.7742, device='cuda:0')","tensor(5.7242, device='cuda:0')","tensor(-2.3848, device='cuda:0')","tensor(2.4368, device='cuda:0')","tensor(0.0874, device='cuda:0')","tensor(0.2786, device='cuda:0')","tensor(-7.8322e-05, device='cuda:0')",-0.6059048771858215,0.15614257752895355,-0.40876004099845886,0.03149089589715004,-0.07706760615110397,6.94706104695797e-05,-2.3595025539398193,-0.14282424747943878,0.7409691214561462,0.08133409917354584,2.449385166168213,0.415070503950119,-0.3729326128959656,-0.013126973062753677
365,0.0,0.0,0.0,0.0,0.6530337929725647,1.1164569854736328,0.5382928252220154,-0.03647970035672188,0.02382485382258892,-0.010371734388172626,-0.003437220584601164,-4.238604742567986e-05,0.000582239415962249,3.5661454944602156e-07,-0.00043807661859318614,-2.9586877644760534e-05,18.921361923217773,-3.8568339347839355,3.311844825744629,1.1228699684143066,5.344232082366943,-0.7630146145820618,-0.7629613876342773,5.337242603302002,-1.1507664918899536,0.9746946096420288,0.03413495048880577,0.11672509461641312,-7.8758478139207e-07,"tensor(0.3140, device='cuda:0')","tensor(5.1415, device='cuda:0')","tensor(0.1049, device='cuda:0')","tensor(-0.5170, device='cuda:0')","tensor(0.0190, device='cuda:0')","tensor(-0.2189, device='cuda:0')","tensor(-5.8309e-05, device='cuda:0')",-0.6013696193695068,0.08519701659679413,-0.403914213180542,0.10831998288631439,-0.07682152092456818,-0.015975704416632652,-2.360870599746704,0.011790676973760128,0.7444692850112915,0.04570869728922844,2.4607152938842773,0.1498219519853592,-0.37443017959594727,-0.024088846519589424
370,0.0,0.0,0.0,0.0,0.21798300743103027,0.3578766882419586,0.9151328206062317,-0.009763350710272789,0.013419147580862045,-0.0035624669399112463,-0.002506691962480545,-0.0001650224148761481,0.0004233446379657835,1.6801090168883093e-05,-0.00031959539046511054,-2.4936336558312178e-05,13.16445541381836,0.47411513328552246,-1.148640751838684,0.04487286135554314,4.983018398284912,0.4927084445953369,0.5729172825813293,4.976877689361572,0.4307396709918976,-0.803861677646637,-0.0038904931861907244,-0.19521160423755646,-2.8477623345679604e-05,"tensor(1.0468, device='cuda:0')","tensor(4.8674, device='cuda:0')","tensor(0.9879, device='cuda:0')","tensor(-1.4332, device='cuda:0')","tensor(-0.0167, device='cuda:0')","tensor(-0.3097, device='cuda:0')","tensor(-4.9676e-05, device='cuda:0')",-0.5981845259666443,0.0624520443379879,-0.3973349928855896,0.16830606758594513,-0.07682742923498154,0.001423959038220346,-2.359276533126831,0.058365073055028915,0.7476281523704529,0.07279141992330551,2.465550422668457,0.08374876528978348,-0.3766716420650482,-0.056645918637514114
375,0.0,0.0,0.0,0.0,-0.03176268935203552,-0.04772563651204109,1.0999631881713867,0.0021827539894729853,0.009290972724556923,0.00048342571244575083,-0.0018274725880473852,1.4732051567989402e-05,0.0003646159020718187,-5.076215074950596e-06,-0.00023452882305718958,-1.600612813490443e-05,9.04250717163086,3.1489715576171875,-4.510504722595215,-0.5935781598091125,4.7227044105529785,1.505418300628662,1.5054689645767212,4.68949031829834,1.5686670541763306,-2.02614164352417,-0.04614987224340439,-0.3393484950065613,-3.0240320484153926e-05,"tensor(1.5144, device='cuda:0')","tensor(4.6794, device='cuda:0')","tensor(1.5822, device='cuda:0')","tensor(-2.0300, device='cuda:0')","tensor(-0.0473, device='cuda:0')","tensor(-0.3348, device='cuda:0')","tensor(-4.5343e-05, device='cuda:0')",-0.5929164290428162,0.13691550493240356,-0.38423988223075867,0.3195136785507202,-0.07666905969381332,0.00830288790166378,-2.3551928997039795,0.08598632365465164,0.7540296912193298,0.1695653349161148,2.472012519836426,0.1865852326154709,-0.3816092908382416,-0.12640003859996796
380,0.0,0.0,0.0,0.0,0.07783818244934082,0.10875344276428223,0.9959734678268433,-0.002115322509780526,0.010916676372289658,-0.0011287190718576312,-0.002131161279976368,-7.237852696562186e-05,0.0004417702730279416,5.073447482573101e-06,-0.00027392953052185476,-2.0110404875595123e-05,10.87745475769043,1.961984395980835,-3.1529839038848877,-0.2896687686443329,4.796311378479004,1.0675098896026611,1.067608118057251,4.769662857055664,1.0629531145095825,-1.4122192859649658,-0.02281266823410988,-0.2750449478626251,-9.925033373292536e-05,"tensor(1.2131, device='cuda:0')","tensor(4.7370, device='cuda:0')","tensor(1.2351, device='cuda:0')","tensor(-1.6022, device='cuda:0')","tensor(-0.0276, device='cuda:0')","tensor(-0.3050, device='cuda:0')","tensor(-8.6342e-05, device='cuda:0')",-0.5835759043693542,0.21466654539108276,-0.36646878719329834,0.3970307409763336,-0.07644812762737274,-0.0012233698507770896,-2.3519012928009033,0.0760788843035698,0.7643848061561584,0.2303415834903717,2.4864745140075684,0.3400540053844452,-0.38886889815330505,-0.15932191908359528
385,0.0,0.0,0.0,0.0,-1.3885741233825684,-2.133835554122925,-4.70025110244751,0.06321372836828232,-0.0831192135810852,0.02015574835240841,0.013244596309959888,0.0006580419139936566,-0.002150872955098748,-6.315411883406341e-05,0.0016849442617967725,0.00012720163795165718,24.085317611694336,-6.463138580322266,7.17564058303833,1.2101953029632568,4.742423057556152,-2.7263717651367188,-2.499966621398926,4.786709308624268,-2.8944640159606934,3.3809754848480225,0.01474666316062212,0.888096272945404,0.0003805409651249647,"tensor(-5.1757, device='cuda:0')","tensor(4.9390, device='cuda:0')","tensor(-5.9124, device='cuda:0')","tensor(6.8463, device='cuda:0')","tensor(0.0747, device='cuda:0')","tensor(1.5825, device='cuda:0')","tensor(0.0005, device='cuda:0')",-0.5726819038391113,0.21688643097877502,-0.34875619411468506,0.019770335406064987,-0.07550600171089172,0.008324971422553062,-2.3510184288024902,-0.2306373417377472,0.7771713733673096,0.16684335470199585,2.5055489540100098,0.3483978807926178,-0.39736008644104004,-0.09228821098804474
390,0.0,0.0,0.0,0.0,1.4932960271835327,2.52545166015625,-0.1355346441268921,-0.08853869885206223,0.04933563619852066,-0.022360267117619514,-0.00466959411278367,-0.0001523685932625085,0.000802565598860383,1.2293402505747508e-05,-0.0005950158811174333,-4.1261297155870125e-05,27.24628257751465,-10.621203422546387,9.606850624084473,2.525268077850342,5.05733585357666,-3.322666645050049,-3.3226282596588135,5.077716827392578,-3.9452028274536133,4.224213600158691,0.09769026935100555,0.7142853736877441,-6.446768566092942e-06,"tensor(-1.0084, device='cuda:0')","tensor(5.0849, device='cuda:0')","tensor(-1.3737, device='cuda:0')","tensor(1.1641, device='cuda:0')","tensor(0.0781, device='cuda:0')","tensor(-0.0582, device='cuda:0')","tensor(-0.0002, device='cuda:0')",-0.5678198337554932,0.031464748084545135,-0.3496013283729553,-0.065860815346241,-0.07594294846057892,-0.029118062928318977,-2.356266975402832,-0.048184946179389954,0.7791346907615662,-0.04456967115402222,2.518617630004883,0.11254670470952988,-0.3972727954387665,0.05039609223604202
395,0.0,0.0,0.0,0.0,0.0066391178406775,-0.01133869867771864,1.0474358797073364,0.0032610688358545303,0.00786163005977869,-0.00025985462707467377,-0.002039300510659814,-4.954696123604663e-05,0.0003453581884969026,3.136689429084072e-06,-0.00025991376605816185,-1.8830187400453724e-05,10.437911987304688,1.95179283618927,-3.3271801471710205,-0.23591876029968262,4.751361846923828,1.1126997470855713,1.1126936674118042,4.731276035308838,1.0942003726959229,-1.4909063577651978,-0.017311129719018936,-0.33234503865242004,-5.35641229362227e-05,"tensor(1.3428, device='cuda:0')","tensor(4.6778, device='cuda:0')","tensor(1.3690, device='cuda:0')","tensor(-1.7577, device='cuda:0')","tensor(-0.0302, device='cuda:0')","tensor(-0.3463, device='cuda:0')","tensor(-4.8639e-05, device='cuda:0')",-0.5682727694511414,-0.006360815837979317,-0.34768375754356384,0.09897482395172119,-0.07674793154001236,-0.009903606958687305,-2.353349447250366,0.09405867755413055,0.7782872915267944,0.013235999271273613,2.51576566696167,-0.0877310186624527,-0.39711087942123413,-0.0271740835160017
400,0.0,0.0,0.0,0.0,-1.230845332145691,-2.0125062465667725,-1.1022025346755981,0.07150740921497345,-0.05411359667778015,0.017340578138828278,0.005904223769903183,0.0005325201782397926,-0.0009549379465170205,-5.788327325717546e-05,0.00075105408905074,6.104684143792838e-05,10.898489952087402,1.827358603477478,-3.0010857582092285,-0.27425459027290344,4.697539329528809,0.948684573173523,0.9736542105674744,4.681235313415527,0.9607240557670593,-1.2670178413391113,-0.02592594549059868,-0.22605431079864502,-4.7627843741793185e-05,"tensor(-0.8227, device='cuda:0')","tensor(4.6198, device='cuda:0')","tensor(-1.0084, device='cuda:0')","tensor(1.1781, device='cuda:0')","tensor(-0.0140, device='cuda:0')","tensor(0.4075, device='cuda:0')","tensor(0.0002, device='cuda:0')",-0.5672028064727783,0.0394199974834919,-0.34230300784111023,0.029894785955548286,-0.07679285854101181,0.0018126093782484531,-2.350334405899048,-0.024469740688800812,0.7805814743041992,0.043627653270959854,2.5145461559295654,-0.01744087040424347,-0.3993583917617798,-0.040221091359853745
405,0.0,0.0,0.0,0.0,-0.2153986096382141,-0.14610178768634796,-0.791073739528656,0.004848427604883909,-0.016364911571145058,0.001032525789923966,0.0019122076919302344,0.0033736436162143946,-8.92819298314862e-05,-0.00041703745955601335,0.00023856505868025124,8.73030221555382e-05,15.977534294128418,-8.072803497314453,0.5793716907501221,2.785404682159424,5.027456760406494,0.8434073328971863,-0.4820822477340698,4.7217512130737305,-0.6525953412055969,0.5851086974143982,-0.0033882518764585257,0.18157683312892914,8.099266415229067e-05,"tensor(-0.6842, device='cuda:0')","tensor(4.6759, device='cuda:0')","tensor(-0.7654, device='cuda:0')","tensor(0.9674, device='cuda:0')","tensor(0.0015, device='cuda:0')","tensor(0.2602, device='cuda:0')","tensor(8.0889e-05, device='cuda:0')",-0.5651170611381531,0.2145291268825531,-0.3374687135219574,0.021948277950286865,-0.07642150670289993,-0.15291664004325867,-2.3492274284362793,-0.037269413471221924,0.783818244934082,-0.03252936899662018,2.5179824829101562,0.07547555863857269,-0.40166378021240234,0.015773385763168335
410,0.0,0.0,0.0,0.0,0.2782905101776123,0.44123831391334534,0.8714001774787903,-0.015624847263097763,0.018552757799625397,-0.0036876958329230547,-0.0024425103329122066,-2.9201246434240602e-05,0.00042371812742203474,-5.184782736478155e-08,-0.0003116618318017572,-2.176198540837504e-05,12.202779769897461,0.5658811926841736,-2.058964967727661,0.038427941501140594,4.706960678100586,0.6329829096794128,0.5984118580818176,4.681450843811035,0.545744776725769,-0.7856296896934509,-0.017099659889936447,-0.13416913151741028,-5.9088679336127825e-06,"tensor(1.0363, device='cuda:0')","tensor(4.7021, device='cuda:0')","tensor(1.0285, device='cuda:0')","tensor(-1.3746, device='cuda:0')","tensor(-0.0217, device='cuda:0')","tensor(-0.2862, device='cuda:0')","tensor(-7.3556e-05, device='cuda:0')",-0.5606178045272827,0.07283565402030945,-0.33083876967430115,0.17862506210803986,-0.07795073837041855,-0.0014516848605126143,-2.347038745880127,0.06463243812322617,0.786888062953949,0.10156834870576859,2.5228772163391113,0.09949472546577454,-0.403896689414978,-0.07467446476221085
415,0.0,0.0,0.0,0.0,0.020012224093079567,0.058890748769044876,0.9965799450874329,-0.001880600000731647,0.010132202878594398,-0.0004346099158283323,-0.0019515054300427437,-9.430008503841236e-05,0.0003787776513490826,8.346379217982758e-06,-0.0002502017596270889,-1.9216406144551e-05,9.705477714538574,2.675398826599121,-4.079864501953125,-0.4430631697177887,4.647529602050781,1.2758945226669312,1.2759650945663452,4.621212482452393,1.3107377290725708,-1.605185866355896,-0.03521963208913803,-0.27911457419395447,-2.3981963749974966e-05,"tensor(1.3492, device='cuda:0')","tensor(4.6176, device='cuda:0')","tensor(1.3883, device='cuda:0')","tensor(-1.6788, device='cuda:0')","tensor(-0.0353, device='cuda:0')","tensor(-0.3024, device='cuda:0')","tensor(-7.1368e-05, device='cuda:0')",-0.5552111268043518,0.13320663571357727,-0.3171605169773102,0.32489022612571716,-0.07772427052259445,0.010323254391551018,-2.3423311710357666,0.10112833231687546,0.7949818968772888,0.20235322415828705,2.5305044651031494,0.2000640481710434,-0.40988993644714355,-0.1479312926530838
420,0.0,0.0,0.0,0.0,-1.5902094841003418,-2.550241470336914,-4.169873237609863,0.08363533765077591,-0.09135327488183975,0.022773191332817078,0.012829906307160854,0.0008775871829129755,-0.002095344476401806,-9.081218740902841e-05,0.00163257063832134,0.00012802575656678528,19.63754653930664,-4.398289680480957,3.5827953815460205,0.8022760152816772,4.4446330070495605,-1.7772738933563232,-1.6503119468688965,4.47068977355957,-1.8858697414398193,2.0690107345581055,0.007023908197879791,0.5794366002082825,0.00027177153970114887,"tensor(-4.4773, device='cuda:0')","tensor(4.3115, device='cuda:0')","tensor(-4.9714, device='cuda:0')","tensor(5.6327, device='cuda:0')","tensor(0.0496, device='cuda:0')","tensor(1.4003, device='cuda:0')","tensor(0.0005, device='cuda:0')",-0.5471329092979431,0.14113391935825348,-0.3055059611797333,-0.0358395092189312,-0.0780419111251831,0.0011894495692104101,-2.341403007507324,-0.18244698643684387,0.8038202524185181,0.09757742285728455,2.542405605316162,0.1634105145931244,-0.4159729480743408,-0.059086594730615616
425,0.0,0.0,0.0,0.0,0.12379638850688934,0.09536079317331314,0.9709030389785767,0.001884179888293147,0.00946566928178072,-0.0015671701403334737,-0.0022885208018124104,-0.00036871343036182225,0.00037027147482149303,4.2412575567141175e-05,-0.000291400880087167,-2.7150319510838017e-05,12.39902114868164,1.089550495147705,-1.9253315925598145,-0.060590121895074844,4.699273109436035,0.5699790120124817,0.5700997710227966,4.714119911193848,0.5947306752204895,-0.7453663945198059,0.013552299700677395,-0.2953188121318817,-0.0001326021592831239,"tensor(0.9344, device='cuda:0')","tensor(4.6723, device='cuda:0')","tensor(1.0091, device='cuda:0')","tensor(-1.1809, device='cuda:0')","tensor(-0.0046, device='cuda:0')","tensor(-0.3195, device='cuda:0')","tensor(-8.4508e-05, device='cuda:0')",-0.538460373878479,0.22590254247188568,-0.30300283432006836,0.12563680112361908,-0.08343172073364258,-0.17696461081504822,-2.3424320220947266,0.0610823929309845,0.8040387034416199,-0.012997858226299286,2.551168441772461,0.08719291538000107,-0.41567903757095337,-0.0008871771860867739
