step,contact_force_magnitude,fs_force_x,fs_force_y,fs_force_z,fs_torque_x,fs_torque_y,fs_torque_z,osc_torque_j1,ft_torque_j1,diff_torque_j1,osc_torque_j2,ft_torque_j2,diff_torque_j2,osc_torque_j3,ft_torque_j3,diff_torque_j3,osc_torque_j4,ft_torque_j4,diff_torque_j4,osc_torque_j5,ft_torque_j5,diff_torque_j5,osc_torque_j6,ft_torque_j6,diff_torque_j6,osc_torque_j7,ft_torque_j7,diff_torque_j7
370,9.97697925567627,-0.5216802954673767,-0.9036839008331299,9.976851463317871,0.09868980944156647,0.005392839200794697,-0.0005524104926735163,-0.4292299151420593,-0.4332440495491028,0.004014134407043457,4.18019962310791,4.179856777191162,0.0003428459167480469,-0.6898574233055115,-0.6950268745422363,0.0051694512367248535,-1.2091195583343506,-1.2090970277786255,-2.2530555725097656e-05,-0.040997449308633804,-0.04125886783003807,0.00026141852140426636,-0.6865546703338623,-0.6848719716072083,-0.0016826987266540527,0.0006072085234336555,-0.0005386003176681697,0.0011458088411018252
380,9.974555969238281,-0.5256605744361877,-0.922738254070282,9.974631309509277,0.0963868498802185,0.005996888969093561,0.00017254363046959043,-0.4229986071586609,-0.4275514781475067,0.004552870988845825,4.181922435760498,4.179372310638428,0.0025501251220703125,-0.6842790842056274,-0.6899315714836121,0.005652487277984619,-1.2114428281784058,-1.2085061073303223,-0.002936720848083496,-0.04170116409659386,-0.04141116887331009,-0.0002899952232837677,-0.6869033575057983,-0.6851503849029541,-0.0017529726028442383,0.0005890613538213074,0.00018076396372634917,0.0004082974046468735
390,9.966767311096191,-0.5158726572990417,-0.9341442584991455,9.967497825622559,0.09899574518203735,0.005564531777054071,6.0367718106135726e-05,-0.4530426263809204,-0.4543924927711487,0.0013498663902282715,4.1782073974609375,4.171599388122559,0.006608009338378906,-0.7118163108825684,-0.7141757011413574,0.0023593902587890625,-1.2078311443328857,-1.2066103219985962,-0.0012208223342895508,-0.04150647297501564,-0.04164606332778931,0.00013959035277366638,-0.6845102906227112,-0.6821448802947998,-0.002365410327911377,0.0006529185920953751,0.0001761341845849529,0.0004767844220623374
400,9.832463264465332,-0.537933886051178,-0.8998730778694153,9.832221031188965,0.08651398122310638,0.00480567617341876,0.0002498491376172751,-0.41770538687705994,-0.4510170817375183,0.033311694860458374,4.187319278717041,4.172917366027832,0.014401912689208984,-0.6797335743904114,-0.7111697196960449,0.031436145305633545,-1.2119776010513306,-1.2061312198638916,-0.005846381187438965,-0.04132445901632309,-0.04140979424118996,8.533522486686707e-05,-0.6883677244186401,-0.682346522808075,-0.0060212016105651855,0.0006157724419608712,0.00019367525237612426,0.00042209718958474696
410,10.148796081542969,-0.49563345313072205,-0.9353253841400146,10.15074634552002,0.11373031884431839,0.004257749300450087,-0.00011173637903993949,-0.4543563723564148,-0.4174003303050995,-0.03695604205131531,4.170942306518555,4.184096813201904,-0.01315450668334961,-0.7124118804931641,-0.6808921694755554,-0.03151971101760864,-1.2057501077651978,-1.2115808725357056,0.0058307647705078125,-0.04117477685213089,-0.0415676049888134,0.0003928281366825104,-0.6830141544342041,-0.6864913702011108,0.0034772157669067383,0.0005913409986533225,5.991748548694886e-05,0.000531423487700522
420,9.8612060546875,-0.5353030562400818,-0.8870419263839722,9.866325378417969,0.0930774062871933,0.005086783319711685,-0.0012202640064060688,-0.4333949685096741,-0.4370489716529846,0.003654003143310547,4.185618877410889,4.170126438140869,0.015492439270019531,-0.6941856741905212,-0.6975207924842834,0.003335118293762207,-1.2116607427597046,-1.2060825824737549,-0.005578160285949707,-0.04135908558964729,-0.04087304323911667,-0.0004860423505306244,-0.6874706745147705,-0.68318772315979,-0.004282951354980469,0.0006496676942333579,-0.0012349446769803762,0.0018846123712137341
430,9.7253999710083,-0.5470831990242004,-0.8966958522796631,9.736275672912598,0.082857646048069,0.0040245503187179565,-0.0012853365624323487,-0.4369741678237915,-0.45607468485832214,0.01910051703453064,4.1903862953186035,4.1665730476379395,0.023813247680664062,-0.6978268027305603,-0.7149562835693359,0.017129480838775635,-1.21243155002594,-1.204585075378418,-0.007846474647521973,-0.041423339396715164,-0.0405389629304409,-0.0008843764662742615,-0.6879488229751587,-0.6817768216133118,-0.006172001361846924,0.0007010474218986928,-0.001383929862640798,0.00208497722633183
440,9.886483192443848,-0.529910147190094,-0.8936776518821716,9.88557243347168,0.0900086984038353,0.004910046234726906,-0.0003507791261654347,-0.41952189803123474,-0.4488077759742737,0.02928587794303894,4.184629917144775,4.181763172149658,0.0028667449951171875,-0.681189239025116,-0.7093914747238159,0.02820223569869995,-1.210469126701355,-1.2098733186721802,-0.0005958080291748047,-0.04088059067726135,-0.0412600040435791,0.000379413366317749,-0.6880820393562317,-0.6843667030334473,-0.003715336322784424,0.0005844634142704308,-0.0002921358682215214,0.0008765992824919522
450,9.934605598449707,-0.5337136387825012,-0.8776966333389282,9.934489250183105,0.09452220797538757,0.005814488045871258,-0.0009782335255295038,-0.4074287414550781,-0.4193059802055359,0.011877238750457764,4.185683727264404,4.182736873626709,0.0029468536376953125,-0.6700744032859802,-0.6820629239082336,0.011988520622253418,-1.213279366493225,-1.2101554870605469,-0.0031238794326782227,-0.04124404862523079,-0.04100148752331734,-0.00024256110191345215,-0.6888035535812378,-0.6863224506378174,-0.00248110294342041,0.0005569118075072765,-0.0009594035800546408,0.0015163153875619173
460,9.868339538574219,-0.5552842617034912,-0.9173672199249268,9.851239204406738,0.07740284502506256,0.01007957011461258,-0.00026631858781911433,-0.3776812255382538,-0.45798707008361816,0.08030584454536438,4.191307067871094,4.17151403427124,0.019793033599853516,-0.6429126262664795,-0.7155670523643494,0.07265442609786987,-1.216323971748352,-1.2055211067199707,-0.010802865028381348,-0.041220519691705704,-0.04102989286184311,-0.0001906268298625946,-0.6914240717887878,-0.6835116744041443,-0.007912397384643555,0.000602825079113245,-0.00047181188710965216,0.0010746369371190667
