step,contact_force_x,contact_force_y,contact_force_z,contact_force_magnitude,fs_force_x_raw,fs_force_y_raw,fs_force_z_raw,fs_force_x,fs_force_y,fs_force_z,fs_torque_x_raw,fs_torque_y_raw,fs_torque_z_raw,fs_torque_x,fs_torque_y,fs_torque_z,link_data[link1_force_x_raw],link_data[link1_force_y_raw],link_data[link1_force_z_raw],link_data[link1_torque_x_raw],link_data[link1_torque_y_raw],link_data[link1_torque_z_raw],link_data[link3_force_x_raw],link_data[link3_force_y_raw],link_data[link3_force_z_raw],link_data[link3_torque_x_raw],link_data[link3_torque_y_raw],link_data[link3_torque_z_raw],link_data[link5_force_x_raw],link_data[link5_force_y_raw],link_data[link5_force_z_raw],link_data[link5_torque_x_raw],link_data[link5_torque_y_raw],link_data[link5_torque_z_raw],osc_torque_j1,osc_torque_j2,osc_torque_j3,osc_torque_j4,osc_torque_j5,osc_torque_j6,osc_torque_j7
55,0.0,0.0,0.0,0.0,-0.012485969811677933,0.23580989241600037,0.8015221357345581,-0.012485969811677933,0.23580989241600037,0.8015221357345581,-0.008124289102852345,0.006013813428580761,-0.0007583239930681884,-0.008124289102852345,0.006013813428580761,-0.0007583239930681884,8.98206615447998,-2.799410343170166,-2.386143445968628,0.36321452260017395,3.6382675170898438,-1.2339434623718262,6.644444942474365,-3.8900294303894043,-5.845719814300537,-0.8639798164367676,1.4558545351028442,-1.2653001546859741,2.02712345123291,-1.2517871856689453,3.9881887435913086,0.07009896636009216,0.33366864919662476,-0.002368632471188903,-1.2630996704101562,3.6392292976379395,-1.2906537055969238,-1.0432775020599365,-0.0015600845217704773,-0.282245010137558,0.005756088066846132
60,0.0,0.0,0.0,0.0,-0.005058118607848883,0.2720620930194855,0.7975044846534729,-0.005058118607848883,0.2720620930194855,0.7975044846534729,-0.009207100607454777,0.006657133344560862,-0.001808129483833909,-0.009207100607454777,0.006657133344560862,-0.001808129483833909,8.865161895751953,-2.944646120071411,-2.5198025703430176,0.3722941279411316,3.6072347164154053,-1.324623703956604,6.538393497467041,-3.9928650856018066,-5.84702205657959,-0.9243391752243042,1.4691674709320068,-1.3478187322616577,2.1852188110351562,-1.361495852470398,3.9534835815429688,0.07994015514850616,0.33708932995796204,0.00032335208379663527,-1.3283228874206543,3.6113109588623047,-1.3443728685379028,-1.0403250455856323,0.0001128949224948883,-0.2811647653579712,0.005038212053477764
65,0.0,0.0,0.0,0.0,0.005647380370646715,0.25681570172309875,0.7856268286705017,0.005647380370646715,0.25681570172309875,0.7856268286705017,-0.00853426568210125,0.007213783450424671,-0.0023772595450282097,-0.00853426568210125,0.007213783450424671,-0.0023772595450282097,8.852046012878418,-2.7903635501861572,-2.552936553955078,0.3291359841823578,3.574916362762451,-1.302870273590088,6.616212368011475,-3.8069028854370117,-5.787207126617432,-0.8996164202690125,1.4186697006225586,-1.3055094480514526,2.1026031970977783,-1.3203046321868896,3.9238698482513428,0.07922226190567017,0.3250006437301636,-0.0048780241049826145,-1.292150855064392,3.583376407623291,-1.2883214950561523,-0.9919031262397766,-0.005677684210240841,-0.2687107026576996,0.0026003236416727304
70,0.0,0.0,0.0,0.0,0.015646670013666153,0.2029959261417389,0.769156813621521,0.015646670013666153,0.2029959261417389,0.769156813621521,-0.006597049999982119,0.0075955321080982685,-0.0006923048640601337,-0.006597049999982119,0.0075955321080982685,-0.0006923048640601337,8.892404556274414,-2.4483819007873535,-2.559953212738037,0.2525193989276886,3.547579526901245,-1.218853235244751,6.794820308685303,-3.4545626640319824,-5.712170600891113,-0.828201949596405,1.3425527811050415,-1.1986292600631714,1.9019055366516113,-1.1864765882492065,3.910414218902588,0.07239028066396713,0.30933234095573425,-0.010075447149574757,-1.1957429647445679,3.5585124492645264,-1.166508436203003,-0.919894278049469,-0.013479504734277725,-0.2539497911930084,0.0009121092152781785
75,0.0,0.0,0.0,0.0,0.02494402416050434,0.13972978293895721,0.7490203976631165,0.02494402416050434,0.13972978293895721,0.7490203976631165,-0.004253463353961706,0.00796687975525856,-0.001523463986814022,-0.004253463353961706,0.00796687975525856,-0.001523463986814022,8.955427169799805,-1.9900577068328857,-2.582138776779175,0.15067413449287415,3.5181236267089844,-1.0919491052627563,7.016765117645264,-2.9903292655944824,-5.6370954513549805,-0.7296324968338013,1.251591682434082,-1.0442858934402466,1.6292273998260498,-0.9939469695091248,3.8976430892944336,0.06162593141198158,0.28831788897514343,-0.02133900672197342,-1.0642460584640503,3.5329065322875977,-1.0054619312286377,-0.8368393778800964,-0.02242044359445572,-0.2369292676448822,0.00047242961591109633
80,0.0,0.0,0.0,0.0,0.02197331190109253,0.07515770196914673,0.7358530759811401,0.02197331190109253,0.07515770196914673,0.7358530759811401,-0.0020598298870027065,0.007520636543631554,-0.001515492214821279,-0.0020598298870027065,0.007520636543631554,-0.001515492214821279,9.036544799804688,-1.4684098958969116,-2.6496667861938477,0.03673502430319786,3.486813545227051,-0.9444370865821838,7.2570719718933105,-2.444190502166748,-5.572963714599609,-0.6122815608978271,1.1514025926589966,-0.8609625697135925,1.2855819463729858,-0.7825642824172974,3.887646198272705,0.04980262741446495,0.267721563577652,-0.030201496556401253,-0.917919397354126,3.4986624717712402,-0.8265128135681152,-0.739639163017273,-0.031269412487745285,-0.21741220355033875,0.0012939724838361144
85,0.0,0.0,0.0,0.0,0.030362354591488838,-0.07231585681438446,0.7044704556465149,0.030362354591488838,-0.07231585681438446,0.7044704556465149,0.00312466430477798,0.007701694034039974,0.0003829631023108959,0.00312466430477798,0.007701694034039974,0.0003829631023108959,9.20459270477295,-0.5907965302467346,-2.7523107528686523,-0.13904736936092377,3.4454710483551025,-0.6564397811889648,7.647035121917725,-1.5775854587554932,-5.524124622344971,-0.407649427652359,0.9984515309333801,-0.5322743654251099,0.688823401927948,-0.409178227186203,3.8742589950561523,0.029021495953202248,0.2243691086769104,-0.051732126623392105,-0.2874909043312073,3.4610865116119385,-0.13709422945976257,-0.487562358379364,-0.07833600044250488,-0.14147058129310608,-0.0006671882001683116
90,0.0,0.0,0.0,0.0,0.015877580270171165,-0.27210649847984314,0.6843783855438232,0.015877580270171165,-0.27210649847984314,0.6843783855438232,0.009771764278411865,0.006613024044781923,0.0024019561242312193,0.009771764278411865,0.006613024044781923,0.0024019561242312193,9.458046913146973,0.641563355922699,-2.955470561981201,-0.36837083101272583,3.4209887981414795,-0.2005634754896164,8.16865348815918,-0.37647372484207153,-5.520241737365723,-0.11110540479421616,0.8177080154418945,-0.0350959487259388,-0.21672607958316803,0.12611553072929382,3.918555736541748,-0.001273970934562385,0.1718701720237732,-0.0832844004034996,-0.2703712582588196,3.431055784225464,-0.10572712123394012,-0.45311439037323,-0.07958704233169556,-0.15525370836257935,-0.0004879271436948329
95,0.0,0.0,0.0,0.0,0.021737879142165184,-0.11730854213237762,0.6912400722503662,0.021737879142165184,-0.11730854213237762,0.6912400722503662,0.004477038513869047,0.007028546649962664,0.0014372660079970956,0.004477038513869047,0.007028546649962664,0.0014372660079970956,9.218100547790527,-0.42808523774147034,-3.5612378120422363,-0.1906810849905014,3.3182132244110107,-0.5712529420852661,7.870440483093262,-1.4066236019134521,-5.6956586837768555,-0.3462578356266022,0.8204618096351624,-0.42544275522232056,0.3042212724685669,-0.42612913250923157,3.8444597721099854,0.03438244387507439,0.18915309011936188,-0.06223500519990921,-0.627913236618042,3.343083381652832,-0.48350653052330017,-0.4373253285884857,-0.0610879622399807,-0.18064506351947784,-0.0005611864617094398
100,0.0,0.0,0.0,0.0,0.026249898597598076,-0.044313810765743256,0.6875956654548645,0.026249898597598076,-0.044313810765743256,0.6875956654548645,0.0019927232060581446,0.0073087820783257484,0.0002993880771100521,0.0019927232060581446,0.0073087820783257484,0.0002993880771100521,9.084174156188965,-1.3234338760375977,-4.104832649230957,-0.003881511278450489,3.2255821228027344,-0.7692669630050659,7.772017002105713,-2.320631980895996,-5.792973041534424,-0.45329344272613525,0.7482692003250122,-0.6513389945030212,0.5132976770401001,-0.7384731769561768,3.7775022983551025,0.05301586538553238,0.17976327240467072,-0.056602843105793,-0.7919155955314636,3.260575771331787,-0.6784939169883728,-0.3525394797325134,-0.05669781565666199,-0.1871289610862732,0.0005305436789058149
105,0.0,0.0,0.0,0.0,0.026589082553982735,-0.03384130448102951,0.684731662273407,0.026589082553982735,-0.03384130448102951,0.684731662273407,0.0015852208016440272,0.007391792256385088,0.00025517476024106145,0.0015852208016440272,0.007391792256385088,0.00025517476024106145,9.00927448272705,-2.0981760025024414,-4.682431697845459,0.21164967119693756,3.1758999824523926,-0.8114535212516785,7.801990985870361,-3.1993579864501953,-5.885924339294434,-0.4588695466518402,0.6467881202697754,-0.7435763478279114,0.472298800945282,-0.8687163591384888,3.763256549835205,0.060804788023233414,0.1546047329902649,-0.058683913201093674,-0.8321607708930969,3.213409662246704,-0.7713491916656494,-0.25984418392181396,-0.057069458067417145,-0.19222763180732727,0.0002100519632222131
110,0.0,0.0,0.0,0.0,0.02849273383617401,0.0013731311773881316,0.7053266167640686,0.02849273383617401,0.0013731311773881316,0.7053266167640686,0.0002829112927429378,0.007795603014528751,1.2293200597923715e-05,0.0002829112927429378,0.007795603014528751,1.2293200597923715e-05,8.868720054626465,-2.858794689178467,-5.536517143249512,0.44273898005485535,3.2353720664978027,-0.8247671127319336,7.796972751617432,-4.122594356536865,-6.183963775634766,-0.4417271018028259,0.619265615940094,-0.8343321681022644,0.47520044445991516,-0.926181435585022,3.8494789600372314,0.07145468890666962,0.1384940892457962,-0.0480211079120636,-0.7967463135719299,3.2639803886413574,-0.8193807601928711,-0.23803526163101196,-0.04362112283706665,-0.20512866973876953,0.0010617742082104087
115,0.0,0.0,0.0,0.0,0.038865525275468826,0.020958224311470985,0.769591748714447,0.038865525275468826,0.020958224311470985,0.769591748714447,-0.00039518254925496876,0.009032150730490685,6.253859464777634e-05,-0.00039518254925496876,0.009032150730490685,6.253859464777634e-05,8.54378604888916,-2.293140172958374,-7.0362653732299805,0.3250330090522766,3.5119175910949707,-0.6024459600448608,7.939418792724609,-3.7847728729248047,-7.059116363525391,-0.34236422181129456,0.7815409302711487,-0.7158685326576233,0.3326770067214966,-0.6937536597251892,4.203718662261963,0.08398705720901489,0.15123401582241058,-0.017436577007174492,-0.5310670137405396,3.508028507232666,-0.6623011231422424,-0.38063719868659973,-0.007492476142942905,-0.22845757007598877,0.00010076422768179327
120,0.0,0.0,0.0,0.0,0.059414930641651154,0.02468613162636757,0.8648054599761963,0.059414930641651154,0.02468613162636757,0.8648054599761963,-0.00014612260565627366,0.010722236707806587,-8.191941742552444e-05,-0.00014612260565627366,0.010722236707806587,-8.191941742552444e-05,7.790915489196777,0.06778386980295181,-9.202531814575195,-0.351186066865921,3.9350333213806152,-0.19028590619564056,8.30077075958252,-1.621025562286377,-8.56824779510498,-0.2222469300031662,1.16176176071167,-0.42819857597351074,0.15347272157669067,-0.2235400676727295,4.779301643371582,0.09729829430580139,0.21007519960403442,0.03746066242456436,-0.09904652833938599,3.889458417892456,-0.3551420569419861,-0.6786644458770752,0.048354603350162506,-0.2537761330604553,0.00089441699674353
125,0.0,0.0,0.0,0.0,0.060426097363233566,0.0007312360685318708,0.9355721473693848,0.060426097363233566,0.0007312360685318708,0.9355721473693848,0.001098428969271481,0.010861617513000965,-0.00012142126070102677,0.001098428969271481,0.010861617513000965,-0.00012142126070102677,6.6536970138549805,2.7751779556274414,-11.305777549743652,-1.1753478050231934,4.293357849121094,0.2303556203842163,8.721368789672852,1.03990638256073,-10.05205249786377,-0.14545486867427826,1.5635037422180176,-0.14207345247268677,-0.01295939926058054,0.2796461880207062,5.240294456481934,0.1028699278831482,0.2794869840145111,0.08211596310138702,0.2978912889957428,4.235933780670166,-0.08903881907463074,-0.9677945375442505,0.08741600066423416,-0.26698797941207886,0.0011133867083117366
135,0.0,0.0,0.0,0.0,-0.17928174138069153,0.8440565466880798,0.8742799162864685,-0.17928174138069153,0.8440565466880798,0.8742799162864685,-0.02851272188127041,0.002462242729961872,-0.007811532821506262,-0.02851272188127041,0.002462242729961872,-0.007811532821506262,8.315838813781738,-4.488945484161377,-6.177417755126953,-0.41348493099212646,3.9779555797576904,-2.914411783218384,8.398475646972656,-6.414705276489258,-4.069596767425537,-1.0300220251083374,1.0661851167678833,-3.076014518737793,5.146172046661377,0.26745477318763733,4.115894317626953,0.02466670051217079,0.48322564363479614,-0.16419045627117157,-2.2308051586151123,3.795952796936035,-2.4034504890441895,-0.5927519798278809,-0.12147665023803711,-0.3620509207248688,0.0003586334642022848
140,5.172946929931641,-0.05160867050290108,-5.194921970367432,7.331388473510742,-0.7348583340644836,-0.2771620452404022,7.338398456573486,-0.7348583340644836,-0.2771620452404022,7.338398456573486,-0.029402367770671844,-0.00956327747553587,0.0013441037153825164,-0.029402367770671844,-0.00956327747553587,0.0013441037153825164,6.7755231857299805,0.9777581691741943,-7.006904602050781,-1.148982048034668,4.082909107208252,-0.5265505313873291,8.239494323730469,-0.7205119729042053,-5.236714839935303,-0.40302392840385437,1.5595142841339111,-0.8157146573066711,0.6753114461898804,0.668216347694397,7.920497417449951,-0.09149561077356339,0.6065159440040588,-0.027518684044480324,-3.549036741256714,4.258014678955078,-3.7247111797332764,-1.4052352905273438,-0.09331255406141281,-0.9504958987236023,-0.0003503843618091196
145,7.185051441192627,-0.010734029114246368,-7.197433948516846,10.169962882995605,-0.5344408750534058,-0.5597785711288452,10.159435272216797,-0.5344408750534058,-0.5597785711288452,10.159435272216797,0.2126530259847641,0.04480677843093872,0.0030069854110479355,0.2126530259847641,0.04480677843093872,0.0030069854110479355,6.515458106994629,1.7438468933105469,-7.371528148651123,-1.3223326206207275,4.05431604385376,-0.24138465523719788,8.244007110595703,0.08838614821434021,-5.654514789581299,-0.3644888699054718,1.6147613525390625,-0.5491281747817993,0.2927703261375427,0.5242737531661987,10.118189811706543,-0.033745162189006805,0.6202504634857178,-0.02315875142812729,-0.3606376349925995,4.10715389251709,-0.6613909006118774,-1.1687238216400146,-0.031686097383499146,-0.6222501397132874,0.001587091595865786
150,6.915154933929443,-0.05352524295449257,-6.948904991149902,9.803545951843262,-0.5369029641151428,-1.5775774717330933,9.809916496276855,-0.5369029641151428,-1.5775774717330933,9.809916496276855,0.07672784477472305,0.04295177385210991,-0.003051378997042775,0.07672784477472305,0.04295177385210991,-0.003051378997042775,6.520463943481445,1.5626682043075562,-7.422710418701172,-1.2722119092941284,4.099484443664551,-0.2519678771495819,8.22148323059082,-0.08885221183300018,-5.702158451080322,-0.36996981501579285,1.6481642723083496,-0.5576324462890625,0.12065467238426208,0.6283263564109802,9.934012413024902,-0.03634988144040108,0.6291265487670898,-0.052496906369924545,-1.6332333087921143,4.123921871185303,-1.8758106231689453,-1.2589771747589111,-0.08078937232494354,-0.7448925375938416,-0.00039046129677444696
155,6.48682165145874,0.004314689431339502,-6.497977256774902,9.18164348602295,-0.6181707382202148,-0.027656273916363716,9.236306190490723,-0.6181707382202148,-0.027656273916363716,9.236306190490723,0.17853882908821106,-0.007259970996528864,0.005068491213023663,0.17853882908821106,-0.007259970996528864,0.005068491213023663,6.602642059326172,1.4675990343093872,-7.205160140991211,-1.2863190174102783,4.0762152671813965,-0.347120463848114,8.220861434936523,-0.14144012331962585,-5.475640296936035,-0.3998257517814636,1.6225460767745972,-0.6360538601875305,0.4957519769668579,0.5726772546768188,9.45238971710205,-0.08271325379610062,0.634308934211731,-0.02867930755019188,-0.5703151226043701,4.182925701141357,-0.8530925512313843,-1.217522144317627,-0.03261233866214752,-0.6596883535385132,0.002627073787152767
160,7.31781005859375,-0.0010070051066577435,-7.325109481811523,10.354108810424805,-0.5579218864440918,-1.0111485719680786,10.310956954956055,-0.5579218864440918,-1.0111485719680786,10.310956954956055,0.12879548966884613,0.04458779841661453,-0.0009231109288521111,0.12879548966884613,0.04458779841661453,-0.0009231109288521111,6.560476303100586,1.5120176076889038,-7.5059051513671875,-1.2968463897705078,4.1319050788879395,-0.3167889416217804,8.266225814819336,-0.1014368087053299,-5.777853488922119,-0.3939020037651062,1.6721614599227905,-0.6155549883842468,0.2727424204349518,0.5952369570732117,10.215408325195312,-0.036914799362421036,0.6600667238235474,-0.038465116173028946,-0.2921190559864044,4.1307454109191895,-0.5919907689094543,-1.200042486190796,-0.04223642125725746,-0.6595466136932373,0.00018330244347453117
165,7.648792743682861,0.0029914486221969128,-7.6641035079956055,10.827858924865723,-0.4446147084236145,-0.306593120098114,10.866598129272461,-0.4446147084236145,-0.306593120098114,10.866598129272461,0.23013044893741608,0.0024211453273892403,0.005956930108368397,0.23013044893741608,0.0024211453273892403,0.005956930108368397,6.559764385223389,2.715907096862793,-7.529428482055664,-1.5216803550720215,4.143544673919678,0.1472637951374054,8.499589920043945,1.1159313917160034,-5.804862022399902,-0.3260701298713684,1.688313603401184,-0.18523530662059784,-0.3621841073036194,0.5672885775566101,10.816201210021973,-0.06095923110842705,0.6976996064186096,-0.028747186064720154,-0.19503945112228394,4.118194103240967,-0.49444589018821716,-1.1819887161254883,-0.026233751326799393,-0.6785919666290283,0.0027403095737099648
170,7.165813446044922,-0.003201940329745412,-7.171476364135742,10.137995719909668,-0.47146075963974,-1.3577440977096558,10.137298583984375,-0.47146075963974,-1.3577440977096558,10.137298583984375,0.0935816764831543,0.03042072243988514,-0.0029579780530184507,0.0935816764831543,0.03042072243988514,-0.0029579780530184507,6.580132007598877,1.2300324440002441,-7.486102104187012,-1.2341928482055664,4.13681697845459,-0.41286659240722656,8.226076126098633,-0.34863489866256714,-5.755606651306152,-0.40647104382514954,1.672195315361023,-0.6949436664581299,0.3306947350502014,0.5643331408500671,10.16335391998291,-0.045080579817295074,0.6687790751457214,-0.03977520018815994,-0.7515518665313721,4.127920150756836,-1.0163377523422241,-1.2014528512954712,-0.049870770424604416,-0.6870964765548706,-0.00033335687476210296
175,8.18705940246582,0.0035012317821383476,-8.202329635620117,11.589054107666016,-0.33787816762924194,-0.7554371356964111,11.608126640319824,-0.33787816762924194,-0.7554371356964111,11.608126640319824,0.2868347465991974,0.027323493734002113,-0.003572930349037051,0.2868347465991974,0.027323493734002113,-0.003572930349037051,6.509659290313721,1.5471962690353394,-7.646642684936523,-1.349524736404419,4.142848014831543,-0.34282413125038147,8.258258819580078,0.0059827230870723724,-5.930037975311279,-0.4167787730693817,1.7131389379501343,-0.6281102299690247,0.377681702375412,0.4530559778213501,11.30328369140625,-0.040708571672439575,0.6909607648849487,-0.02755206823348999,-0.6844003200531006,4.072181701660156,-0.945505678653717,-1.1758917570114136,-0.039518196135759354,-0.6528322100639343,-0.0007248224574141204
180,7.182390213012695,-0.0023175913374871016,-7.188733100891113,10.161920547485352,-0.47928792238235474,-1.0844573974609375,10.141016960144043,-0.47928792238235474,-1.0844573974609375,10.141016960144043,0.10070855170488358,0.02248450741171837,0.0004981031524948776,0.10070855170488358,0.02248450741171837,0.0004981031524948776,6.565008640289307,1.1237156391143799,-7.448429584503174,-1.2286136150360107,4.128172874450684,-0.4647371470928192,8.181650161743164,-0.41463151574134827,-5.723698616027832,-0.42894479632377625,1.6726454496383667,-0.742850661277771,0.45493048429489136,0.5646884441375732,10.095457077026367,-0.049104563891887665,0.6782093048095703,-0.0420425720512867,-0.8402825593948364,4.140741348266602,-1.102212905883789,-1.2176626920700073,-0.048602864146232605,-0.711056113243103,0.0007672240608371794
