step,contact_force_x,contact_force_y,contact_force_z,contact_force_magnitude,fs_force_x_raw,fs_force_y_raw,fs_force_z_raw,fs_force_x,fs_force_y,fs_force_z,fs_torque_x_raw,fs_torque_y_raw,fs_torque_z_raw,fs_torque_x,fs_torque_y,fs_torque_z,link_data[joint2_force_x_raw],link_data[joint2_force_y_raw],link_data[joint2_force_z_raw],link_data[joint2_torque_x_raw],link_data[joint2_torque_y_raw],link_data[joint2_torque_z_raw],link_data[joint4_force_x_raw],link_data[joint4_force_y_raw],link_data[joint4_force_z_raw],link_data[joint4_torque_x_raw],link_data[joint4_torque_y_raw],link_data[joint4_torque_z_raw],link_data[joint6_force_x_raw],link_data[joint6_force_y_raw],link_data[joint6_force_z_raw],link_data[joint6_torque_x_raw],link_data[joint6_torque_y_raw],link_data[joint6_torque_z_raw],osc_torque_j1,osc_torque_j2,osc_torque_j3,osc_torque_j4,osc_torque_j5,osc_torque_j6,osc_torque_j7,joint_pos_j1,joint_vel_j1,joint_pos_j2,joint_vel_j2,joint_pos_j3,joint_vel_j3,joint_pos_j4,joint_vel_j4,joint_pos_j5,joint_vel_j5,joint_pos_j6,joint_vel_j6,joint_pos_j7,joint_vel_j7
65,0.0,0.0,0.0,0.0,0.005647380370646715,0.25681570172309875,0.7856268286705017,0.005647380370646715,0.25681570172309875,0.7856268286705017,-0.00853426568210125,0.007213783450424671,-0.0023772595450282097,-0.00853426568210125,0.007213783450424671,-0.0023772595450282097,8.852046012878418,-2.7903635501861572,-2.552936553955078,0.3291359841823578,3.574916362762451,-1.302870273590088,6.616212368011475,-3.8069028854370117,-5.787207126617432,-0.8996164202690125,1.4186697006225586,-1.3055094480514526,2.1026031970977783,-1.3203046321868896,3.9238698482513428,0.07922226190567017,0.3250006437301636,-0.0048780241049826145,-1.292150855064392,3.583376407623291,-1.2883214950561523,-0.9919031262397766,-0.005677684210240841,-0.2687107026576996,0.0026003236416727304,0.12828107178211212,-0.034929465502500534,-0.3981347382068634,0.24396143853664398,0.14875800907611847,-0.09333692491054535,-2.562713146209717,0.07854680716991425,-0.5865238308906555,-0.31007853150367737,2.870821714401245,0.13828487694263458,1.5773370265960693,0.24396587908267975
70,0.0,0.0,0.0,0.0,0.015646670013666153,0.2029959261417389,0.769156813621521,0.015646670013666153,0.2029959261417389,0.769156813621521,-0.006597049999982119,0.0075955321080982685,-0.0006923048640601337,-0.006597049999982119,0.0075955321080982685,-0.0006923048640601337,8.892404556274414,-2.4483819007873535,-2.559953212738037,0.2525193989276886,3.547579526901245,-1.218853235244751,6.794820308685303,-3.4545626640319824,-5.712170600891113,-0.828201949596405,1.3425527811050415,-1.1986292600631714,1.9019055366516113,-1.1864765882492065,3.910414218902588,0.07239028066396713,0.30933234095573425,-0.010075447149574757,-1.1957429647445679,3.5585124492645264,-1.166508436203003,-0.919894278049469,-0.013479504734277725,-0.2539497911930084,0.0009121092152781785,0.1259240359067917,-0.055620089173316956,-0.3846728503704071,0.28818023204803467,0.14392347633838654,-0.09858769923448563,-2.5583386421203613,0.09496957063674927,-0.6036445498466492,-0.3666660487651825,2.878872871398926,0.17645420134067535,1.5902159214019775,0.2712685465812683
75,0.0,0.0,0.0,0.0,0.02494402416050434,0.13972978293895721,0.7490203976631165,0.02494402416050434,0.13972978293895721,0.7490203976631165,-0.004253463353961706,0.00796687975525856,-0.001523463986814022,-0.004253463353961706,0.00796687975525856,-0.001523463986814022,8.955427169799805,-1.9900577068328857,-2.582138776779175,0.15067413449287415,3.5181236267089844,-1.0919491052627563,7.016765117645264,-2.9903292655944824,-5.6370954513549805,-0.7296324968338013,1.251591682434082,-1.0442858934402466,1.6292273998260498,-0.9939469695091248,3.8976430892944336,0.06162593141198158,0.28831788897514343,-0.02133900672197342,-1.0642460584640503,3.5329065322875977,-1.0054619312286377,-0.8368393778800964,-0.02242044359445572,-0.2369292676448822,0.00047242961591109633,0.12241704016923904,-0.08080277591943741,-0.3684656023979187,0.3511081337928772,0.13891424238681793,-0.10071723163127899,-2.552774667739868,0.12403319776058197,-0.6242833137512207,-0.4475953280925751,2.888890266418457,0.2176118791103363,1.6052709817886353,0.3210963010787964
80,0.0,0.0,0.0,0.0,0.02197331190109253,0.07515770196914673,0.7358530759811401,0.02197331190109253,0.07515770196914673,0.7358530759811401,-0.0020598298870027065,0.007520636543631554,-0.001515492214821279,-0.0020598298870027065,0.007520636543631554,-0.001515492214821279,9.036544799804688,-1.4684098958969116,-2.6496667861938477,0.03673502430319786,3.486813545227051,-0.9444370865821838,7.2570719718933105,-2.444190502166748,-5.572963714599609,-0.6122815608978271,1.1514025926589966,-0.8609625697135925,1.2855819463729858,-0.7825642824172974,3.887646198272705,0.04980262741446495,0.267721563577652,-0.030201496556401253,-0.917919397354126,3.4986624717712402,-0.8265128135681152,-0.739639163017273,-0.031269412487745285,-0.21741220355033875,0.0012939724838361144,0.11736781895160675,-0.116364024579525,-0.34832683205604553,0.4417378008365631,0.13395272195339203,-0.09718212485313416,-2.545243740081787,0.17132540047168732,-0.6500044465065002,-0.5650535821914673,2.9011738300323486,0.26534438133239746,1.6237683296203613,0.40498897433280945
85,0.0,0.0,0.0,0.0,0.030362354591488838,-0.07231585681438446,0.7044704556465149,0.030362354591488838,-0.07231585681438446,0.7044704556465149,0.00312466430477798,0.007701694034039974,0.0003829631023108959,0.00312466430477798,0.007701694034039974,0.0003829631023108959,9.20459270477295,-0.5907965302467346,-2.7523107528686523,-0.13904736936092377,3.4454710483551025,-0.6564397811889648,7.647035121917725,-1.5775854587554932,-5.524124622344971,-0.407649427652359,0.9984515309333801,-0.5322743654251099,0.688823401927948,-0.409178227186203,3.8742589950561523,0.029021495953202248,0.2243691086769104,-0.051732126623392105,-0.2874909043312073,3.4610865116119385,-0.13709422945976257,-0.487562358379364,-0.07833600044250488,-0.14147058129310608,-0.0006671882001683116,0.10998279601335526,-0.17133283615112305,-0.322430282831192,0.5760176181793213,0.1295073926448822,-0.08061196655035019,-2.534498929977417,0.24975278973579407,-0.6833236217498779,-0.7456752061843872,2.916184663772583,0.32437703013420105,1.6484161615371704,0.5606082081794739
90,0.0,0.0,0.0,0.0,0.015877580270171165,-0.27210649847984314,0.6843783855438232,0.015877580270171165,-0.27210649847984314,0.6843783855438232,0.009771764278411865,0.006613024044781923,0.0024019561242312193,0.009771764278411865,0.006613024044781923,0.0024019561242312193,9.458046913146973,0.641563355922699,-2.955470561981201,-0.36837083101272583,3.4209887981414795,-0.2005634754896164,8.16865348815918,-0.37647372484207153,-5.520241737365723,-0.11110540479421616,0.8177080154418945,-0.0350959487259388,-0.21672607958316803,0.12611553072929382,3.918555736541748,-0.001273970934562385,0.1718701720237732,-0.0832844004034996,-0.2703712582588196,3.431055784225464,-0.10572712123394012,-0.45311439037323,-0.07958704233169556,-0.15525370836257935,-0.0004879271436948329,0.09982520341873169,-0.22645902633666992,-0.28876352310180664,0.7379366159439087,0.12685978412628174,-0.030607303604483604,-2.5184218883514404,0.37196654081344604,-0.7280606031417847,-0.9951126575469971,2.9334845542907715,0.3540665805339813,1.6836217641830444,0.80267733335495
95,0.0,0.0,0.0,0.0,0.021737879142165184,-0.11730854213237762,0.6912400722503662,0.021737879142165184,-0.11730854213237762,0.6912400722503662,0.004477038513869047,0.007028546649962664,0.0014372660079970956,0.004477038513869047,0.007028546649962664,0.0014372660079970956,9.218100547790527,-0.42808523774147034,-3.5612378120422363,-0.1906810849905014,3.3182132244110107,-0.5712529420852661,7.870440483093262,-1.4066236019134521,-5.6956586837768555,-0.3462578356266022,0.8204618096351624,-0.42544275522232056,0.3042212724685669,-0.42612913250923157,3.8444597721099854,0.03438244387507439,0.18915309011936188,-0.06223500519990921,-0.627913236618042,3.343083381652832,-0.48350653052330017,-0.4373253285884857,-0.0610879622399807,-0.18064506351947784,-0.0005611864617094398,0.08601190894842148,-0.31491804122924805,-0.2471783310174942,0.8931347131729126,0.12752313911914825,0.04612555354833603,-2.495868682861328,0.5050199031829834,-0.7852662801742554,-1.2435060739517212,2.9514660835266113,0.3621830940246582,1.7308180332183838,1.0401012897491455
100,0.0,0.0,0.0,0.0,0.026249898597598076,-0.044313810765743256,0.6875956654548645,0.026249898597598076,-0.044313810765743256,0.6875956654548645,0.0019927232060581446,0.0073087820783257484,0.0002993880771100521,0.0019927232060581446,0.0073087820783257484,0.0002993880771100521,9.084174156188965,-1.3234338760375977,-4.104832649230957,-0.003881511278450489,3.2255821228027344,-0.7692669630050659,7.772017002105713,-2.320631980895996,-5.792973041534424,-0.45329344272613525,0.7482692003250122,-0.6513389945030212,0.5132976770401001,-0.7384731769561768,3.7775022983551025,0.05301586538553238,0.17976327240467072,-0.056602843105793,-0.7919155955314636,3.260575771331787,-0.6784939169883728,-0.3525394797325134,-0.05669781565666199,-0.1871289610862732,0.0005305436789058149,0.06670642644166946,-0.43660444021224976,-0.19803360104560852,1.042189121246338,0.13286609947681427,0.15102432668209076,-2.466264009475708,0.6529552936553955,-0.8551844954490662,-1.5047513246536255,2.969431161880493,0.35350894927978516,1.7898541688919067,1.2770634889602661
105,0.0,0.0,0.0,0.0,0.026589082553982735,-0.03384130448102951,0.684731662273407,0.026589082553982735,-0.03384130448102951,0.684731662273407,0.0015852208016440272,0.007391792256385088,0.00025517476024106145,0.0015852208016440272,0.007391792256385088,0.00025517476024106145,9.00927448272705,-2.0981760025024414,-4.682431697845459,0.21164967119693756,3.1758999824523926,-0.8114535212516785,7.801990985870361,-3.1993579864501953,-5.885924339294434,-0.4588695466518402,0.6467881202697754,-0.7435763478279114,0.472298800945282,-0.8687163591384888,3.763256549835205,0.060804788023233414,0.1546047329902649,-0.058683913201093674,-0.8321607708930969,3.213409662246704,-0.7713491916656494,-0.25984418392181396,-0.057069458067417145,-0.19222763180732727,0.0002100519632222131,0.04102218523621559,-0.5624138712882996,-0.14151935279369354,1.188959002494812,0.1440822184085846,0.27355071902275085,-2.4285576343536377,0.82513427734375,-0.9389694333076477,-1.7932798862457275,2.9858925342559814,0.3063053488731384,1.86156165599823,1.5423189401626587
110,0.0,0.0,0.0,0.0,0.02849273383617401,0.0013731311773881316,0.7053266167640686,0.02849273383617401,0.0013731311773881316,0.7053266167640686,0.0002829112927429378,0.007795603014528751,1.2293200597923715e-05,0.0002829112927429378,0.007795603014528751,1.2293200597923715e-05,8.868720054626465,-2.858794689178467,-5.536517143249512,0.44273898005485535,3.2353720664978027,-0.8247671127319336,7.796972751617432,-4.122594356536865,-6.183963775634766,-0.4417271018028259,0.619265615940094,-0.8343321681022644,0.47520044445991516,-0.926181435585022,3.8494789600372314,0.07145468890666962,0.1384940892457962,-0.0480211079120636,-0.7967463135719299,3.2639803886413574,-0.8193807601928711,-0.23803526163101196,-0.04362112283706665,-0.20512866973876953,0.0010617742082104087,0.010418484918773174,-0.6316171288490295,-0.07767094671726227,1.3358949422836304,0.1607547551393509,0.3635762929916382,-2.381537675857544,1.0195883512496948,-1.037528395652771,-2.0870203971862793,2.9983937740325928,0.20580169558525085,1.9465446472167969,1.8022396564483643
115,0.0,0.0,0.0,0.0,0.038865525275468826,0.020958224311470985,0.769591748714447,0.038865525275468826,0.020958224311470985,0.769591748714447,-0.00039518254925496876,0.009032150730490685,6.253859464777634e-05,-0.00039518254925496876,0.009032150730490685,6.253859464777634e-05,8.54378604888916,-2.293140172958374,-7.0362653732299805,0.3250330090522766,3.5119175910949707,-0.6024459600448608,7.939418792724609,-3.7847728729248047,-7.059116363525391,-0.34236422181129456,0.7815409302711487,-0.7158685326576233,0.3326770067214966,-0.6937536597251892,4.203718662261963,0.08398705720901489,0.15123401582241058,-0.017436577007174492,-0.5310670137405396,3.508028507232666,-0.6623011231422424,-0.38063719868659973,-0.007492476142942905,-0.22845757007598877,0.00010076422768179327,-0.0194637943059206,-0.5493124723434448,-0.006393054965883493,1.485722303390503,0.17863982915878296,0.33170056343078613,-2.324450731277466,1.2227966785430908,-1.1490015983581543,-2.3062658309936523,3.004549741744995,0.06553005427122116,2.042970895767212,1.9948503971099854
120,0.0,0.0,0.0,0.0,0.059414930641651154,0.02468613162636757,0.8648054599761963,0.059414930641651154,0.02468613162636757,0.8648054599761963,-0.00014612260565627366,0.010722236707806587,-8.191941742552444e-05,-0.00014612260565627366,0.010722236707806587,-8.191941742552444e-05,7.790915489196777,0.06778386980295181,-9.202531814575195,-0.351186066865921,3.9350333213806152,-0.19028590619564056,8.30077075958252,-1.621025562286377,-8.56824779510498,-0.2222469300031662,1.16176176071167,-0.42819857597351074,0.15347272157669067,-0.2235400676727295,4.779301643371582,0.09729829430580139,0.21007519960403442,0.03746066242456436,-0.09904652833938599,3.889458417892456,-0.3551420569419861,-0.6786644458770752,0.048354603350162506,-0.2537761330604553,0.00089441699674353,-0.039618924260139465,-0.2866443693637848,0.07239856570959091,1.6353610754013062,0.18986408412456512,0.13391152024269104,-2.2575161457061768,1.4132477045059204,-1.2659165859222412,-2.326428174972534,3.003950834274292,-0.055885862559080124,2.1438210010528564,2.002263307571411
125,0.0,0.0,0.0,0.0,0.060426097363233566,0.0007312360685318708,0.9355721473693848,0.060426097363233566,0.0007312360685318708,0.9355721473693848,0.001098428969271481,0.010861617513000965,-0.00012142126070102677,0.001098428969271481,0.010861617513000965,-0.00012142126070102677,6.6536970138549805,2.7751779556274414,-11.305777549743652,-1.1753478050231934,4.293357849121094,0.2303556203842163,8.721368789672852,1.03990638256073,-10.05205249786377,-0.14545486867427826,1.5635037422180176,-0.14207345247268677,-0.01295939926058054,0.2796461880207062,5.240294456481934,0.1028699278831482,0.2794869840145111,0.08211596310138702,0.2978912889957428,4.235933780670166,-0.08903881907463074,-0.9677945375442505,0.08741600066423416,-0.26698797941207886,0.0011133867083117366,-0.044226765632629395,0.03369297459721565,0.15848109126091003,1.7780851125717163,0.18843896687030792,-0.13644936680793762,-2.1816189289093018,1.5864458084106445,-1.3763740062713623,-2.1017820835113525,2.9995179176330566,-0.09863387793302536,2.238647937774658,1.8005000352859497
135,0.0,0.0,0.0,0.0,-0.17928174138069153,0.8440565466880798,0.8742799162864685,-0.17928174138069153,0.8440565466880798,0.8742799162864685,-0.02851272188127041,0.002462242729961872,-0.007811532821506262,-0.02851272188127041,0.002462242729961872,-0.007811532821506262,8.315838813781738,-4.488945484161377,-6.177417755126953,-0.41348493099212646,3.9779555797576904,-2.914411783218384,8.398475646972656,-6.414705276489258,-4.069596767425537,-1.0300220251083374,1.0661851167678833,-3.076014518737793,5.146172046661377,0.26745477318763733,4.115894317626953,0.02466670051217079,0.48322564363479614,-0.16419045627117157,-2.2308051586151123,3.795952796936035,-2.4034504890441895,-0.5927519798278809,-0.12147665023803711,-0.3620509207248688,0.0003586334642022848,-0.05880272015929222,-0.04294337332248688,0.23454074561595917,0.013853620737791061,0.20448872447013855,0.022219516336917877,-2.1111843585968018,-0.014163666404783726,-1.4627530574798584,0.10205443203449249,3.009869337081909,-0.20679272711277008,2.3121461868286133,-0.11095646768808365
