playtime target_pos_ee(x) target_pos_ee(y) target_pos_ee(z) current_pos_ee(x) current_pos_ee(y) current_pos_ee(z) target_pos_link4(x) target_pos_link4(y) target_pos_link4(z) current_pos_link4(x) current_pos_link4(y) current_pos_link4(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
10.255 0.35 0.28 0.7 0.388076 0.218364 0.683304 0 -0.15 0.5 0.0440639 -0.0851572 0.6452   1.41219 -0.446556  -0.81203   -1.8068  0.595538   1.48024  0.785384
10.256 0.35 0.28 0.7 0.387984 0.218478 0.683335 0 -0.15 0.5 0.0440773 -0.0852517 0.645172   1.41242 -0.446856  -0.81184  -1.80709   0.59562   1.48085  0.785384
10.257 0.35 0.28 0.7 0.387892 0.218591 0.683365 0 -0.15 0.5 0.0440905 -0.0853459 0.645145   1.41264 -0.447156 -0.811649  -1.80737  0.595702   1.48146  0.785384
10.258 0.35 0.28 0.7 0.3878 0.218704 0.683396 0 -0.15 0.5 0.0441035 -0.0854398 0.645117   1.41287 -0.447455 -0.811457  -1.80766  0.595784   1.48208  0.785384
10.259 0.35 0.28 0.7 0.387708 0.218818 0.683427 0 -0.15 0.5 0.0441165 -0.0855335 0.64509    1.4131 -0.447753 -0.811265  -1.80795  0.595867   1.48269  0.785384
10.26 0.35 0.28 0.7 0.387617 0.218931 0.683458 0 -0.15 0.5 0.0441293 -0.0856268 0.645062   1.41332  -0.44805 -0.811072  -1.80823  0.595949    1.4833  0.785384
10.261 0.35 0.28 0.7 0.387525 0.219044 0.683488 0 -0.15 0.5 0.0441419 -0.0857199 0.645035   1.41354 -0.448347 -0.810878  -1.80852  0.596031   1.48392  0.785384
10.262 0.35 0.28 0.7 0.387433 0.219157 0.683519 0 -0.15 0.5 0.0441545 -0.0858127 0.645008   1.41376 -0.448643 -0.810684   -1.8088  0.596113   1.48453  0.785384
10.263 0.35 0.28 0.7 0.387342 0.21927 0.68355 0 -0.15 0.5 0.0441669 -0.0859052 0.644981   1.41398 -0.448938 -0.810489  -1.80909  0.596196   1.48515  0.785384
10.264 0.35 0.28 0.7 0.38725 0.219383 0.68358 0 -0.15 0.5 0.0441791 -0.0859975 0.644953    1.4142 -0.449232 -0.810293  -1.80937  0.596278   1.48576  0.785384
10.265 0.35 0.28 0.7 0.387159 0.219495 0.683611 0 -0.15 0.5 0.0441912 -0.0860894 0.644926   1.41441 -0.449525 -0.810096  -1.80966   0.59636   1.48637  0.785384
10.266 0.35 0.28 0.7 0.387068 0.219608 0.683642 0 -0.15 0.5 0.0442032 -0.0861811 0.644899   1.41463 -0.449818 -0.809899  -1.80994  0.596442   1.48699  0.785384
10.267 0.35 0.28 0.7 0.386977 0.219721 0.683672 0 -0.15 0.5 0.0442151 -0.0862725 0.644872   1.41484  -0.45011 -0.809701  -1.81023  0.596524    1.4876  0.785384
10.268 0.35 0.28 0.7 0.386886 0.219833 0.683703 0 -0.15 0.5 0.0442268 -0.0863636 0.644845   1.41506 -0.450401 -0.809503  -1.81052  0.596607   1.48822  0.785384
10.269 0.35 0.28 0.7 0.386795 0.219945 0.683733 0 -0.15 0.5 0.0442383 -0.0864545 0.644819   1.41527 -0.450692 -0.809303   -1.8108  0.596689   1.48883  0.785384
10.27 0.35 0.28 0.7 0.386704 0.220057 0.683764 0 -0.15 0.5 0.0442498 -0.086545 0.644792   1.41548 -0.450981 -0.809104  -1.81109  0.596771   1.48945  0.785384
10.271 0.35 0.28 0.7 0.386613 0.22017 0.683794 0 -0.15 0.5 0.0442611 -0.0866353 0.644765   1.41568  -0.45127 -0.808903  -1.81137  0.596853   1.49006  0.785384
10.272 0.35 0.28 0.7 0.386522 0.220282 0.683825 0 -0.15 0.5 0.0442723 -0.0867254 0.644739   1.41589 -0.451558 -0.808702  -1.81165  0.596935   1.49068  0.785384
10.273 0.35 0.28 0.7 0.386432 0.220393 0.683855 0 -0.15 0.5 0.0442833 -0.0868151 0.644712   1.41609 -0.451846   -0.8085  -1.81194  0.597017    1.4913  0.785384
10.274 0.35 0.28 0.7 0.386341 0.220505 0.683885 0 -0.15 0.5 0.0442942 -0.0869046 0.644686    1.4163 -0.452132 -0.808298  -1.81222    0.5971   1.49191  0.785384
10.275 0.35 0.28 0.7 0.386251 0.220617 0.683916 0 -0.15 0.5 0.044305 -0.0869938 0.644659    1.4165 -0.452418 -0.808094  -1.81251  0.597182   1.49253  0.785384
10.276 0.35 0.28 0.7 0.38616 0.220729 0.683946 0 -0.15 0.5 0.0443156 -0.0870828 0.644633    1.4167 -0.452704 -0.807891  -1.81279  0.597264   1.49315  0.785384
10.277 0.35 0.28 0.7 0.38607 0.22084 0.683976 0 -0.15 0.5 0.0443261 -0.0871715 0.644606    1.4169 -0.452988 -0.807686  -1.81308  0.597346   1.49376  0.785384
10.278 0.35 0.28 0.7 0.38598 0.220951 0.684007 0 -0.15 0.5 0.0443365 -0.0872599 0.64458    1.4171 -0.453272 -0.807482  -1.81336  0.597428   1.49438  0.785384
10.279 0.35 0.28 0.7 0.38589 0.221063 0.684037 0 -0.15 0.5 0.0443467 -0.087348 0.644554    1.4173 -0.453555 -0.807276  -1.81365   0.59751     1.495  0.785384
10.28 0.35 0.28 0.7 0.3858 0.221174 0.684067 0 -0.15 0.5 0.0443568 -0.0874359 0.644528   1.41749 -0.453837  -0.80707  -1.81393  0.597592   1.49561  0.785384
10.281 0.35 0.28 0.7 0.38571 0.221285 0.684097 0 -0.15 0.5 0.0443668 -0.0875235 0.644502   1.41769 -0.454119 -0.806863  -1.81421  0.597674   1.49623  0.785384
10.282 0.35 0.28 0.7 0.38562 0.221396 0.684127 0 -0.15 0.5 0.0443766 -0.0876109 0.644476   1.41788   -0.4544 -0.806656   -1.8145  0.597756   1.49685  0.785384
10.283 0.35 0.28 0.7 0.385531 0.221507 0.684158 0 -0.15 0.5 0.0443863 -0.0876979 0.64445   1.41807  -0.45468 -0.806448  -1.81478  0.597838   1.49747  0.785384
10.284 0.35 0.28 0.7 0.385441 0.221618 0.684188 0 -0.15 0.5 0.0443959 -0.0877848 0.644424   1.41827 -0.454959  -0.80624  -1.81507  0.597921   1.49809  0.785384
10.285 0.35 0.28 0.7 0.385352 0.221728 0.684218 0 -0.15 0.5 0.0444053 -0.0878713 0.644399   1.41845 -0.455238 -0.806031  -1.81535  0.598003   1.49871  0.785384
10.286 0.35 0.28 0.7 0.385262 0.221839 0.684248 0 -0.15 0.5 0.0444146 -0.0879576 0.644373   1.41864 -0.455516 -0.805821  -1.81563  0.598085   1.49932  0.785384
10.287 0.35 0.28 0.7 0.385173 0.22195 0.684278 0 -0.15 0.5 0.0444238 -0.0880437 0.644347   1.41883 -0.455794 -0.805611  -1.81592  0.598167   1.49994  0.785384
10.288 0.35 0.28 0.7 0.385084 0.22206 0.684308 0 -0.15 0.5 0.0444328 -0.0881294 0.644322  1.41902 -0.45607  -0.8054  -1.8162 0.598249  1.50056 0.785384
10.289 0.35 0.28 0.7 0.384994 0.22217 0.684338 0 -0.15 0.5 0.0444417 -0.088215 0.644296    1.4192 -0.456346 -0.805189  -1.81648  0.598331   1.50118  0.785384
10.29 0.35 0.28 0.7 0.384905 0.222281 0.684368 0 -0.15 0.5 0.0444505 -0.0883002 0.644271   1.41938 -0.456622 -0.804977  -1.81677  0.598413    1.5018  0.785384
10.291 0.35 0.28 0.7 0.384816 0.222391 0.684398 0 -0.15 0.5 0.0444591 -0.0883852 0.644245   1.41957 -0.456896 -0.804765  -1.81705  0.598495   1.50242  0.785384
10.292 0.35 0.28 0.7 0.384728 0.222501 0.684428 0 -0.15 0.5 0.0444677 -0.08847 0.64422   1.41975  -0.45717 -0.804552  -1.81733  0.598577   1.50304  0.785384
10.293 0.35 0.28 0.7 0.384639 0.222611 0.684458 0 -0.15 0.5 0.044476 -0.0885545 0.644195   1.41993 -0.457443 -0.804339  -1.81761  0.598659   1.50366  0.785384
10.294 0.35 0.28 0.7 0.38455 0.22272 0.684487 0 -0.15 0.5 0.0444843 -0.0886387 0.64417   1.42011 -0.457716 -0.804125   -1.8179  0.598741   1.50428  0.785384
10.295 0.35 0.28 0.7 0.384461 0.22283 0.684517 0 -0.15 0.5 0.0444924 -0.0887227 0.644145   1.42028 -0.457988  -0.80391  -1.81818  0.598823    1.5049  0.785384
10.296 0.35 0.28 0.7 0.384373 0.22294 0.684547 0 -0.15 0.5 0.0445004 -0.0888065 0.64412   1.42046 -0.458259 -0.803695  -1.81846  0.598904   1.50552  0.785384
10.297 0.35 0.28 0.7 0.384284 0.223049 0.684577 0 -0.15 0.5 0.0445083 -0.0888899 0.644095  1.42064 -0.45853 -0.80348 -1.81874 0.598986  1.50614 0.785384
10.298 0.35 0.28 0.7 0.384196 0.223159 0.684607 0 -0.15 0.5 0.044516 -0.0889732 0.64407   1.42081   -0.4588 -0.803264  -1.81903  0.599068   1.50676  0.785384
10.299 0.35 0.28 0.7 0.384108 0.223268 0.684636 0 -0.15 0.5 0.0445236 -0.0890562 0.644045   1.42098 -0.459069 -0.803048  -1.81931   0.59915   1.50739  0.785384
10.3 0.35 0.28 0.7 0.38402 0.223377 0.684666 0 -0.15 0.5 0.0445311 -0.0891389 0.64402   1.42116 -0.459337 -0.802831  -1.81959  0.599232   1.50801  0.785384
10.301 0.35 0.28 0.7 0.383932 0.223486 0.684696 0 -0.15 0.5 0.0445385 -0.0892214 0.643995   1.42133 -0.459605 -0.802614  -1.81987  0.599314   1.50863  0.785384
10.302 0.35 0.28 0.7 0.383844 0.223595 0.684725 0 -0.15 0.5 0.0445457 -0.0893036 0.643971    1.4215 -0.459873 -0.802396  -1.82016  0.599396   1.50925  0.785384
10.303 0.35 0.28 0.7 0.383756 0.223704 0.684755 0 -0.15 0.5 0.0445528 -0.0893856 0.643946   1.42166 -0.460139 -0.802177  -1.82044  0.599478   1.50987  0.785384
10.304 0.35 0.28 0.7 0.383668 0.223813 0.684784 0 -0.15 0.5 0.0445597 -0.0894674 0.643922   1.42183 -0.460405 -0.801959  -1.82072   0.59956   1.51049  0.785384
10.305 0.35 0.28 0.7 0.38358 0.223922 0.684814 0 -0.15 0.5 0.0445666 -0.0895489 0.643897     1.422 -0.460671 -0.801739    -1.821  0.599641   1.51112  0.785384
10.306 0.35 0.28 0.7 0.383493 0.22403 0.684844 0 -0.15 0.5 0.0445733 -0.0896301 0.643873   1.42216 -0.460935  -0.80152  -1.82128  0.599723   1.51174  0.785384
10.307 0.35 0.28 0.7 0.383405 0.224139 0.684873 0 -0.15 0.5 0.0445799 -0.0897111 0.643849  1.42233  -0.4612  -0.8013 -1.82156 0.599805  1.51236 0.785384
10.308 0.35 0.28 0.7 0.383318 0.224247 0.684903 0 -0.15 0.5 0.0445864 -0.0897919 0.643824   1.42249 -0.461463 -0.801079  -1.82185  0.599887   1.51299  0.785384
10.309 0.35 0.28 0.7 0.38323 0.224356 0.684932 0 -0.15 0.5 0.0445927 -0.0898725 0.6438   1.42265 -0.461726 -0.800858  -1.82213  0.599969   1.51361  0.785384
10.31 0.35 0.28 0.7 0.383143 0.224464 0.684961 0 -0.15 0.5 0.0445989 -0.0899528 0.643776   1.42281 -0.461988 -0.800636  -1.82241   0.60005   1.51423  0.785384
10.311 0.35 0.28 0.7 0.383056 0.224572 0.684991 0 -0.15 0.5 0.044605 -0.0900328 0.643752   1.42297  -0.46225 -0.800414  -1.82269  0.600132   1.51485  0.785384
10.312 0.35 0.28 0.7 0.382969 0.22468 0.68502 0 -0.15 0.5 0.0446109 -0.0901126 0.643728   1.42313 -0.462511 -0.800192  -1.82297  0.600214   1.51548  0.785384
10.313 0.35 0.28 0.7 0.382882 0.224788 0.68505 0 -0.15 0.5 0.0446168 -0.0901922 0.643704   1.42329 -0.462771 -0.799969  -1.82325  0.600295    1.5161  0.785384
10.314 0.35 0.28 0.7 0.382795 0.224896 0.685079 0 -0.15 0.5 0.0446225 -0.0902715 0.64368   1.42345 -0.463031 -0.799746  -1.82353  0.600377   1.51673  0.785384
10.315 0.35 0.28 0.7 0.382708 0.225004 0.685108 0 -0.15 0.5 0.0446281 -0.0903506 0.643656    1.4236  -0.46329 -0.799523  -1.82381  0.600459   1.51735  0.785384
10.316 0.35 0.28 0.7 0.382621 0.225111 0.685137 0 -0.15 0.5 0.0446336 -0.0904295 0.643633   1.42376 -0.463548 -0.799299  -1.82409  0.600541   1.51797  0.785384
10.317 0.35 0.28 0.7 0.382535 0.225219 0.685167 0 -0.15 0.5 0.0446389 -0.0905082 0.643609   1.42391 -0.463806 -0.799074  -1.82437  0.600622    1.5186  0.785384
10.318 0.35 0.28 0.7 0.382448 0.225326 0.685196 0 -0.15 0.5 0.0446441 -0.0905866 0.643585   1.42406 -0.464063 -0.798849  -1.82465  0.600704   1.51922  0.785384
10.319 0.35 0.28 0.7 0.382362 0.225433 0.685225 0 -0.15 0.5 0.0446492 -0.0906647 0.643562   1.42422  -0.46432 -0.798624  -1.82493  0.600785   1.51985  0.785384
10.32 0.35 0.28 0.7 0.382275 0.225541 0.685254 0 -0.15 0.5 0.0446542 -0.0907427 0.643538   1.42437 -0.464576 -0.798398  -1.82522  0.600867   1.52047  0.785384
10.321 0.35 0.28 0.7 0.382189 0.225648 0.685283 0 -0.15 0.5 0.044659 -0.0908204 0.643515   1.42452 -0.464832 -0.798172   -1.8255  0.600949    1.5211  0.785384
10.322 0.35 0.28 0.7 0.382103 0.225755 0.685312 0 -0.15 0.5 0.0446638 -0.0908979 0.643492   1.42467 -0.465086 -0.797946  -1.82578   0.60103   1.52172  0.785384
10.323 0.35 0.28 0.7 0.382017 0.225862 0.685342 0 -0.15 0.5 0.0446684 -0.0909751 0.643468   1.42481 -0.465341 -0.797719  -1.82606  0.601112   1.52235  0.785384
10.324 0.35 0.28 0.7 0.381931 0.225969 0.685371 0 -0.15 0.5 0.0446729 -0.0910521 0.643445   1.42496 -0.465594 -0.797492  -1.82634  0.601193   1.52297  0.785384
10.325 0.35 0.28 0.7 0.381845 0.226075 0.6854 0 -0.15 0.5 0.0446772 -0.0911289 0.643422   1.42511 -0.465848 -0.797265  -1.82662  0.601275    1.5236  0.785384
10.326 0.35 0.28 0.7 0.381759 0.226182 0.685429 0 -0.15 0.5 0.0446815 -0.0912055 0.643399   1.42525   -0.4661 -0.797037  -1.82689  0.601356   1.52422  0.785384
10.327 0.35 0.28 0.7 0.381673 0.226289 0.685458 0 -0.15 0.5 0.0446856 -0.0912818 0.643376   1.42539 -0.466352 -0.796808  -1.82717  0.601438   1.52485  0.785384
10.328 0.35 0.28 0.7 0.381587 0.226395 0.685487 0 -0.15 0.5 0.0446896 -0.091358 0.643353   1.42554 -0.466603  -0.79658  -1.82745  0.601519   1.52548  0.785384
10.329 0.35 0.28 0.7 0.381502 0.226501 0.685515 0 -0.15 0.5 0.0446935 -0.0914339 0.64333   1.42568 -0.466854 -0.796351  -1.82773  0.601601    1.5261  0.785384
10.33 0.35 0.28 0.7 0.381416 0.226608 0.685544 0 -0.15 0.5 0.0446973 -0.0915095 0.643307   1.42582 -0.467105 -0.796122  -1.82801  0.601682   1.52673  0.785384
10.331 0.35 0.28 0.7 0.381331 0.226714 0.685573 0 -0.15 0.5 0.0447009 -0.091585 0.643284   1.42596 -0.467354 -0.795892  -1.82829  0.601764   1.52736  0.785384
10.332 0.35 0.28 0.7 0.381246 0.22682 0.685602 0 -0.15 0.5 0.0447045 -0.0916602 0.643261    1.4261 -0.467603 -0.795662  -1.82857  0.601845   1.52798  0.785384
10.333 0.35 0.28 0.7 0.38116 0.226926 0.685631 0 -0.15 0.5 0.0447079 -0.0917352 0.643239   1.42624 -0.467852 -0.795432  -1.82885  0.601926   1.52861  0.785384
10.334 0.35 0.28 0.7 0.381075 0.227031 0.68566 0 -0.15 0.5 0.0447112 -0.09181 0.643216   1.42638   -0.4681 -0.795201  -1.82913  0.602008   1.52924  0.785384
10.335 0.35 0.28 0.7 0.38099 0.227137 0.685688 0 -0.15 0.5 0.0447144 -0.0918846 0.643194   1.42651 -0.468347  -0.79497  -1.82941  0.602089   1.52986  0.785384
10.336 0.35 0.28 0.7 0.380905 0.227243 0.685717 0 -0.15 0.5 0.0447174 -0.0919589 0.643171   1.42665 -0.468594 -0.794739  -1.82969   0.60217   1.53049  0.785384
10.337 0.35 0.28 0.7 0.380821 0.227348 0.685746 0 -0.15 0.5 0.0447204 -0.0920331 0.643149   1.42678  -0.46884 -0.794507  -1.82996  0.602252   1.53112  0.785384
10.338 0.35 0.28 0.7 0.380736 0.227454 0.685774 0 -0.15 0.5 0.0447232 -0.092107 0.643126   1.42692 -0.469086 -0.794275  -1.83024  0.602333   1.53175  0.785384
10.339 0.35 0.28 0.7 0.380651 0.227559 0.685803 0 -0.15 0.5 0.044726 -0.0921807 0.643104   1.42705 -0.469331 -0.794043  -1.83052  0.602414   1.53237  0.785384
10.34 0.35 0.28 0.7 0.380567 0.227664 0.685832 0 -0.15 0.5 0.0447286 -0.0922542 0.643082   1.42718 -0.469576  -0.79381   -1.8308  0.602496     1.533  0.785384
10.341 0.35 0.28 0.7 0.380482 0.22777 0.68586 0 -0.15 0.5 0.0447311 -0.0923275 0.64306   1.42731  -0.46982 -0.793577  -1.83108  0.602577   1.53363  0.785384
10.342 0.35 0.28 0.7 0.380398 0.227875 0.685889 0 -0.15 0.5 0.0447334 -0.0924005 0.643038   1.42744 -0.470064 -0.793344  -1.83136  0.602658   1.53426  0.785384
10.343 0.35 0.28 0.7 0.380313 0.227979 0.685917 0 -0.15 0.5 0.0447357 -0.0924734 0.643016   1.42757 -0.470307  -0.79311  -1.83163  0.602739   1.53488  0.785384
10.344 0.35 0.28 0.7 0.380229 0.228084 0.685946 0 -0.15 0.5 0.0447379 -0.092546 0.642994    1.4277 -0.470549 -0.792877  -1.83191   0.60282   1.53551  0.785384
10.345 0.35 0.28 0.7 0.380145 0.228189 0.685974 0 -0.15 0.5 0.0447399 -0.0926184 0.642972   1.42783 -0.470791 -0.792643  -1.83219  0.602902   1.53614  0.785384
10.346 0.35 0.28 0.7 0.380061 0.228294 0.686003 0 -0.15 0.5 0.0447418 -0.0926907 0.64295   1.42796 -0.471032 -0.792408  -1.83247  0.602983   1.53677  0.785384
10.347 0.35 0.28 0.7 0.379977 0.228398 0.686031 0 -0.15 0.5 0.0447436 -0.0927627 0.642928   1.42808 -0.471273 -0.792174  -1.83274  0.603064    1.5374  0.785384
10.348 0.35 0.28 0.7 0.379893 0.228503 0.68606 0 -0.15 0.5 0.0447453 -0.0928345 0.642906   1.42821 -0.471514 -0.791939  -1.83302  0.603145   1.53803  0.785384
10.349 0.35 0.28 0.7 0.379809 0.228607 0.686088 0 -0.15 0.5 0.0447469 -0.0929061 0.642885   1.42833 -0.471753 -0.791703   -1.8333  0.603226   1.53866  0.785384
10.35 0.35 0.28 0.7 0.379726 0.228711 0.686116 0 -0.15 0.5 0.0447484 -0.0929775 0.642863   1.42845 -0.471993 -0.791468  -1.83358  0.603307   1.53929  0.785384
10.351 0.35 0.28 0.7 0.379642 0.228815 0.686145 0 -0.15 0.5 0.0447498 -0.0930487 0.642841   1.42858 -0.472231 -0.791232  -1.83385  0.603388   1.53991  0.785384
10.352 0.35 0.28 0.7 0.379558 0.228919 0.686173 0 -0.15 0.5 0.044751 -0.0931196 0.64282    1.4287  -0.47247 -0.790996  -1.83413  0.603469   1.54054  0.785384
10.353 0.35 0.28 0.7 0.379475 0.229023 0.686201 0 -0.15 0.5 0.0447522 -0.0931904 0.642798   1.42882 -0.472707  -0.79076  -1.83441   0.60355   1.54117  0.785384
10.354 0.35 0.28 0.7 0.379392 0.229127 0.686229 0 -0.15 0.5 0.0447532 -0.093261 0.642777   1.42894 -0.472945 -0.790523  -1.83468  0.603631    1.5418  0.785384
10.355 0.35 0.28 0.7 0.379308 0.229231 0.686258 0 -0.15 0.5 0.0447542 -0.0933314 0.642756   1.42906 -0.473181 -0.790287  -1.83496  0.603712   1.54243  0.785384
10.356 0.35 0.28 0.7 0.379225 0.229334 0.686286 0 -0.15 0.5 0.044755 -0.0934015 0.642734   1.42918 -0.473418 -0.790049  -1.83524  0.603793   1.54306  0.785384
10.357 0.35 0.28 0.7 0.379142 0.229438 0.686314 0 -0.15 0.5 0.0447557 -0.0934715 0.642713    1.4293 -0.473653 -0.789812  -1.83551  0.603874   1.54369  0.785384
10.358 0.35 0.28 0.7 0.379059 0.229541 0.686342 0 -0.15 0.5 0.0447563 -0.0935413 0.642692   1.42941 -0.473888 -0.789575  -1.83579  0.603955   1.54432  0.785384
10.359 0.35 0.28 0.7 0.378976 0.229645 0.68637 0 -0.15 0.5 0.0447568 -0.0936109 0.642671   1.42953 -0.474123 -0.789337  -1.83607  0.604036   1.54495  0.785384
10.36 0.35 0.28 0.7 0.378893 0.229748 0.686398 0 -0.15 0.5 0.0447572 -0.0936802 0.64265   1.42965 -0.474357 -0.789099  -1.83634  0.604116   1.54558  0.785384
10.361 0.35 0.28 0.7 0.378811 0.229851 0.686426 0 -0.15 0.5 0.0447575 -0.0937494 0.642629   1.42976 -0.474591 -0.788861  -1.83662  0.604197   1.54621  0.785384
10.362 0.35 0.28 0.7 0.378728 0.229954 0.686454 0 -0.15 0.5 0.0447577 -0.0938184 0.642608   1.42988 -0.474824 -0.788622  -1.83689  0.604278   1.54684  0.785384
10.363 0.35 0.28 0.7 0.378646 0.230057 0.686482 0 -0.15 0.5 0.0447577 -0.0938872 0.642587   1.42999 -0.475057 -0.788383  -1.83717  0.604359   1.54747  0.785384
10.364 0.35 0.28 0.7 0.378563 0.23016 0.68651 0 -0.15 0.5 0.0447577 -0.0939558 0.642566    1.4301 -0.475289 -0.788144  -1.83745   0.60444    1.5481  0.785384
10.365 0.35 0.28 0.7 0.378481 0.230263 0.686538 0 -0.15 0.5 0.0447576 -0.0940242 0.642546   1.43021 -0.475521 -0.787905  -1.83772   0.60452   1.54873  0.785384
10.366 0.35 0.28 0.7 0.378399 0.230365 0.686566 0 -0.15 0.5 0.0447573 -0.0940924 0.642525   1.43032 -0.475752 -0.787666    -1.838  0.604601   1.54937  0.785383
10.367 0.35 0.28 0.7 0.378316 0.230468 0.686594 0 -0.15 0.5 0.044757 -0.0941604 0.642504   1.43044 -0.475983 -0.787426  -1.83827  0.604682      1.55  0.785383
10.368 0.35 0.28 0.7 0.378234 0.23057 0.686622 0 -0.15 0.5 0.0447566 -0.0942282 0.642484   1.43054 -0.476213 -0.787187  -1.83855  0.604762   1.55063  0.785383
10.369 0.35 0.28 0.7 0.378152 0.230673 0.68665 0 -0.15 0.5 0.044756 -0.0942959 0.642463   1.43065 -0.476443 -0.786947  -1.83882  0.604843   1.55126  0.785383
10.37 0.35 0.28 0.7 0.37807 0.230775 0.686677 0 -0.15 0.5 0.0447554 -0.0943633 0.642443   1.43076 -0.476672 -0.786706   -1.8391  0.604924   1.55189  0.785383
10.371 0.35 0.28 0.7 0.377988 0.230877 0.686705 0 -0.15 0.5 0.0447546 -0.0944306 0.642422   1.43087 -0.476901 -0.786466  -1.83937  0.605004   1.55252  0.785383
10.372 0.35 0.28 0.7 0.377907 0.230979 0.686733 0 -0.15 0.5 0.0447537 -0.0944976 0.642402   1.43098 -0.477129 -0.786225  -1.83965  0.605085   1.55315  0.785383
10.373 0.35 0.28 0.7 0.377825 0.231081 0.686761 0 -0.15 0.5 0.0447528 -0.0945645 0.642382   1.43108 -0.477357 -0.785985  -1.83992  0.605165   1.55378  0.785383
10.374 0.35 0.28 0.7 0.377744 0.231183 0.686788 0 -0.15 0.5 0.0447517 -0.0946312 0.642361   1.43119 -0.477584 -0.785744   -1.8402  0.605246   1.55442  0.785383
10.375 0.35 0.28 0.7 0.377662 0.231284 0.686816 0 -0.15 0.5 0.0447506 -0.0946977 0.642341   1.43129 -0.477811 -0.785502  -1.84047  0.605327   1.55505  0.785383
10.376 0.35 0.28 0.7 0.377581 0.231386 0.686844 0 -0.15 0.5 0.0447493 -0.094764 0.642321    1.4314 -0.478037 -0.785261  -1.84075  0.605407   1.55568  0.785383
10.377 0.35 0.28 0.7 0.377499 0.231487 0.686871 0 -0.15 0.5 0.0447479 -0.0948302 0.642301    1.4315 -0.478263 -0.785019  -1.84102  0.605487   1.55631  0.785383
10.378 0.35 0.28 0.7 0.377418 0.231589 0.686899 0 -0.15 0.5 0.0447465 -0.0948961 0.642281    1.4316 -0.478489 -0.784778  -1.84129  0.605568   1.55694  0.785383
10.379 0.35 0.28 0.7 0.377337 0.23169 0.686926 0 -0.15 0.5 0.0447449 -0.0949619 0.642261    1.4317 -0.478714 -0.784536  -1.84157  0.605648   1.55758  0.785383
10.38 0.35 0.28 0.7 0.377256 0.231791 0.686954 0 -0.15 0.5 0.0447433 -0.0950275 0.642241   1.43181 -0.478938 -0.784294  -1.84184  0.605729   1.55821  0.785383
10.381 0.35 0.28 0.7 0.377175 0.231893 0.686981 0 -0.15 0.5 0.0447415 -0.0950929 0.642221   1.43191 -0.479163 -0.784051  -1.84212  0.605809   1.55884  0.785383
10.382 0.35 0.28 0.7 0.377094 0.231994 0.687009 0 -0.15 0.5 0.0447397 -0.0951581 0.642201   1.43201 -0.479386 -0.783809  -1.84239  0.605889   1.55947  0.785383
10.383 0.35 0.28 0.7 0.377013 0.232094 0.687036 0 -0.15 0.5 0.0447377 -0.0952231 0.642182    1.4321 -0.479609 -0.783566  -1.84266   0.60597   1.56011  0.785383
10.384 0.35 0.28 0.7 0.376933 0.232195 0.687064 0 -0.15 0.5 0.0447357 -0.095288 0.642162    1.4322 -0.479832 -0.783324  -1.84294   0.60605   1.56074  0.785383
10.385 0.35 0.28 0.7 0.376852 0.232296 0.687091 0 -0.15 0.5 0.0447335 -0.0953527 0.642142    1.4323 -0.480054 -0.783081  -1.84321   0.60613   1.56137  0.785383
10.386 0.35 0.28 0.7 0.376772 0.232397 0.687118 0 -0.15 0.5 0.0447313 -0.0954172 0.642123    1.4324 -0.480276 -0.782838  -1.84348   0.60621     1.562  0.785383
10.387 0.35 0.28 0.7 0.376691 0.232497 0.687146 0 -0.15 0.5 0.0447289 -0.0954815 0.642103   1.43249 -0.480498 -0.782595  -1.84376  0.606291   1.56264  0.785383
10.388 0.35 0.28 0.7 0.376611 0.232597 0.687173 0 -0.15 0.5 0.0447265 -0.0955457 0.642084   1.43259 -0.480719 -0.782351  -1.84403  0.606371   1.56327  0.785383
10.389 0.35 0.28 0.7 0.376531 0.232698 0.6872 0 -0.15 0.5 0.044724 -0.0956097 0.642064   1.43269 -0.480939 -0.782108   -1.8443  0.606451    1.5639  0.785383
10.39 0.35 0.28 0.7 0.376451 0.232798 0.687227 0 -0.15 0.5 0.0447214 -0.0956735 0.642045   1.43278 -0.481159 -0.781864  -1.84457  0.606531   1.56454  0.785383
10.391 0.35 0.28 0.7 0.376371 0.232898 0.687255 0 -0.15 0.5 0.0447186 -0.0957371 0.642026   1.43287 -0.481379  -0.78162  -1.84485  0.606611   1.56517  0.785383
10.392 0.35 0.28 0.7 0.376291 0.232998 0.687282 0 -0.15 0.5 0.0447158 -0.0958006 0.642006   1.43297 -0.481598 -0.781376  -1.84512  0.606691    1.5658  0.785383
10.393 0.35 0.28 0.7 0.376211 0.233098 0.687309 0 -0.15 0.5 0.0447129 -0.0958638 0.641987   1.43306 -0.481817 -0.781132  -1.84539  0.606771   1.56643  0.785383
10.394 0.35 0.28 0.7 0.376131 0.233198 0.687336 0 -0.15 0.5 0.0447099 -0.095927 0.641968   1.43315 -0.482035 -0.780888  -1.84566  0.606851   1.56707  0.785383
10.395 0.35 0.28 0.7 0.376051 0.233297 0.687363 0 -0.15 0.5 0.0447068 -0.0959899 0.641949   1.43324 -0.482253 -0.780644  -1.84594  0.606931    1.5677  0.785383
