playtime target_pos_ee(x) target_pos_ee(y) target_pos_ee(z) current_pos_ee(x) current_pos_ee(y) current_pos_ee(z) target_pos_link4(x) target_pos_link4(y) target_pos_link4(z) current_pos_link4(x) current_pos_link4(y) current_pos_link4(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
10.052 0.35 0.28 0.7 0.554674 8.09217e-05 0.623624 0 -0.15 0.5 0.0827508 1.11711e-05 0.648934  0.00030846 0.000131982 0.000318158    -1.57141 0.000580998      1.5696    0.785398
10.053 0.35 0.28 0.7 0.554672 8.44618e-05 0.623622 0 -0.15 0.5 0.0827505 1.16212e-05 0.648934 0.000316951 0.000119687 0.000326969    -1.57141 0.000600398     1.56957    0.785398
10.054 0.35 0.28 0.7 0.554671 8.80911e-05 0.62362 0 -0.15 0.5 0.0827502 1.20824e-05 0.648935 0.000325552 0.000107232 0.000335895    -1.57141 0.000620133     1.56953    0.785398
10.055 0.35 0.28 0.7 0.554669 9.18106e-05 0.623618 0 -0.15 0.5 0.0827499 1.25547e-05 0.648935 0.000334262 9.46185e-05 0.000344934    -1.57141 0.000640205      1.5695    0.785398
10.056 0.35 0.28 0.7 0.554668 9.5621e-05 0.623617 0 -0.15 0.5 0.0827495 1.30381e-05 0.648935 0.000343081 8.18454e-05 0.000354088    -1.57141 0.000660616     1.56947    0.785398
10.057 0.35 0.28 0.7 0.554666 9.95229e-05 0.623615 0 -0.15 0.5 0.0827491 1.35328e-05 0.648935 0.000352009 6.89133e-05 0.000363355    -1.57141 0.000681367     1.56943    0.785398
10.058 0.35 0.28 0.7 0.554665 0.000103517 0.623613 0 -0.15 0.5 0.0827486 1.40387e-05 0.648935 0.000361046 5.58227e-05 0.000372736    -1.57141  0.00070246     1.56939    0.785398
10.059 0.35 0.28 0.7 0.554663 0.000107605 0.623612 0 -0.15 0.5 0.0827481 1.45561e-05 0.648935 0.000370191 4.25739e-05 0.000382229    -1.57142 0.000723897     1.56936    0.785398
10.06 0.35 0.28 0.7 0.554661 0.000111786 0.62361 0 -0.15 0.5 0.0827475 1.50849e-05 0.648935 0.000379444 2.91672e-05 0.000391836    -1.57142 0.000745679     1.56932    0.785398
10.061 0.35 0.28 0.7 0.554659 0.000116062 0.623609 0 -0.15 0.5 0.0827469 1.56254e-05 0.648935 0.000388806 1.56028e-05 0.000401554    -1.57142 0.000767807     1.56928    0.785398
10.062 0.35 0.28 0.7 0.554657 0.000120433 0.623607 0 -0.15 0.5 0.0827463 1.61774e-05 0.648936 0.000398275 1.88108e-06 0.000411385    -1.57142 0.000790284     1.56925    0.785398
10.063 0.35 0.28 0.7 0.554655 0.0001249 0.623606 0 -0.15 0.5 0.0827456 1.67411e-05 0.648936  0.000407852 -1.19976e-05  0.000421328     -1.57142   0.00081311      1.56921     0.785398
10.064 0.35 0.28 0.7 0.554653 0.000129464 0.623605 0 -0.15 0.5 0.0827449 1.73167e-05 0.648936 0.000417537 -2.6033e-05 0.000431383    -1.57142 0.000836288     1.56917    0.785398
10.065 0.35 0.28 0.7 0.554651 0.000134125 0.623603 0 -0.15 0.5 0.0827441 1.7904e-05 0.648936  0.000427329 -4.02247e-05  0.000441549     -1.57142  0.000859819      1.56913     0.785398
10.066 0.35 0.28 0.7 0.554649 0.000138885 0.623602 0 -0.15 0.5 0.0827433 1.85033e-05 0.648936  0.000437229 -5.45725e-05  0.000451826     -1.57142  0.000883705      1.56909     0.785398
10.067 0.35 0.28 0.7 0.554647 0.000143743 0.623601 0 -0.15 0.5 0.0827425 1.91146e-05 0.648937 0.000447235 -6.9076e-05 0.000462213    -1.57142 0.000907947     1.56905    0.785398
10.068 0.35 0.28 0.7 0.554645 0.0001487 0.6236 0 -0.15 0.5 0.0827416 1.9738e-05 0.648937 0.000457348 -8.3735e-05 0.000472712    -1.57142 0.000932546     1.56901    0.785398
10.069 0.35 0.28 0.7 0.554642 0.000153757 0.623599 0 -0.15 0.5 0.0827407 2.03735e-05 0.648937  0.000467568 -9.85491e-05   0.00048332     -1.57143  0.000957505      1.56897     0.785398
10.07 0.35 0.28 0.7 0.55464 0.000158915 0.623598 0 -0.15 0.5 0.0827397 2.10211e-05 0.648937  0.000477895 -0.000113518  0.000494038     -1.57143  0.000982824      1.56892     0.785398
10.071 0.35 0.28 0.7 0.554637 0.000164175 0.623597 0 -0.15 0.5 0.0827387 2.1681e-05 0.648938  0.000488328 -0.000128641  0.000504866     -1.57143   0.00100851      1.56888     0.785398
10.072 0.35 0.28 0.7 0.554635 0.000169536 0.623597 0 -0.15 0.5 0.0827376 2.23533e-05 0.648938  0.000498867 -0.000143919  0.000515802     -1.57143   0.00103455      1.56884     0.785398
10.073 0.35 0.28 0.7 0.554632 0.000175 0.623596 0 -0.15 0.5 0.0827366 2.30379e-05 0.648938 0.000509512 -0.00015935 0.000526848    -1.57143  0.00106096     1.56879    0.785398
10.074 0.35 0.28 0.7 0.554629 0.000180567 0.623595 0 -0.15 0.5 0.0827354 2.37349e-05 0.648938  0.000520263 -0.000174935  0.000538003     -1.57143   0.00108774      1.56875     0.785398
10.075 0.35 0.28 0.7 0.554626 0.000186237 0.623595 0 -0.15 0.5 0.0827342 2.44445e-05 0.648939   0.00053112 -0.000190674  0.000549265     -1.57143   0.00111489       1.5687     0.785398
10.076 0.35 0.28 0.7 0.554624 0.000192012 0.623594 0 -0.15 0.5 0.082733 2.51666e-05 0.648939  0.000542083 -0.000206565  0.000560636     -1.57143   0.00114241      1.56866     0.785398
10.077 0.35 0.28 0.7 0.554621 0.000197892 0.623594 0 -0.15 0.5 0.0827318 2.59013e-05 0.648939  0.000553151 -0.000222609  0.000572115     -1.57143    0.0011703      1.56861     0.785398
10.078 0.35 0.28 0.7 0.554618 0.000203878 0.623593 0 -0.15 0.5 0.0827305 2.66487e-05 0.64894  0.000564324 -0.000238805    0.0005837     -1.57143   0.00119856      1.56857     0.785398
10.079 0.35 0.28 0.7 0.554615 0.000209969 0.623593 0 -0.15 0.5 0.0827291 2.74089e-05 0.64894  0.000575602 -0.000255153  0.000595393     -1.57143    0.0012272      1.56852     0.785398
10.08 0.35 0.28 0.7 0.554611 0.000216168 0.623592 0 -0.15 0.5 0.0827277 2.81818e-05 0.64894  0.000586986 -0.000271653  0.000607193     -1.57143   0.00125621      1.56847     0.785398
10.081 0.35 0.28 0.7 0.554608 0.000222473 0.623592 0 -0.15 0.5 0.0827263 2.89675e-05 0.648941  0.000598474 -0.000288304  0.000619098     -1.57144    0.0012856      1.56842     0.785398
10.082 0.35 0.28 0.7 0.554605 0.000228886 0.623592 0 -0.15 0.5 0.0827248 2.97661e-05 0.648941  0.000610067 -0.000305107   0.00063111     -1.57144   0.00131538      1.56837     0.785398
10.083 0.35 0.28 0.7 0.554602 0.000235407 0.623592 0 -0.15 0.5 0.0827233 3.05777e-05 0.648942 0.000621765 -0.00032206 0.000643228    -1.57144  0.00134553     1.56833    0.785398
10.084 0.35 0.28 0.7 0.554598 0.000242038 0.623592 0 -0.15 0.5 0.0827217 3.14022e-05 0.648942  0.000633567 -0.000339163  0.000655451     -1.57144   0.00137607      1.56828     0.785398
10.085 0.35 0.28 0.7 0.554595 0.000248777 0.623592 0 -0.15 0.5 0.0827201 3.22398e-05 0.648942  0.000645473 -0.000356417  0.000667779     -1.57144   0.00140699      1.56822     0.785398
10.086 0.35 0.28 0.7 0.554591 0.000255626 0.623592 0 -0.15 0.5 0.0827185 3.30905e-05 0.648943  0.000657483 -0.000373821  0.000680212     -1.57144   0.00143829      1.56817     0.785398
10.087 0.35 0.28 0.7 0.554587 0.000262586 0.623592 0 -0.15 0.5 0.0827168 3.39543e-05 0.648943  0.000669598 -0.000391374  0.000692749     -1.57144   0.00146998      1.56812     0.785398
10.088 0.35 0.28 0.7 0.554584 0.000269657 0.623592 0 -0.15 0.5 0.0827151 3.48312e-05 0.648944  0.000681817 -0.000409077   0.00070539     -1.57144   0.00150207      1.56807     0.785398
10.089 0.35 0.28 0.7 0.55458 0.000276839 0.623592 0 -0.15 0.5 0.0827133 3.57214e-05 0.648944  0.000694139 -0.000426928  0.000718135     -1.57144   0.00153454      1.56802     0.785398
10.09 0.35 0.28 0.7 0.554576 0.000284133 0.623592 0 -0.15 0.5 0.0827115 3.66248e-05 0.648945  0.000706565 -0.000444928  0.000730983     -1.57144    0.0015674      1.56796     0.785398
10.091 0.35 0.28 0.7 0.554572 0.000291539 0.623593 0 -0.15 0.5 0.0827096 3.75416e-05 0.648945  0.000719095 -0.000463077  0.000743934     -1.57144   0.00160066      1.56791     0.785398
10.092 0.35 0.28 0.7 0.554568 0.000299058 0.623593 0 -0.15 0.5 0.0827077 3.84717e-05 0.648946  0.000731728 -0.000481373  0.000756988     -1.57144   0.00163432      1.56786     0.785398
10.093 0.35 0.28 0.7 0.554564 0.00030669 0.623593 0 -0.15 0.5 0.0827058 3.94152e-05 0.648946  0.000744464 -0.000499817  0.000770144     -1.57144   0.00166837       1.5678     0.785398
10.094 0.35 0.28 0.7 0.55456 0.000314436 0.623594 0 -0.15 0.5 0.0827038 4.03721e-05 0.648947  0.000757304 -0.000518409  0.000783402     -1.57144   0.00170281      1.56774     0.785398
10.095 0.35 0.28 0.7 0.554556 0.000322297 0.623594 0 -0.15 0.5 0.0827018 4.13424e-05 0.648947  0.000770247 -0.000537147  0.000796762     -1.57144   0.00173766      1.56769     0.785398
10.096 0.35 0.28 0.7 0.554551 0.000330272 0.623595 0 -0.15 0.5 0.0826997 4.23263e-05 0.648948  0.000783293 -0.000556033  0.000810223     -1.57144   0.00177291      1.56763     0.785398
10.097 0.35 0.28 0.7 0.554547 0.000338362 0.623596 0 -0.15 0.5 0.0826976 4.33237e-05 0.648948  0.000796442 -0.000575065  0.000823784     -1.57144   0.00180856      1.56757     0.785398
10.098 0.35 0.28 0.7 0.554542 0.000346567 0.623596 0 -0.15 0.5 0.0826954 4.43347e-05 0.648949  0.000809694 -0.000594243  0.000837446     -1.57144   0.00184462      1.56752     0.785398
10.099 0.35 0.28 0.7 0.554538 0.000354889 0.623597 0 -0.15 0.5 0.0826932 4.53593e-05 0.648949  0.000823048 -0.000613567  0.000851208     -1.57144   0.00188108      1.56746     0.785398
10.1 0.35 0.28 0.7 0.554533 0.000363327 0.623598 0 -0.15 0.5 0.082691 4.63975e-05 0.64895  0.000836505 -0.000633037   0.00086507     -1.57144   0.00191795       1.5674     0.785398
10.101 0.35 0.28 0.7 0.554528 0.000371882 0.623599 0 -0.15 0.5 0.0826887 4.74495e-05 0.648951  0.000850065 -0.000652652  0.000879032     -1.57144   0.00195523      1.56734     0.785398
10.102 0.35 0.28 0.7 0.554524 0.000380554 0.6236 0 -0.15 0.5 0.0826863 4.85151e-05 0.648951  0.000863727 -0.000672412  0.000893092     -1.57144   0.00199292      1.56728     0.785398
10.103 0.35 0.28 0.7 0.554519 0.000389344 0.623601 0 -0.15 0.5 0.082684 4.95945e-05 0.648952  0.000877492 -0.000692317  0.000907251     -1.57144   0.00203102      1.56722     0.785398
10.104 0.35 0.28 0.7 0.554514 0.000398252 0.623602 0 -0.15 0.5 0.0826815 5.06876e-05 0.648953  0.000891359 -0.000712366  0.000921508     -1.57144   0.00206953      1.56716     0.785398
10.105 0.35 0.28 0.7 0.554509 0.000407278 0.623603 0 -0.15 0.5 0.0826791 5.17946e-05 0.648953  0.000905328 -0.000732559  0.000935863     -1.57144   0.00210846       1.5671     0.785398
10.106 0.35 0.28 0.7 0.554504 0.000416424 0.623604 0 -0.15 0.5 0.0826766 5.29153e-05 0.648954  0.000919399 -0.000752896  0.000950315     -1.57144    0.0021478      1.56703     0.785398
10.107 0.35 0.28 0.7 0.554498 0.000425688 0.623605 0 -0.15 0.5 0.082674 5.405e-05 0.648955  0.000933572 -0.000773376  0.000964865     -1.57144   0.00218757      1.56697     0.785398
10.108 0.35 0.28 0.7 0.554493 0.000435072 0.623606 0 -0.15 0.5 0.0826714 5.51985e-05 0.648955 0.000947848   -0.000794 0.000979511    -1.57144  0.00222775     1.56691    0.785398
10.109 0.35 0.28 0.7 0.554488 0.000444576 0.623608 0 -0.15 0.5 0.0826688 5.6361e-05 0.648956  0.000962225 -0.000814767  0.000994253     -1.57144   0.00226836      1.56684     0.785398
10.11 0.35 0.28 0.7 0.554482 0.000454201 0.623609 0 -0.15 0.5 0.0826661 5.75374e-05 0.648957  0.000976704 -0.000835676   0.00100909     -1.57144   0.00230938      1.56678     0.785398
