playtime q_target_4 q_joint_4 q_error_4 tau_desired_4 q_joint_1 q_joint_2 q_joint_3 q_joint_4 q_joint_5 q_joint_6 q_joint_7
23.176 -0.523605 -0.523588 -1.70197e-05 5.62056 -1.38422e-07 5.73392e-06 -4.82261e-06 -0.523588 9.41143e-06 1.57079 -0.00200569
23.177 -0.523609 -0.523588 -2.01612e-05 5.61792 -1.4548e-07 5.31615e-06 -4.8397e-06 -0.523588 9.43009e-06 1.57079 -0.00200566
23.178 -0.523613 -0.523589 -2.35273e-05 5.61535 -1.53336e-07 4.84637e-06 -4.85779e-06 -0.523589 9.4451e-06 1.57079 -0.00200563
23.179 -0.523618 -0.52359 -2.71097e-05 5.61284 -1.62041e-07 4.32116e-06 -4.877e-06 -0.52359 9.45674e-06 1.57079 -0.0020056
23.18 -0.523623 -0.523592 -3.09006e-05 5.61039 -1.71648e-07 3.73726e-06 -4.89743e-06 -0.523592 9.46521e-06 1.57079 -0.00200558
23.181 -0.523628 -0.523593 -3.48924e-05 5.608 -1.82205e-07 3.09155e-06 -4.91918e-06 -0.523593 9.47076e-06 1.57079 -0.00200555
23.182 -0.523634 -0.523595 -3.90778e-05 5.60566 -1.93761e-07 2.38109e-06 -4.94233e-06 -0.523595 9.47359e-06 1.57079 -0.00200553
23.183 -0.52364 -0.523596 -4.34498e-05 5.60337 -2.06362e-07 1.60303e-06 -4.96693e-06 -0.523596 9.4739e-06 1.57079 -0.00200551
23.184 -0.523646 -0.523598 -4.80018e-05 5.60114 -2.20052e-07 7.54704e-07 -4.99307e-06 -0.523598 9.4719e-06 1.57079 -0.00200548
23.185 -0.523653 -0.5236 -5.27273e-05 5.59895 -2.34875e-07 -1.66454e-07 -5.02078e-06 -0.5236 9.46776e-06 1.57079 -0.00200546
23.186 -0.52366 -0.523602 -5.76202e-05 5.59681 -2.50869e-07 -1.16287e-06 -5.05012e-06 -0.523602 9.46166e-06 1.57079 -0.00200544
23.187 -0.523668 -0.523605 -6.26745e-05 5.59472 -2.68073e-07 -2.23687e-06 -5.08113e-06 -0.523605 9.45378e-06 1.57079 -0.00200542
23.188 -0.523675 -0.523607 -6.78844e-05 5.59267 -2.8652e-07 -3.39063e-06 -5.11384e-06 -0.523607 9.44426e-06 1.57079 -0.0020054
23.189 -0.523683 -0.52361 -7.32447e-05 5.59066 -3.06246e-07 -4.62624e-06 -5.14827e-06 -0.52361 9.43327e-06 1.57079 -0.00200537
23.19 -0.523692 -0.523613 -7.87499e-05 5.58869 -3.27278e-07 -5.94568e-06 -5.18445e-06 -0.523613 9.42095e-06 1.57079 -0.00200535
23.191 -0.523701 -0.523616 -8.4395e-05 5.58676 -3.49645e-07 -7.35083e-06 -5.2224e-06 -0.523616 9.40743e-06 1.57079 -0.00200533
23.192 -0.52371 -0.52362 -9.01752e-05 5.58487 -3.73373e-07 -8.84345e-06 -5.26211e-06 -0.52362 9.39286e-06 1.57079 -0.0020053
23.193 -0.523719 -0.523623 -9.60858e-05 5.58301 -3.98483e-07 -1.04252e-05 -5.30361e-06 -0.523623 9.37736e-06 1.57079 -0.00200528
23.194 -0.523729 -0.523627 -0.000102122 5.58119 -4.24995e-07 -1.20978e-05 -5.34689e-06 -0.523627 9.36105e-06 1.57079 -0.00200526
23.195 -0.52374 -0.523631 -0.000108281 5.5794 -4.52927e-07 -1.38625e-05 -5.39196e-06 -0.523631 9.34404e-06 1.57079 -0.00200523
23.196 -0.52375 -0.523635 -0.000114556 5.57764 -4.82293e-07 -1.5721e-05 -5.4388e-06 -0.523635 9.32645e-06 1.57079 -0.0020052
23.197 -0.523761 -0.52364 -0.000120946 5.57592 -5.13107e-07 -1.76744e-05 -5.48741e-06 -0.52364 9.30838e-06 1.57079 -0.00200518
23.198 -0.523772 -0.523645 -0.000127445 5.57422 -5.45378e-07 -1.97241e-05 -5.53778e-06 -0.523645 9.28994e-06 1.57079 -0.00200515
23.199 -0.523784 -0.52365 -0.00013405 5.57255 -5.79114e-07 -2.18712e-05 -5.58989e-06 -0.52365 9.27121e-06 1.57079 -0.00200512
23.2 -0.523796 -0.523655 -0.000140758 5.57091 -6.1432e-07 -2.41169e-05 -5.64373e-06 -0.523655 9.25229e-06 1.57079 -0.00200509
23.201 -0.523808 -0.52366 -0.000147564 5.56929 -6.50999e-07 -2.64621e-05 -5.69928e-06 -0.52366 9.23326e-06 1.57079 -0.00200505
23.202 -0.52382 -0.523666 -0.000154467 5.56771 -6.89153e-07 -2.8908e-05 -5.75652e-06 -0.523666 9.21422e-06 1.57079 -0.00200502
23.203 -0.523833 -0.523672 -0.000161463 5.56614 -7.2878e-07 -3.14552e-05 -5.81542e-06 -0.523672 9.19523e-06 1.5708 -0.00200499
23.204 -0.523847 -0.523678 -0.000168549 5.5646 -7.69877e-07 -3.41048e-05 -5.87596e-06 -0.523678 9.17638e-06 1.5708 -0.00200495
23.205 -0.52386 -0.523685 -0.000175721 5.56308 -8.12439e-07 -3.68574e-05 -5.93811e-06 -0.523685 9.15774e-06 1.5708 -0.00200491
23.206 -0.523874 -0.523691 -0.000182978 5.56159 -8.56458e-07 -3.97139e-05 -6.00184e-06 -0.523691 9.13937e-06 1.5708 -0.00200488
23.207 -0.523888 -0.523698 -0.000190317 5.56011 -9.01925e-07 -4.26749e-05 -6.06713e-06 -0.523698 9.12135e-06 1.5708 -0.00200484
23.208 -0.523903 -0.523705 -0.000197734 5.55866 -9.4883e-07 -4.5741e-05 -6.13394e-06 -0.523705 9.10373e-06 1.5708 -0.0020048
23.209 -0.523918 -0.523713 -0.000205228 5.55722 -9.9716e-07 -4.89128e-05 -6.20224e-06 -0.523713 9.08657e-06 1.5708 -0.00200476
23.21 -0.523933 -0.523721 -0.000212796 5.55581 -1.0469e-06 -5.21908e-05 -6.27199e-06 -0.523721 9.06994e-06 1.5708 -0.00200471
23.211 -0.523949 -0.523729 -0.000220437 5.55441 -1.09804e-06 -5.55754e-05 -6.34316e-06 -0.523729 9.05389e-06 1.5708 -0.00200467
23.212 -0.523965 -0.523737 -0.000228147 5.55303 -1.15055e-06 -5.90672e-05 -6.41571e-06 -0.523737 9.03846e-06 1.5708 -0.00200462
23.213 -0.523981 -0.523745 -0.000235925 5.55167 -1.20442e-06 -6.26664e-05 -6.48961e-06 -0.523745 9.02371e-06 1.5708 -0.00200458
23.214 -0.523998 -0.523754 -0.000243768 5.55032 -1.25963e-06 -6.63735e-05 -6.56482e-06 -0.523754 9.00969e-06 1.5708 -0.00200453
23.215 -0.524015 -0.523763 -0.000251675 5.54899 -1.31616e-06 -7.01888e-05 -6.64129e-06 -0.523763 8.99644e-06 1.5708 -0.00200448
23.216 -0.524032 -0.523773 -0.000259645 5.54768 -1.37398e-06 -7.41124e-05 -6.719e-06 -0.523773 8.984e-06 1.5708 -0.00200443
23.217 -0.52405 -0.523782 -0.000267674 5.54638 -1.43307e-06 -7.81446e-05 -6.7979e-06 -0.523782 8.97242e-06 1.5708 -0.00200437
23.218 -0.524068 -0.523792 -0.000275762 5.54509 -1.49341e-06 -8.22857e-05 -6.87795e-06 -0.523792 8.96172e-06 1.57081 -0.00200432
23.219 -0.524086 -0.523802 -0.000283907 5.54382 -1.55497e-06 -8.65357e-05 -6.95912e-06 -0.523802 8.95196e-06 1.57081 -0.00200427
23.22 -0.524105 -0.523813 -0.000292108 5.54256 -1.61771e-06 -9.08949e-05 -7.04134e-06 -0.523813 8.94316e-06 1.57081 -0.00200421
23.221 -0.524124 -0.523824 -0.000300361 5.54132 -1.68162e-06 -9.53632e-05 -7.1246e-06 -0.523824 8.93536e-06 1.57081 -0.00200415
23.222 -0.524143 -0.523835 -0.000308668 5.54009 -1.74667e-06 -9.99408e-05 -7.20885e-06 -0.523835 8.92859e-06 1.57081 -0.00200409
23.223 -0.524163 -0.523846 -0.000317025 5.53887 -1.81282e-06 -0.000104628 -7.29403e-06 -0.523846 8.92289e-06 1.57081 -0.00200403
23.224 -0.524183 -0.523858 -0.000325432 5.53766 -1.88004e-06 -0.000109424 -7.38012e-06 -0.523858 8.91827e-06 1.57081 -0.00200397
23.225 -0.524203 -0.52387 -0.000333887 5.53646 -1.9483e-06 -0.000114329 -7.46707e-06 -0.52387 8.91476e-06 1.57081 -0.00200391
23.226 -0.524224 -0.523882 -0.000342389 5.53527 -2.01758e-06 -0.000119344 -7.55483e-06 -0.523882 8.9124e-06 1.57081 -0.00200384
23.227 -0.524245 -0.523894 -0.000350937 5.5341 -2.08783e-06 -0.000124467 -7.64336e-06 -0.523894 8.9112e-06 1.57081 -0.00200378
23.228 -0.524267 -0.523907 -0.00035953 5.53293 -2.15902e-06 -0.0001297 -7.73263e-06 -0.523907 8.9112e-06 1.57081 -0.00200371
23.229 -0.524288 -0.52392 -0.000368166 5.53178 -2.23113e-06 -0.000135042 -7.82258e-06 -0.52392 8.9124e-06 1.57081 -0.00200364
23.23 -0.52431 -0.523933 -0.000376845 5.53063 -2.30411e-06 -0.000140492 -7.91318e-06 -0.523933 8.91484e-06 1.57081 -0.00200357
23.231 -0.524333 -0.523947 -0.000385566 5.52949 -2.37793e-06 -0.000146051 -8.00438e-06 -0.523947 8.91853e-06 1.57081 -0.0020035
23.232 -0.524355 -0.523961 -0.000394327 5.52837 -2.45255e-06 -0.000151719 -8.09614e-06 -0.523961 8.92349e-06 1.57082 -0.00200343
23.233 -0.524378 -0.523975 -0.000403128 5.52725 -2.52794e-06 -0.000157494 -8.18842e-06 -0.523975 8.92974e-06 1.57082 -0.00200335
23.234 -0.524402 -0.52399 -0.000411967 5.52614 -2.60406e-06 -0.000163378 -8.28117e-06 -0.52399 8.93729e-06 1.57082 -0.00200328
23.235 -0.524425 -0.524005 -0.000420845 5.52504 -2.68088e-06 -0.000169369 -8.37436e-06 -0.524005 8.94616e-06 1.57082 -0.0020032
23.236 -0.524449 -0.52402 -0.000429759 5.52394 -2.75836e-06 -0.000175468 -8.46793e-06 -0.52402 8.95637e-06 1.57082 -0.00200312
23.237 -0.524474 -0.524035 -0.00043871 5.52286 -2.83646e-06 -0.000181674 -8.56185e-06 -0.524035 8.96792e-06 1.57082 -0.00200304
23.238 -0.524498 -0.524051 -0.000447696 5.52178 -2.91515e-06 -0.000187986 -8.65607e-06 -0.524051 8.98084e-06 1.57082 -0.00200296
23.239 -0.524524 -0.524067 -0.000456717 5.52071 -2.99438e-06 -0.000194406 -8.75056e-06 -0.524067 8.99513e-06 1.57082 -0.00200288
23.24 -0.524549 -0.524083 -0.000465772 5.51965 -3.07412e-06 -0.000200931 -8.84527e-06 -0.524083 9.0108e-06 1.57082 -0.00200279
23.241 -0.524575 -0.5241 -0.00047486 5.51859 -3.15434e-06 -0.000207563 -8.94016e-06 -0.5241 9.02787e-06 1.57082 -0.00200271
23.242 -0.524601 -0.524117 -0.00048398 5.51755 -3.23499e-06 -0.0002143 -9.0352e-06 -0.524117 9.04634e-06 1.57082 -0.00200262
23.243 -0.524627 -0.524134 -0.000493133 5.5165 -3.31603e-06 -0.000221142 -9.13033e-06 -0.524134 9.06622e-06 1.57082 -0.00200254
23.244 -0.524654 -0.524151 -0.000502317 5.51547 -3.39744e-06 -0.00022809 -9.22552e-06 -0.524151 9.08753e-06 1.57083 -0.00200245
23.245 -0.524681 -0.524169 -0.000511532 5.51444 -3.47916e-06 -0.000235141 -9.32072e-06 -0.524169 9.11026e-06 1.57083 -0.00200236
23.246 -0.524708 -0.524187 -0.000520778 5.51342 -3.56117e-06 -0.000242297 -9.41591e-06 -0.524187 9.13444e-06 1.57083 -0.00200226
23.247 -0.524736 -0.524206 -0.000530052 5.5124 -3.64342e-06 -0.000249556 -9.51104e-06 -0.524206 9.16005e-06 1.57083 -0.00200217
23.248 -0.524764 -0.524224 -0.000539356 5.51139 -3.72588e-06 -0.000256918 -9.60606e-06 -0.524224 9.18712e-06 1.57083 -0.00200208
23.249 -0.524792 -0.524243 -0.000548689 5.51039 -3.80851e-06 -0.000264383 -9.70095e-06 -0.524243 9.21563e-06 1.57083 -0.00200198
23.25 -0.524821 -0.524263 -0.00055805 5.50939 -3.89128e-06 -0.00027195 -9.79566e-06 -0.524263 9.24561e-06 1.57083 -0.00200188
23.251 -0.52485 -0.524282 -0.000567438 5.5084 -3.97413e-06 -0.000279619 -9.89016e-06 -0.524282 9.27705e-06 1.57083 -0.00200178
23.252 -0.524879 -0.524302 -0.000576854 5.50741 -4.05705e-06 -0.00028739 -9.9844e-06 -0.524302 9.30996e-06 1.57083 -0.00200168
23.253 -0.524909 -0.524322 -0.000586296 5.50643 -4.13999e-06 -0.000295261 -1.00784e-05 -0.524322 9.34434e-06 1.57083 -0.00200158
23.254 -0.524939 -0.524343 -0.000595765 5.50546 -4.22291e-06 -0.000303233 -1.0172e-05 -0.524343 9.38019e-06 1.57083 -0.00200148
23.255 -0.524969 -0.524364 -0.000605259 5.50449 -4.30577e-06 -0.000311305 -1.02652e-05 -0.524364 9.41752e-06 1.57083 -0.00200138
23.256 -0.525 -0.524385 -0.000614779 5.50352 -4.38855e-06 -0.000319476 -1.03581e-05 -0.524385 9.45632e-06 1.57083 -0.00200127
23.257 -0.525031 -0.524406 -0.000624324 5.50256 -4.4712e-06 -0.000327746 -1.04505e-05 -0.524406 9.49661e-06 1.57084 -0.00200117
23.258 -0.525062 -0.524428 -0.000633894 5.50161 -4.55369e-06 -0.000336115 -1.05425e-05 -0.524428 9.53837e-06 1.57084 -0.00200106
23.259 -0.525093 -0.52445 -0.000643488 5.50066 -4.63598e-06 -0.000344581 -1.06339e-05 -0.52445 9.58162e-06 1.57084 -0.00200095
23.26 -0.525125 -0.524472 -0.000653107 5.49971 -4.71804e-06 -0.000353145 -1.07248e-05 -0.524472 9.62634e-06 1.57084 -0.00200084
23.261 -0.525158 -0.524495 -0.000662749 5.49877 -4.79983e-06 -0.000361805 -1.08152e-05 -0.524495 9.67255e-06 1.57084 -0.00200073
23.262 -0.52519 -0.524518 -0.000672414 5.49784 -4.88131e-06 -0.000370562 -1.09049e-05 -0.524518 9.72025e-06 1.57084 -0.00200061
23.263 -0.525223 -0.524541 -0.000682102 5.49691 -4.96246e-06 -0.000379415 -1.0994e-05 -0.524541 9.76942e-06 1.57084 -0.0020005
23.264 -0.525256 -0.524565 -0.000691813 5.49598 -5.04324e-06 -0.000388363 -1.10824e-05 -0.524565 9.82007e-06 1.57084 -0.00200038
23.265 -0.52529 -0.524589 -0.000701546 5.49506 -5.12361e-06 -0.000397405 -1.11701e-05 -0.524589 9.8722e-06 1.57084 -0.00200027
23.266 -0.525324 -0.524613 -0.000711302 5.49415 -5.20354e-06 -0.000406542 -1.12571e-05 -0.524613 9.92581e-06 1.57084 -0.00200015
23.267 -0.525358 -0.524637 -0.000721079 5.49324 -5.28299e-06 -0.000415772 -1.13433e-05 -0.524637 9.9809e-06 1.57084 -0.00200003
23.268 -0.525393 -0.524662 -0.000730878 5.49233 -5.36194e-06 -0.000425095 -1.14287e-05 -0.524662 1.00375e-05 1.57084 -0.00199991
23.269 -0.525428 -0.524687 -0.000740698 5.49143 -5.44035e-06 -0.00043451 -1.15133e-05 -0.524687 1.00955e-05 1.57085 -0.00199978
23.27 -0.525463 -0.524712 -0.000750539 5.49053 -5.51819e-06 -0.000444017 -1.1597e-05 -0.524712 1.0155e-05 1.57085 -0.00199966
23.271 -0.525498 -0.524738 -0.0007604 5.48964 -5.59543e-06 -0.000453616 -1.16798e-05 -0.524738 1.0216e-05 1.57085 -0.00199954
23.272 -0.525534 -0.524764 -0.000770283 5.48875 -5.67203e-06 -0.000463305 -1.17617e-05 -0.524764 1.02784e-05 1.57085 -0.00199941
23.273 -0.52557 -0.52479 -0.000780185 5.48786 -5.74797e-06 -0.000473084 -1.18427e-05 -0.52479 1.03423e-05 1.57085 -0.00199928
23.274 -0.525607 -0.524817 -0.000790108 5.48698 -5.82321e-06 -0.000482953 -1.19226e-05 -0.524817 1.04076e-05 1.57085 -0.00199915
23.275 -0.525644 -0.524844 -0.00080005 5.48611 -5.89772e-06 -0.00049291 -1.20016e-05 -0.524844 1.04744e-05 1.57085 -0.00199902
23.276 -0.525681 -0.524871 -0.000810012 5.48524 -5.97148e-06 -0.000502956 -1.20796e-05 -0.524871 1.05427e-05 1.57085 -0.00199889
23.277 -0.525718 -0.524898 -0.000819993 5.48437 -6.04445e-06 -0.00051309 -1.21564e-05 -0.524898 1.06124e-05 1.57085 -0.00199876
23.278 -0.525756 -0.524926 -0.000829993 5.48351 -6.11661e-06 -0.00052331 -1.22322e-05 -0.524926 1.06835e-05 1.57085 -0.00199862
23.279 -0.525794 -0.524954 -0.000840012 5.48265 -6.18792e-06 -0.000533617 -1.23069e-05 -0.524954 1.07561e-05 1.57085 -0.00199849
23.28 -0.525833 -0.524983 -0.000850049 5.4818 -6.25836e-06 -0.00054401 -1.23805e-05 -0.524983 1.08301e-05 1.57085 -0.00199835
23.281 -0.525872 -0.525011 -0.000860106 5.48095 -6.3279e-06 -0.000554488 -1.24529e-05 -0.525011 1.09055e-05 1.57086 -0.00199821
23.282 -0.525911 -0.52504 -0.00087018 5.4801 -6.39652e-06 -0.000565051 -1.25241e-05 -0.52504 1.09823e-05 1.57086 -0.00199808
23.283 -0.52595 -0.52507 -0.000880272 5.47926 -6.46418e-06 -0.000575698 -1.25941e-05 -0.52507 1.10606e-05 1.57086 -0.00199793
23.284 -0.52599 -0.525099 -0.000890383 5.47842 -6.53086e-06 -0.000586428 -1.26629e-05 -0.525099 1.11403e-05 1.57086 -0.00199779
23.285 -0.52603 -0.525129 -0.000900511 5.47759 -6.59653e-06 -0.000597241 -1.27304e-05 -0.525129 1.12214e-05 1.57086 -0.00199765
23.286 -0.52607 -0.52516 -0.000910656 5.47676 -6.66117e-06 -0.000608136 -1.27967e-05 -0.52516 1.13039e-05 1.57086 -0.00199751
23.287 -0.526111 -0.52519 -0.000920819 5.47594 -6.72475e-06 -0.000619113 -1.28616e-05 -0.52519 1.13877e-05 1.57086 -0.00199736
23.288 -0.526152 -0.525221 -0.000930998 5.47512 -6.78726e-06 -0.00063017 -1.29253e-05 -0.525221 1.1473e-05 1.57086 -0.00199721
23.289 -0.526193 -0.525252 -0.000941195 5.47431 -6.84865e-06 -0.000641308 -1.29875e-05 -0.525252 1.15597e-05 1.57086 -0.00199706
23.29 -0.526235 -0.525283 -0.000951409 5.4735 -6.90892e-06 -0.000652526 -1.30485e-05 -0.525283 1.16477e-05 1.57086 -0.00199691
23.291 -0.526277 -0.525315 -0.000961638 5.47269 -6.96803e-06 -0.000663823 -1.3108e-05 -0.525315 1.17371e-05 1.57086 -0.00199676
23.292 -0.526319 -0.525347 -0.000971885 5.47189 -7.02596e-06 -0.000675198 -1.31661e-05 -0.525347 1.18279e-05 1.57086 -0.00199661
23.293 -0.526362 -0.52538 -0.000982147 5.47109 -7.08269e-06 -0.000686651 -1.32228e-05 -0.52538 1.192e-05 1.57087 -0.00199646
23.294 -0.526405 -0.525412 -0.000992426 5.4703 -7.13821e-06 -0.000698181 -1.32781e-05 -0.525412 1.20135e-05 1.57087 -0.0019963
23.295 -0.526448 -0.525445 -0.00100272 5.46951 -7.19248e-06 -0.000709787 -1.33319e-05 -0.525445 1.21083e-05 1.57087 -0.00199615
23.296 -0.526492 -0.525478 -0.00101303 5.46872 -7.24548e-06 -0.00072147 -1.33843e-05 -0.525478 1.22045e-05 1.57087 -0.00199599
23.297 -0.526535 -0.525512 -0.00102336 5.46794 -7.2972e-06 -0.000733227 -1.34351e-05 -0.525512 1.2302e-05 1.57087 -0.00199583
23.298 -0.52658 -0.525546 -0.0010337 5.46717 -7.34762e-06 -0.00074506 -1.34844e-05 -0.525546 1.24008e-05 1.57087 -0.00199567
23.299 -0.526624 -0.52558 -0.00104405 5.4664 -7.39671e-06 -0.000756966 -1.35322e-05 -0.52558 1.25009e-05 1.57087 -0.00199551
23.3 -0.526669 -0.525615 -0.00105442 5.46563 -7.44445e-06 -0.000768946 -1.35785e-05 -0.525615 1.26024e-05 1.57087 -0.00199535
23.301 -0.526714 -0.525649 -0.00106481 5.46487 -7.49084e-06 -0.000780998 -1.36232e-05 -0.525649 1.27051e-05 1.57087 -0.00199519
23.302 -0.52676 -0.525684 -0.00107521 5.46411 -7.53584e-06 -0.000793123 -1.36663e-05 -0.525684 1.28092e-05 1.57087 -0.00199502
23.303 -0.526805 -0.52572 -0.00108562 5.46336 -7.57944e-06 -0.000805319 -1.37078e-05 -0.52572 1.29145e-05 1.57087 -0.00199486
23.304 -0.526852 -0.525756 -0.00109605 5.46261 -7.62162e-06 -0.000817585 -1.37477e-05 -0.525756 1.30212e-05 1.57087 -0.00199469
23.305 -0.526898 -0.525791 -0.0011065 5.46186 -7.66236e-06 -0.000829922 -1.3786e-05 -0.525791 1.31291e-05 1.57088 -0.00199452
23.306 -0.526945 -0.525828 -0.00111695 5.46112 -7.70166e-06 -0.000842329 -1.38227e-05 -0.525828 1.32382e-05 1.57088 -0.00199435
23.307 -0.526992 -0.525864 -0.00112743 5.46039 -7.73948e-06 -0.000854804 -1.38577e-05 -0.525864 1.33486e-05 1.57088 -0.00199418
23.308 -0.527039 -0.525901 -0.00113791 5.45966 -7.77582e-06 -0.000867348 -1.3891e-05 -0.525901 1.34603e-05 1.57088 -0.00199401
23.309 -0.527087 -0.525938 -0.00114841 5.45893 -7.81067e-06 -0.000879959 -1.39227e-05 -0.525938 1.35732e-05 1.57088 -0.00199383
23.31 -0.527135 -0.525976 -0.00115892 5.45821 -7.84399e-06 -0.000892637 -1.39527e-05 -0.525976 1.36874e-05 1.57088 -0.00199366
23.311 -0.527183 -0.526014 -0.00116945 5.45749 -7.87579e-06 -0.000905382 -1.3981e-05 -0.526014 1.38028e-05 1.57088 -0.00199348
23.312 -0.527232 -0.526052 -0.00117999 5.45678 -7.90604e-06 -0.000918192 -1.40076e-05 -0.526052 1.39194e-05 1.57088 -0.0019933
23.313 -0.527281 -0.52609 -0.00119054 5.45607 -7.93474e-06 -0.000931068 -1.40325e-05 -0.52609 1.40372e-05 1.57088 -0.00199313
23.314 -0.52733 -0.526129 -0.0012011 5.45537 -7.96186e-06 -0.000944008 -1.40556e-05 -0.526129 1.41563e-05 1.57088 -0.00199295
23.315 -0.52738 -0.526168 -0.00121168 5.45467 -7.9874e-06 -0.000957011 -1.4077e-05 -0.526168 1.42765e-05 1.57088 -0.00199277
23.316 -0.52743 -0.526207 -0.00122226 5.45398 -8.01135e-06 -0.000970078 -1.40967e-05 -0.526207 1.43979e-05 1.57088 -0.00199258
23.317 -0.52748 -0.526247 -0.00123287 5.45329 -8.03368e-06 -0.000983207 -1.41146e-05 -0.526247 1.45205e-05 1.57089 -0.0019924
23.318 -0.52753 -0.526287 -0.00124348 5.45261 -8.0544e-06 -0.000996399 -1.41307e-05 -0.526287 1.46443e-05 1.57089 -0.00199221
23.319 -0.527581 -0.526327 -0.0012541 5.45193 -8.07348e-06 -0.00100965 -1.41451e-05 -0.526327 1.47692e-05 1.57089 -0.00199203
23.32 -0.527632 -0.526368 -0.00126474 5.45126 -8.09092e-06 -0.00102296 -1.41577e-05 -0.526368 1.48953e-05 1.57089 -0.00199184
23.321 -0.527684 -0.526408 -0.00127539 5.45059 -8.10671e-06 -0.00103634 -1.41684e-05 -0.526408 1.50225e-05 1.57089 -0.00199165
23.322 -0.527736 -0.52645 -0.00128605 5.44993 -8.12083e-06 -0.00104977 -1.41774e-05 -0.52645 1.51509e-05 1.57089 -0.00199146
23.323 -0.527788 -0.526491 -0.00129672 5.44927 -8.13328e-06 -0.00106326 -1.41846e-05 -0.526491 1.52804e-05 1.57089 -0.00199127
23.324 -0.52784 -0.526533 -0.0013074 5.44862 -8.14405e-06 -0.00107681 -1.419e-05 -0.526533 1.54111e-05 1.57089 -0.00199108
23.325 -0.527893 -0.526575 -0.00131809 5.44797 -8.15313e-06 -0.00109042 -1.41935e-05 -0.526575 1.55428e-05 1.57089 -0.00199089
23.326 -0.527946 -0.526617 -0.0013288 5.44733 -8.1605e-06 -0.00110408 -1.41952e-05 -0.526617 1.56757e-05 1.57089 -0.00199069
23.327 -0.527999 -0.52666 -0.00133951 5.44669 -8.16617e-06 -0.0011178 -1.41951e-05 -0.52666 1.58096e-05 1.57089 -0.0019905
23.328 -0.528053 -0.526703 -0.00135024 5.44606 -8.17012e-06 -0.00113158 -1.41932e-05 -0.526703 1.59446e-05 1.57089 -0.0019903
23.329 -0.528107 -0.526746 -0.00136097 5.44543 -8.17235e-06 -0.00114541 -1.41894e-05 -0.526746 1.60808e-05 1.5709 -0.0019901
23.33 -0.528161 -0.526789 -0.00137172 5.44481 -8.17285e-06 -0.00115929 -1.41838e-05 -0.526789 1.6218e-05 1.5709 -0.0019899
23.331 -0.528216 -0.526833 -0.00138247 5.44419 -8.17161e-06 -0.00117323 -1.41763e-05 -0.526833 1.63562e-05 1.5709 -0.0019897
23.332 -0.528271 -0.526877 -0.00139324 5.44358 -8.16863e-06 -0.00118722 -1.4167e-05 -0.526877 1.64955e-05 1.5709 -0.0019895
23.333 -0.528326 -0.526922 -0.00140401 5.44297 -8.1639e-06 -0.00120126 -1.41558e-05 -0.526922 1.66359e-05 1.5709 -0.00198929
23.334 -0.528381 -0.526966 -0.0014148 5.44237 -8.15741e-06 -0.00121536 -1.41427e-05 -0.526966 1.67773e-05 1.5709 -0.00198909
23.335 -0.528437 -0.527011 -0.00142559 5.44177 -8.14917e-06 -0.0012295 -1.41278e-05 -0.527011 1.69197e-05 1.5709 -0.00198888
23.336 -0.528493 -0.527057 -0.00143639 5.44118 -8.13916e-06 -0.0012437 -1.41111e-05 -0.527057 1.70631e-05 1.5709 -0.00198868
23.337 -0.52855 -0.527102 -0.00144721 5.4406 -8.12737e-06 -0.00125795 -1.40924e-05 -0.527102 1.72076e-05 1.5709 -0.00198847
