playtime q_joint_1 q_joint_2 q_joint_3 q_joint_4 q_joint_5 q_joint_6 q_joint_7 tau_desired_1 tau_desired_2 tau_desired_3 tau_desired_4 tau_desired_5 tau_desired_6 tau_desired_7
29.848 -0.0083698 -0.0350926 -0.00895961 -0.430851 -0.0126366 1.63989 -0.002463 1.11022e-16 -9.01407 -0.0282974 3.14462 0.304691 1.1227 -0.0500716
29.849 -0.00837575 -0.035254 -0.00895891 -0.430656 -0.0125569 1.63993 -0.00246302 2.08167e-17 -9.00197 -0.0284304 3.13762 0.304447 1.12218 -0.0500793
29.85 -0.00838164 -0.0354155 -0.0089582 -0.430461 -0.0124779 1.63996 -0.00246305 1.31839e-16 -8.98987 -0.0285634 3.13062 0.304203 1.12165 -0.050087
29.851 -0.00838745 -0.0355771 -0.00895749 -0.430267 -0.0123996 1.64 -0.00246307 -3.46945e-17 -8.97778 -0.0286967 3.12363 0.303959 1.12112 -0.0500946
29.852 -0.0083932 -0.035739 -0.00895676 -0.430073 -0.0123218 1.64003 -0.00246309 -1.11022e-16 -8.96568 -0.02883 3.11665 0.303715 1.1206 -0.0501023
29.853 -0.00839888 -0.035901 -0.00895603 -0.429879 -0.0122447 1.64007 -0.00246312 0 -8.95359 -0.0289635 3.10967 0.303471 1.12007 -0.0501099
29.854 -0.0084045 -0.0360631 -0.00895528 -0.429686 -0.0121682 1.6401 -0.00246314 -1.249e-16 -8.94149 -0.0290972 3.1027 0.303227 1.11954 -0.0501174
29.855 -0.00841005 -0.0362254 -0.00895453 -0.429493 -0.0120924 1.64014 -0.00246317 -2.01228e-16 -8.9294 -0.029231 3.09573 0.302983 1.11902 -0.050125
29.856 -0.00841553 -0.0363879 -0.00895377 -0.429301 -0.0120171 1.64018 -0.0024632 -4.85723e-17 -8.9173 -0.029365 3.08877 0.302739 1.11849 -0.0501325
29.857 -0.00842095 -0.0365506 -0.00895301 -0.429109 -0.0119425 1.64021 -0.00246323 -4.85723e-17 -8.90521 -0.0294991 3.08182 0.302495 1.11797 -0.05014
29.858 -0.00842631 -0.0367134 -0.00895223 -0.428918 -0.0118685 1.64025 -0.00246326 0 -8.89312 -0.0296333 3.07487 0.302252 1.11744 -0.0501475
29.859 -0.0084316 -0.0368764 -0.00895145 -0.428727 -0.0117951 1.64028 -0.0024633 -9.02056e-17 -8.88102 -0.0297677 3.06792 0.302008 1.11692 -0.050155
29.86 -0.00843683 -0.0370395 -0.00895066 -0.428537 -0.0117222 1.64032 -0.00246333 5.55112e-17 -8.86893 -0.0299023 3.06099 0.301764 1.11639 -0.0501624
29.861 -0.008442 -0.0372028 -0.00894986 -0.428347 -0.01165 1.64035 -0.00246337 1.04083e-16 -8.85684 -0.0300369 3.05405 0.30152 1.11587 -0.0501699
29.862 -0.00844711 -0.0373663 -0.00894905 -0.428157 -0.0115783 1.64039 -0.0024634 -3.46945e-17 -8.84474 -0.0301717 3.04713 0.301277 1.11535 -0.0501773
29.863 -0.00845215 -0.0375299 -0.00894824 -0.427968 -0.0115072 1.64042 -0.00246344 -1.11022e-16 -8.83265 -0.0303067 3.0402 0.301033 1.11482 -0.0501847
29.864 -0.00845714 -0.0376936 -0.00894742 -0.427779 -0.0114367 1.64046 -0.00246348 -4.16334e-17 -8.82056 -0.0304418 3.03329 0.300789 1.1143 -0.050192
29.865 -0.00846206 -0.0378576 -0.00894659 -0.427591 -0.0113668 1.64049 -0.00246352 9.02056e-17 -8.80847 -0.030577 3.02638 0.300546 1.11378 -0.0501994
29.866 -0.00846693 -0.0380216 -0.00894575 -0.427403 -0.0112974 1.64052 -0.00246356 1.17961e-16 -8.79638 -0.0307124 3.01947 0.300302 1.11326 -0.0502067
29.867 -0.00847174 -0.0381859 -0.00894491 -0.427216 -0.0112286 1.64056 -0.0024636 -5.55112e-17 -8.78429 -0.0308479 3.01257 0.300058 1.11274 -0.050214
29.868 -0.00847648 -0.0383502 -0.00894406 -0.427029 -0.0111603 1.64059 -0.00246365 -1.04083e-16 -8.7722 -0.0309835 3.00568 0.299815 1.11221 -0.0502213
29.869 -0.00848117 -0.0385148 -0.0089432 -0.426842 -0.0110926 1.64063 -0.00246369 -5.55112e-17 -8.76011 -0.0311193 2.99879 0.299571 1.11169 -0.0502285
29.87 -0.00848581 -0.0386795 -0.00894234 -0.426656 -0.0110255 1.64066 -0.00246374 2.08167e-17 -8.74802 -0.0312552 2.9919 0.299328 1.11117 -0.0502358
29.871 -0.00849038 -0.0388443 -0.00894146 -0.42647 -0.0109589 1.6407 -0.00246379 -1.04083e-16 -8.73593 -0.0313913 2.98502 0.299085 1.11065 -0.050243
29.872 -0.0084949 -0.0390093 -0.00894058 -0.426285 -0.0108928 1.64073 -0.00246384 -9.71445e-17 -8.72384 -0.0315275 2.97815 0.298841 1.11013 -0.0502502
29.873 -0.00849936 -0.0391744 -0.0089397 -0.4261 -0.0108272 1.64076 -0.00246389 -2.08167e-17 -8.71175 -0.0316638 2.97128 0.298598 1.10961 -0.0502573
29.874 -0.00850377 -0.0393397 -0.0089388 -0.425915 -0.0107622 1.6408 -0.00246394 5.55112e-17 -8.69966 -0.0318002 2.96442 0.298354 1.10909 -0.0502645
29.875 -0.00850812 -0.0395051 -0.0089379 -0.425731 -0.0106977 1.64083 -0.00246399 6.93889e-17 -8.68758 -0.0319368 2.95756 0.298111 1.10857 -0.0502716
29.876 -0.00851241 -0.0396706 -0.00893699 -0.425548 -0.0106338 1.64087 -0.00246404 -1.38778e-16 -8.67549 -0.0320735 2.95071 0.297868 1.10805 -0.0502788
29.877 -0.00851665 -0.0398364 -0.00893608 -0.425364 -0.0105703 1.6409 -0.0024641 6.93889e-18 -8.6634 -0.0322103 2.94386 0.297625 1.10753 -0.0502859
29.878 -0.00852084 -0.0400022 -0.00893516 -0.425181 -0.0105074 1.64093 -0.00246415 1.38778e-17 -8.65132 -0.0323473 2.93702 0.297382 1.10702 -0.0502929
29.879 -0.00852498 -0.0401682 -0.00893423 -0.424999 -0.0104449 1.64097 -0.00246421 1.45717e-16 -8.63923 -0.0324843 2.93018 0.297138 1.1065 -0.0503
29.88 -0.00852906 -0.0403343 -0.0089333 -0.424817 -0.010383 1.641 -0.00246427 4.85723e-17 -8.62715 -0.0326216 2.92335 0.296895 1.10598 -0.050307
29.881 -0.00853309 -0.0405006 -0.00893235 -0.424635 -0.0103216 1.64103 -0.00246433 6.93889e-17 -8.61506 -0.0327589 2.91652 0.296652 1.10546 -0.0503141
29.882 -0.00853706 -0.040667 -0.00893141 -0.424454 -0.0102606 1.64107 -0.00246439 -7.63278e-17 -8.60298 -0.0328964 2.9097 0.296409 1.10495 -0.0503211
29.883 -0.00854099 -0.0408336 -0.00893045 -0.424273 -0.0102002 1.6411 -0.00246445 9.02056e-17 -8.5909 -0.033034 2.90289 0.296166 1.10443 -0.050328
29.884 -0.00854486 -0.0410003 -0.00892949 -0.424093 -0.0101402 1.64113 -0.00246451 2.08167e-17 -8.57881 -0.0331717 2.89608 0.295923 1.10391 -0.050335
29.885 -0.00854869 -0.0411671 -0.00892852 -0.423913 -0.0100807 1.64117 -0.00246458 -5.55112e-17 -8.56673 -0.0333095 2.88927 0.29568 1.1034 -0.0503419
29.886 -0.00855246 -0.041334 -0.00892755 -0.423733 -0.0100217 1.6412 -0.00246464 9.71445e-17 -8.55465 -0.0334475 2.88247 0.295438 1.10288 -0.0503489
29.887 -0.00855618 -0.0415011 -0.00892657 -0.423554 -0.00996322 1.64123 -0.00246471 -7.63278e-17 -8.54257 -0.0335855 2.87567 0.295195 1.10236 -0.0503558
29.888 -0.00855985 -0.0416684 -0.00892559 -0.423375 -0.00990516 1.64126 -0.00246478 -4.85723e-17 -8.53049 -0.0337238 2.86888 0.294952 1.10185 -0.0503627
29.889 -0.00856348 -0.0418357 -0.00892459 -0.423196 -0.00984757 1.6413 -0.00246484 -1.31839e-16 -8.51841 -0.0338621 2.86209 0.294709 1.10133 -0.0503695
29.89 -0.00856706 -0.0420032 -0.0089236 -0.423018 -0.00979045 1.64133 -0.00246491 1.38778e-17 -8.50633 -0.0340005 2.85531 0.294467 1.10082 -0.0503764
29.891 -0.00857058 -0.0421709 -0.00892259 -0.422841 -0.00973378 1.64136 -0.00246498 4.16334e-17 -8.49425 -0.0341391 2.84854 0.294224 1.1003 -0.0503832
29.892 -0.00857406 -0.0423386 -0.00892158 -0.422663 -0.00967757 1.6414 -0.00246506 -1.11022e-16 -8.48218 -0.0342778 2.84177 0.293982 1.09979 -0.05039
29.893 -0.0085775 -0.0425065 -0.00892056 -0.422486 -0.00962181 1.64143 -0.00246513 4.16334e-17 -8.4701 -0.0344166 2.835 0.293739 1.09927 -0.0503968
29.894 -0.00858088 -0.0426746 -0.00891954 -0.42231 -0.00956649 1.64146 -0.0024652 -5.55112e-17 -8.45802 -0.0345555 2.82824 0.293497 1.09876 -0.0504036
29.895 -0.00858422 -0.0428427 -0.00891851 -0.422134 -0.00951163 1.64149 -0.00246528 -6.93889e-18 -8.44595 -0.0346945 2.82148 0.293254 1.09825 -0.0504104
29.896 -0.00858751 -0.043011 -0.00891748 -0.421958 -0.0094572 1.64152 -0.00246535 -6.245e-17 -8.43387 -0.0348336 2.81473 0.293012 1.09773 -0.0504171
29.897 -0.00859076 -0.0431794 -0.00891644 -0.421782 -0.0094032 1.64156 -0.00246543 4.16334e-17 -8.4218 -0.0349729 2.80798 0.292769 1.09722 -0.0504238
29.898 -0.00859396 -0.0433479 -0.0089154 -0.421607 -0.00934964 1.64159 -0.00246551 0 -8.40972 -0.0351123 2.80124 0.292527 1.09671 -0.0504305
29.899 -0.00859712 -0.0435166 -0.00891435 -0.421432 -0.00929651 1.64162 -0.00246559 1.04083e-16 -8.39765 -0.0352518 2.7945 0.292285 1.0962 -0.0504372
29.9 -0.00860023 -0.0436854 -0.00891329 -0.421258 -0.00924381 1.64165 -0.00246567 6.245e-17 -8.38558 -0.0353914 2.78777 0.292043 1.09568 -0.0504439
29.901 -0.0086033 -0.0438543 -0.00891223 -0.421084 -0.00919153 1.64168 -0.00246575 -2.08167e-17 -8.37351 -0.0355311 2.78104 0.291801 1.09517 -0.0504505
29.902 -0.00860632 -0.0440233 -0.00891116 -0.420911 -0.00913966 1.64172 -0.00246583 4.85723e-17 -8.36144 -0.0356709 2.77432 0.291559 1.09466 -0.0504572
29.903 -0.0086093 -0.0441925 -0.00891009 -0.420737 -0.00908821 1.64175 -0.00246592 -7.63278e-17 -8.34937 -0.0358109 2.7676 0.291317 1.09415 -0.0504638
29.904 -0.00861224 -0.0443617 -0.00890901 -0.420565 -0.00903718 1.64178 -0.002466 -6.93889e-18 -8.3373 -0.0359509 2.76089 0.291075 1.09364 -0.0504704
29.905 -0.00861514 -0.0445311 -0.00890792 -0.420392 -0.00898655 1.64181 -0.00246609 0 -8.32523 -0.0360911 2.75418 0.290833 1.09313 -0.050477
29.906 -0.00861799 -0.0447007 -0.00890684 -0.42022 -0.00893632 1.64184 -0.00246617 -2.08167e-17 -8.31316 -0.0362313 2.74748 0.290591 1.09262 -0.0504835
29.907 -0.0086208 -0.0448703 -0.00890574 -0.420048 -0.0088865 1.64187 -0.00246626 1.38778e-17 -8.30109 -0.0363717 2.74078 0.290349 1.09211 -0.0504901
29.908 -0.00862357 -0.04504 -0.00890464 -0.419877 -0.00883708 1.6419 -0.00246635 -6.245e-17 -8.28903 -0.0365122 2.73408 0.290107 1.0916 -0.0504966
29.909 -0.0086263 -0.0452099 -0.00890354 -0.419706 -0.00878805 1.64194 -0.00246644 5.55112e-17 -8.27696 -0.0366528 2.72739 0.289866 1.09109 -0.0505031
29.91 -0.00862898 -0.0453799 -0.00890243 -0.419535 -0.00873941 1.64197 -0.00246653 -6.245e-17 -8.2649 -0.0367935 2.72071 0.289624 1.09058 -0.0505096
29.911 -0.00863163 -0.04555 -0.00890131 -0.419365 -0.00869116 1.642 -0.00246662 2.77556e-17 -8.25283 -0.0369343 2.71403 0.289382 1.09007 -0.0505161
29.912 -0.00863424 -0.0457202 -0.00890019 -0.419195 -0.0086433 1.64203 -0.00246671 -5.55112e-17 -8.24077 -0.0370752 2.70735 0.289141 1.08956 -0.0505226
29.913 -0.0086368 -0.0458906 -0.00889907 -0.419025 -0.00859582 1.64206 -0.00246681 6.93889e-17 -8.22871 -0.0372162 2.70068 0.288899 1.08905 -0.050529
29.914 -0.00863933 -0.046061 -0.00889794 -0.418856 -0.00854871 1.64209 -0.0024669 6.93889e-18 -8.21664 -0.0373573 2.69402 0.288658 1.08854 -0.0505354
29.915 -0.00864182 -0.0462316 -0.0088968 -0.418687 -0.00850198 1.64212 -0.002467 1.31839e-16 -8.20458 -0.0374985 2.68735 0.288416 1.08804 -0.0505419
29.916 -0.00864427 -0.0464023 -0.00889566 -0.418518 -0.00845563 1.64215 -0.00246709 -6.93889e-18 -8.19252 -0.0376398 2.6807 0.288175 1.08753 -0.0505483
29.917 -0.00864668 -0.046573 -0.00889452 -0.41835 -0.00840964 1.64218 -0.00246719 1.38778e-16 -8.18046 -0.0377813 2.67404 0.287934 1.08702 -0.0505546
29.918 -0.00864905 -0.0467439 -0.00889337 -0.418182 -0.00836402 1.64221 -0.00246729 0 -8.16841 -0.0379228 2.6674 0.287693 1.08651 -0.050561
29.919 -0.00865139 -0.046915 -0.00889221 -0.418014 -0.00831877 1.64224 -0.00246739 -4.16334e-17 -8.15635 -0.0380644 2.66075 0.287452 1.08601 -0.0505673
29.92 -0.00865368 -0.0470861 -0.00889105 -0.417847 -0.00827387 1.64227 -0.00246749 -1.38778e-17 -8.14429 -0.0382061 2.65411 0.28721 1.0855 -0.0505737
29.921 -0.00865594 -0.0472573 -0.00888989 -0.41768 -0.00822933 1.6423 -0.00246759 0 -8.13224 -0.038348 2.64748 0.286969 1.08499 -0.05058
29.922 -0.00865817 -0.0474286 -0.00888872 -0.417514 -0.00818515 1.64233 -0.00246769 -6.245e-17 -8.12018 -0.0384899 2.64085 0.286728 1.08449 -0.0505863
29.923 -0.00866035 -0.0476001 -0.00888755 -0.417347 -0.00814131 1.64236 -0.0024678 0 -8.10813 -0.0386319 2.63422 0.286488 1.08398 -0.0505926
29.924 -0.00866251 -0.0477716 -0.00888637 -0.417181 -0.00809783 1.64239 -0.0024679 -5.55112e-17 -8.09608 -0.038774 2.6276 0.286247 1.08348 -0.0505989
29.925 -0.00866462 -0.0479433 -0.00888519 -0.417016 -0.00805469 1.64242 -0.002468 -1.38778e-17 -8.08402 -0.0389162 2.62098 0.286006 1.08297 -0.0506051
29.926 -0.0086667 -0.0481151 -0.008884 -0.416851 -0.00801189 1.64245 -0.00246811 5.55112e-17 -8.07197 -0.0390586 2.61437 0.285765 1.08247 -0.0506113
29.927 -0.00866875 -0.0482869 -0.00888281 -0.416686 -0.00796943 1.64248 -0.00246822 6.93889e-17 -8.05992 -0.039201 2.60776 0.285524 1.08196 -0.0506176
29.928 -0.00867076 -0.0484589 -0.00888161 -0.416521 -0.00792731 1.64251 -0.00246833 5.55112e-17 -8.04787 -0.0393435 2.60116 0.285284 1.08146 -0.0506238
29.929 -0.00867273 -0.048631 -0.00888041 -0.416357 -0.00788553 1.64254 -0.00246843 1.17961e-16 -8.03582 -0.0394861 2.59456 0.285043 1.08095 -0.05063
29.93 -0.00867467 -0.0488031 -0.00887921 -0.416193 -0.00784407 1.64257 -0.00246854 -2.08167e-17 -8.02378 -0.0396288 2.58796 0.284803 1.08045 -0.0506361
29.931 -0.00867658 -0.0489754 -0.008878 -0.41603 -0.00780294 1.6426 -0.00246865 1.249e-16 -8.01173 -0.0397716 2.58137 0.284562 1.07994 -0.0506423
29.932 -0.00867845 -0.0491478 -0.00887679 -0.415866 -0.00776214 1.64263 -0.00246877 -6.93889e-18 -7.99968 -0.0399144 2.57479 0.284322 1.07944 -0.0506484
29.933 -0.00868029 -0.0493203 -0.00887557 -0.415703 -0.00772167 1.64266 -0.00246888 -2.77556e-17 -7.98764 -0.0400574 2.56821 0.284082 1.07894 -0.0506546
29.934 -0.0086821 -0.0494929 -0.00887435 -0.415541 -0.00768151 1.64269 -0.00246899 0 -7.9756 -0.0402005 2.56163 0.283841 1.07843 -0.0506607
29.935 -0.00868387 -0.0496656 -0.00887312 -0.415378 -0.00764167 1.64272 -0.00246911 2.08167e-17 -7.96355 -0.0403436 2.55505 0.283601 1.07793 -0.0506668
29.936 -0.00868562 -0.0498383 -0.0088719 -0.415217 -0.00760214 1.64275 -0.00246922 1.59595e-16 -7.95151 -0.0404869 2.54849 0.283361 1.07743 -0.0506729
29.937 -0.00868733 -0.0500112 -0.00887066 -0.415055 -0.00756293 1.64278 -0.00246934 9.02056e-17 -7.93947 -0.0406302 2.54192 0.283121 1.07693 -0.0506789
29.938 -0.008689 -0.0501842 -0.00886942 -0.414894 -0.00752403 1.64281 -0.00246945 -7.63278e-17 -7.92743 -0.0407737 2.53536 0.282881 1.07642 -0.050685
29.939 -0.00869065 -0.0503573 -0.00886818 -0.414732 -0.00748544 1.64284 -0.00246957 -6.93889e-18 -7.91539 -0.0409172 2.5288 0.282641 1.07592 -0.050691
29.94 -0.00869227 -0.0505304 -0.00886694 -0.414572 -0.00744714 1.64287 -0.00246969 -5.55112e-17 -7.90336 -0.0410608 2.52225 0.282401 1.07542 -0.0506971
29.941 -0.00869385 -0.0507037 -0.00886569 -0.414411 -0.00740916 1.6429 -0.00246981 -4.85723e-17 -7.89132 -0.0412045 2.5157 0.282162 1.07492 -0.0507031
29.942 -0.0086954 -0.0508771 -0.00886443 -0.414251 -0.00737147 1.64293 -0.00246993 3.46945e-17 -7.87928 -0.0413483 2.50916 0.281922 1.07442 -0.0507091
29.943 -0.00869693 -0.0510505 -0.00886318 -0.414092 -0.00733408 1.64295 -0.00247005 3.46945e-17 -7.86725 -0.0414921 2.50262 0.281682 1.07392 -0.050715
29.944 -0.00869842 -0.0512241 -0.00886192 -0.413932 -0.00729698 1.64298 -0.00247017 1.04083e-16 -7.85522 -0.0416361 2.49609 0.281443 1.07342 -0.050721
29.945 -0.00869988 -0.0513977 -0.00886065 -0.413773 -0.00726018 1.64301 -0.0024703 7.63278e-17 -7.84318 -0.0417801 2.48955 0.281203 1.07292 -0.050727
29.946 -0.00870131 -0.0515714 -0.00885938 -0.413614 -0.00722366 1.64304 -0.00247042 8.32667e-17 -7.83115 -0.0419243 2.48303 0.280963 1.07242 -0.0507329
29.947 -0.00870272 -0.0517453 -0.00885811 -0.413455 -0.00718743 1.64307 -0.00247054 -4.85723e-17 -7.81912 -0.0420685 2.4765 0.280724 1.07192 -0.0507388
29.948 -0.00870409 -0.0519192 -0.00885684 -0.413297 -0.00715149 1.6431 -0.00247067 -9.02056e-17 -7.80709 -0.0422128 2.46999 0.280485 1.07142 -0.0507447
29.949 -0.00870544 -0.0520932 -0.00885556 -0.413139 -0.00711583 1.64313 -0.00247079 -6.93889e-18 -7.79506 -0.0423571 2.46347 0.280245 1.07092 -0.0507506
29.95 -0.00870676 -0.0522673 -0.00885427 -0.412982 -0.00708045 1.64315 -0.00247092 -2.77556e-17 -7.78304 -0.0425016 2.45696 0.280006 1.07042 -0.0507565
29.951 -0.00870805 -0.0524415 -0.00885299 -0.412824 -0.00704535 1.64318 -0.00247105 0 -7.77101 -0.0426462 2.45045 0.279767 1.06992 -0.0507624
29.952 -0.00870931 -0.0526157 -0.0088517 -0.412667 -0.00701052 1.64321 -0.00247118 -1.04083e-16 -7.75899 -0.0427908 2.44395 0.279528 1.06942 -0.0507682
29.953 -0.00871054 -0.0527901 -0.0088504 -0.412511 -0.00697597 1.64324 -0.00247131 6.93889e-18 -7.74696 -0.0429355 2.43745 0.279289 1.06892 -0.0507741
29.954 -0.00871174 -0.0529645 -0.00884911 -0.412354 -0.00694169 1.64327 -0.00247144 -6.93889e-18 -7.73494 -0.0430803 2.43096 0.27905 1.06843 -0.0507799
29.955 -0.00871292 -0.0531391 -0.00884781 -0.412198 -0.00690768 1.64329 -0.00247157 2.01228e-16 -7.72292 -0.0432252 2.42447 0.278811 1.06793 -0.0507857
29.956 -0.00871407 -0.0533137 -0.0088465 -0.412042 -0.00687393 1.64332 -0.0024717 -4.85723e-17 -7.7109 -0.0433701 2.41798 0.278572 1.06743 -0.0507915
29.957 -0.0087152 -0.0534884 -0.00884519 -0.411886 -0.00684045 1.64335 -0.00247183 2.08167e-17 -7.69888 -0.0435152 2.4115 0.278334 1.06693 -0.0507973
29.958 -0.0087163 -0.0536632 -0.00884388 -0.411731 -0.00680723 1.64338 -0.00247196 0 -7.68686 -0.0436603 2.40502 0.278095 1.06644 -0.050803
29.959 -0.00871737 -0.0538381 -0.00884257 -0.411576 -0.00677427 1.64341 -0.0024721 3.46945e-17 -7.67484 -0.0438055 2.39855 0.277856 1.06594 -0.0508088
29.96 -0.00871841 -0.054013 -0.00884125 -0.411421 -0.00674156 1.64343 -0.00247223 9.02056e-17 -7.66283 -0.0439507 2.39208 0.277618 1.06544 -0.0508145
29.961 -0.00871943 -0.0541881 -0.00883993 -0.411267 -0.00670912 1.64346 -0.00247237 4.16334e-17 -7.65081 -0.0440961 2.38561 0.277379 1.06494 -0.0508203
29.962 -0.00872043 -0.0543632 -0.00883861 -0.411113 -0.00667692 1.64349 -0.0024725 0 -7.6388 -0.0442415 2.37915 0.277141 1.06445 -0.050826
29.963 -0.0087214 -0.0545384 -0.00883728 -0.410959 -0.00664498 1.64352 -0.00247264 -4.16334e-17 -7.62679 -0.044387 2.37269 0.276902 1.06395 -0.0508317
29.964 -0.00872234 -0.0547137 -0.00883595 -0.410806 -0.00661329 1.64354 -0.00247278 -6.93889e-17 -7.61478 -0.0445326 2.36624 0.276664 1.06346 -0.0508374
29.965 -0.00872326 -0.0548891 -0.00883462 -0.410652 -0.00658184 1.64357 -0.00247292 4.16334e-17 -7.60277 -0.0446782 2.35979 0.276426 1.06296 -0.050843
29.966 -0.00872415 -0.0550645 -0.00883328 -0.410499 -0.00655064 1.6436 -0.00247306 1.38778e-17 -7.59076 -0.044824 2.35334 0.276188 1.06247 -0.0508487
29.967 -0.00872502 -0.05524 -0.00883194 -0.410347 -0.00651968 1.64363 -0.0024732 2.08167e-17 -7.57875 -0.0449698 2.3469 0.27595 1.06197 -0.0508543
29.968 -0.00872587 -0.0554156 -0.0088306 -0.410194 -0.00648897 1.64365 -0.00247334 -6.245e-17 -7.56674 -0.0451156 2.34046 0.275712 1.06148 -0.05086
29.969 -0.00872669 -0.0555913 -0.00882925 -0.410042 -0.00645849 1.64368 -0.00247348 -2.08167e-17 -7.55474 -0.0452616 2.33402 0.275474 1.06098 -0.0508656
29.97 -0.00872749 -0.0557671 -0.0088279 -0.40989 -0.00642825 1.64371 -0.00247362 7.63278e-17 -7.54274 -0.0454076 2.32759 0.275236 1.06049 -0.0508712
29.971 -0.00872826 -0.0559429 -0.00882655 -0.409739 -0.00639824 1.64374 -0.00247376 3.46945e-17 -7.53073 -0.0455537 2.32116 0.274998 1.05999 -0.0508768
29.972 -0.00872901 -0.0561189 -0.0088252 -0.409587 -0.00636847 1.64376 -0.00247391 -6.93889e-17 -7.51873 -0.0456999 2.31474 0.27476 1.0595 -0.0508824
29.973 -0.00872974 -0.0562949 -0.00882384 -0.409436 -0.00633893 1.64379 -0.00247405 -1.38778e-17 -7.50673 -0.0458461 2.30832 0.274523 1.059 -0.050888
29.974 -0.00873045 -0.0564709 -0.00882248 -0.409285 -0.00630961 1.64382 -0.0024742 6.93889e-18 -7.49473 -0.0459924 2.3019 0.274285 1.05851 -0.0508935
29.975 -0.00873113 -0.0566471 -0.00882112 -0.409135 -0.00628053 1.64384 -0.00247434 -3.46945e-17 -7.48274 -0.0461388 2.29549 0.274047 1.05802 -0.050899
29.976 -0.00873179 -0.0568233 -0.00881975 -0.408985 -0.00625167 1.64387 -0.00247449 1.38778e-16 -7.47074 -0.0462853 2.28908 0.27381 1.05752 -0.0509046
29.977 -0.00873243 -0.0569996 -0.00881838 -0.408835 -0.00622303 1.6439 -0.00247463 5.55112e-17 -7.45874 -0.0464318 2.28268 0.273573 1.05703 -0.0509101
29.978 -0.00873304 -0.057176 -0.00881701 -0.408685 -0.00619462 1.64392 -0.00247478 -4.16334e-17 -7.44675 -0.0465784 2.27628 0.273335 1.05654 -0.0509156
29.979 -0.00873363 -0.0573524 -0.00881564 -0.408535 -0.00616642 1.64395 -0.00247493 -3.46945e-17 -7.43476 -0.0467251 2.26988 0.273098 1.05605 -0.0509211
29.98 -0.00873421 -0.0575289 -0.00881426 -0.408386 -0.00613844 1.64398 -0.00247508 9.71445e-17 -7.42277 -0.0468718 2.26349 0.272861 1.05555 -0.0509266
29.981 -0.00873476 -0.0577055 -0.00881288 -0.408237 -0.00611068 1.644 -0.00247523 5.55112e-17 -7.41078 -0.0470186 2.2571 0.272624 1.05506 -0.050932
29.982 -0.00873529 -0.0578822 -0.0088115 -0.408089 -0.00608314 1.64403 -0.00247538 0 -7.39879 -0.0471655 2.25071 0.272387 1.05457 -0.0509375
29.983 -0.0087358 -0.0580589 -0.00881012 -0.40794 -0.0060558 1.64406 -0.00247553 -2.08167e-17 -7.3868 -0.0473124 2.24433 0.27215 1.05408 -0.0509429
29.984 -0.00873628 -0.0582357 -0.00880873 -0.407792 -0.00602868 1.64408 -0.00247568 -1.38778e-17 -7.37481 -0.0474594 2.23795 0.271913 1.05359 -0.0509484
29.985 -0.00873675 -0.0584125 -0.00880734 -0.407644 -0.00600176 1.64411 -0.00247583 -1.17961e-16 -7.36283 -0.0476065 2.23158 0.271676 1.0531 -0.0509538
29.986 -0.0087372 -0.0585895 -0.00880595 -0.407497 -0.00597506 1.64413 -0.00247599 9.71445e-17 -7.35085 -0.0477536 2.22521 0.271439 1.05261 -0.0509592
29.987 -0.00873762 -0.0587665 -0.00880455 -0.40735 -0.00594855 1.64416 -0.00247614 -8.32667e-17 -7.33886 -0.0479008 2.21884 0.271202 1.05211 -0.0509646
29.988 -0.00873803 -0.0589436 -0.00880315 -0.407202 -0.00592226 1.64419 -0.0024763 -8.32667e-17 -7.32688 -0.0480481 2.21248 0.270966 1.05162 -0.05097
29.989 -0.00873842 -0.0591207 -0.00880175 -0.407056 -0.00589616 1.64421 -0.00247645 -9.71445e-17 -7.3149 -0.0481954 2.20612 0.270729 1.05113 -0.0509753
29.99 -0.00873878 -0.0592979 -0.00880035 -0.406909 -0.00587026 1.64424 -0.00247661 -6.93889e-17 -7.30292 -0.0483428 2.19976 0.270493 1.05064 -0.0509807
29.991 -0.00873913 -0.0594752 -0.00879895 -0.406763 -0.00584457 1.64426 -0.00247676 -4.16334e-17 -7.29095 -0.0484903 2.19341 0.270256 1.05015 -0.050986
29.992 -0.00873946 -0.0596525 -0.00879754 -0.406617 -0.00581907 1.64429 -0.00247692 4.16334e-17 -7.27897 -0.0486378 2.18706 0.27002 1.04966 -0.0509914
29.993 -0.00873977 -0.0598299 -0.00879613 -0.406471 -0.00579376 1.64432 -0.00247708 2.77556e-17 -7.267 -0.0487854 2.18071 0.269784 1.04917 -0.0509967
29.994 -0.00874006 -0.0600074 -0.00879472 -0.406325 -0.00576865 1.64434 -0.00247723 -5.55112e-17 -7.25503 -0.048933 2.17437 0.269548 1.04869 -0.051002
29.995 -0.00874033 -0.0601849 -0.0087933 -0.40618 -0.00574373 1.64437 -0.00247739 1.38778e-17 -7.24305 -0.0490807 2.16803 0.269311 1.0482 -0.0510073
29.996 -0.00874058 -0.0603625 -0.00879189 -0.406035 -0.005719 1.64439 -0.00247755 -2.77556e-17 -7.23108 -0.0492285 2.1617 0.269075 1.04771 -0.0510126
29.997 -0.00874082 -0.0605402 -0.00879047 -0.40589 -0.00569446 1.64442 -0.00247771 -2.77556e-17 -7.21912 -0.0493763 2.15537 0.268839 1.04722 -0.0510178
